line	word	segmentation	gloss
14401	atulamakin	a-tul-ama-kin	3SG-follow-3PL-also
14402	atul-amakin	a-tul-ama-kin	3SG-follow-3PL-also
14403	sekhei	sek-hei	rest-place
14404	sek-hei	sek-hei	rest-place
14407	nusiate	nusia-te	forsake-PL
14408	husiate	husia-te	tempest-PL
14411	nawlkhin	nawl-khin	way-knowledge
14412	sikkate	sikka-te	basin-PL
14413	sikka	sikka	basin
14416	theihzel	theih-zel	know-accustomed
14417	cihmel	cih-mel	say-understand
14418	khawhletzo	khawh-let-zo	sharpen-?-COMPL
14419	siahil	siah-il	wonder-?
14422	leilaka	lei-lak-ah	earth-among-LOC
14426	ku	ku	howl
14427	khi	khi	chain
14430	helhel	hel~hel	feed~RED
14431	didi	di~di	soft~RED
14432	hoho	ho~ho	greet~RED
14433	themthem	them~them	matter~RED
14434	sensen	sen~sen	distinguish~RED
14435	tuptup	tup~tup	swallow~RED
14436	cippi	ci-pi	say-COMP
14437	cipna	cip-na	besiege-NMLZ
14438	cipte	cip-te	besiege-PL
14439	kicipna	ki-cip-na	REFL-besiege-NMLZ
14442	zuauthu	zuau-thu	vain-word
14443	zuaugen	zuau-gen	vain-speak
14444	zuaute	zuau-te	vain-PL
14445	zuauna	zuau-na	vain-NMLZ
14446	tainapa	tai-na-pa	flee-NMLZ-father
14447	kituhte	ki-tuh-te	REFL-dispute-PL
14448	kituhteh	ki-tuh-teh	REFL-dispute-EMP
14452	bawlthak	bawl-thak	make-new
14453	khangthak	khang-thak	generation-new
14454	nongek	no-ngek	young-tender
14455	dawnngek	dawn-ngek	top-tender
14456	dawnngekte	dawn-ngek-te	top-tender-PL
14457	sidek	si-dek	die-low
14458	sumdek	sum-dek	money-low
14459	dekna	dek-na	low-NMLZ
14460	genmun	gen-mun	speak-rare
14461	ommun	om-mun	exist-rare
14462	bukmun	buk-mun	ambush-place
14466	hopih	ho-pih	greet-APPL
14467	hopihin	ho-pih-in	greet-APPL-ERG
14468	hopihsak	ho-pih-sak	greet-APPL-CAUS
14469	hopihpah	ho-pih-pah	greet-APPL-NEG.ABIL
14473	thakhatin	thak-hat-in	new-strong-ERG
14474	thakhauhsak	thak-hauh-sak	new-strong-CAUS
14475	kithakhauhsak	ki-thak-hauh-sak	REFL-new-strong-CAUS
14476	kithakhauhsakin	ki-thak-hauh-sak-in	REFL-new-strong-CAUS-ERG
14477	thakhauhsakzaw	thak-hauh-sak-zaw	new-strong-CAUS-MORE
14480	kaihkhop	kaih-khop	gather-together
14481	kaihkhopsa	kaih-khop-sa	gather-together-PAST
14482	kaihkhoppih	kaih-khop-pih	gather-together-APPL
14483	kaihkhopna	kaih-khop-na	gather-together-NMLZ
14484	kikaihkhopna	ki-kaih-khop-na	REFL-gather-together-NMLZ
14487	dialkhip	dial-khip	call-veil
14488	dialkhipte	dial-khip-te	call-veil-PL
14491	buhlomte	buh-lom-te	rice-bundle-PL
14492	buhlom	buh-lom	rice-bundle
14493	kawikawite	kawikawi-te	to.and.fro-PL
14494	kikhamna	ki-kham-na	REFL-forbid-NMLZ
14495	gahteng	gah-teng	fruit-whole
14496	phawktheihna	phawk-theih-na	remember-able-NMLZ
14497	khuaphawk	khua-phawk	town-remember
14498	hauhnateng	hauhna-teng	riches-whole
14501	tawnna	tawn-na	meet-NMLZ
14502	tawnnate	tawn-na-te	meet-NMLZ-PL
14503	kigenna	ki-gen-na	REFL-speak-NMLZ
14504	kigennate	ki-gen-na-te	REFL-speak-NMLZ-PL
14507	hute	hu-te	protect-PL
14508	makaite	makai-te	chief-PL
14509	nengniamin	nengniami-n	deceive-ERG
14510	galkapteng	gal-kap-teng	war-throw-ALL
14511	ganhingteng	gan-hing-teng	animal-alive-ALL
14512	galkapte	gal-kap-te	war-throw-PL
14513	ganhingteteng	gan-hing-te-teng	animal-alive-PL-ALL
14516	leitungteng	lei-tung-teng	earth-surface-ALL
14517	hihthuteng	hih-thu-teng	this-word-ALL
14518	lampangteng	lam-pang-teng	way-carry-ALL
14521	daang	daang	forsake
14522	daanggawp	daang-gawp	forsake-grasp
14523	khungnung	khung-nung	border-back
14524	phiangsiah	phiang-siah	collect-tribute
14525	leenlak	leen-lak	swoop-among
14526	pettan	pettan	palmerworm
14527	hawksuk	hawk-suk	roar-down
14528	kiteenkhia	ki-teen-khia	REFL-snatch-out
14529	kiamsuk	kiam-suk	flood-down
14530	gimlawh	gim-lawh	pain-exceed
14533	guai	guai	hire
14535	kipeksat	ki-pek-sat	REFL-break-strike
14536	kipeksatin	ki-pek-sat-in	REFL-break-strike-ERG
14537	likkhiat	lik-khiat	burden-away
14538	bulphuk	bul-phuk	root-uproot
14539	lawngsim	lawng-sim	back-touch
14540	taiibawl	taii-bawl	rebuke-make
14541	popah	po-pah	spring-up
14542	lehmut	leh-mut	turn-contrary
14543	khenkhit	khen-khit	condemn-away
14544	henkhit	hen-khit	condemn-away
14545	lehtai	leh-tai	turn-rebuke
14546	kinakko	ki-nak-ko	REFL-cry-loud
14547	lamnawl	lam-nawl	way-other
14548	phengzat	pheng-zat	waste-use
14549	kilhcip	ki-lh-cip	REFL-hang-tight
14551	lehpei	leh-pei	turn-betray
14552	buannawi	buan-nawi	dirt-soft
14553	dengnuam	deng-nuam	stone-want
14554	likkhia	lik-khia	roll-away
14555	mantaktak	man-tak-tak	true-real-REDUP
14556	manzawk	man-zawk	true-more
14557	ngongbawl	ngong-bawl	force-do
14558	kigawlmek	ki-gawl-mek	REFL-strangle-tight
14559	buppiak	bu-piak	body-give
14560	tavai	ta-vai	child-shame
14561	kipeh	ki-peh	REFL-join
14562	gimsakkhak	gim-sak-khak	suffer-CAUS-suddenly
14564	singkhuah	sing-khuah	wood-burn
14565	lunggulhgulh	lung-gulh-gulh	heart-desire-REDUP
14566	genzak	gen-zak	speak-proclaim
14567	cikhuk	ci-khuk	salt-preserve
14568	atkhiat	a-tkhiat	3SG-cut.off
14569	kanzaw	ka-n-zaw	1SG-DIR-leap
14570	kanzo	ka-n-zo	1SG-DIR-COMPL
14572	siahil	siah-il	wonder-INTNS
14573	kongvangah	kong-vang-ah	mouth-open-LOC
14574	tainate	tai-na-te	rebuke-NMLZ-PL
14575	mana	ma-na	envy-NMLZ
14576	pialsakin	pial-sak-in	stray-CAUS-ERG
14577	kaihnelh	kaih-nelh	thorn-tangle
14578	naisan	na-isan	2SG-own
14579	leengguino	leeng-guin-o	vine-seed-DIM
14580	pantah	pan-tah	young-lion
14581	lettamate	let-tama-te	return-repair-PL
14583	hintheihna	hin-theih-na	life-know-NMLZ
14584	puanunga	puan-unga	outer-court
14585	khuapihuam	khuapi-huam	city-possession
14586	khemete	kheme-te	toe-PL
14587	tamngaite	tamngai-te	flute-PL
14588	khuatheihna	khua-theih-na	mind-know-NMLZ
14589	khantoh	khan-toh	generation-tax
14590	sianthosakna	siangtho-sak-na	holy-CAUS-NMLZ
14591	ommah	om-mah	exist-EMPH
14592	balthanggawp	bal-thang-gawp	bite-rend-together
14594	ciingte	ciing-te	vine.dresser-PL
14595	kiluansakna	ki-luan-sak-na	REFL-pour-CAUS-NMLZ
14596	meikatna	mei-kat-na	fire-burn-NMLZ
14597	duhduhin	duh-duh-in	want-REDUP-ERG
14598	ngapi	nga-pi	fish-big
14599	gunpite	gun-pi-te	river-big-PL
14600	itluatna	it-luat-na	love-exceed-NMLZ
14601	summeet	sum-meet	money-poor
14603	taii	taii	rebuke
14604	emerald	emerald	emerald
14605	mangthangte	mangthang-te	glory-PL
14606	puansungsilh	puan-sung-silh	cloth-inside-wipe
14608	kaite	kait-e	consume-DECL
14609	nikten	nikten	dust
14610	khawhletzo	khawh-let-zo	pierce-return-COMPL
14611	ansite	ansi-te	chaff-PL
14612	kaisakin	ka-isak-in	1SG-rise.CAUS-ERG
14613	kongkhuam	kong-khuam	1SG→3-threshold
14614	antan	an-tan	3PL-fast
14615	kamciamsa	ka-mciam-sa	1SG-vow-NOM
14616	santak	san-tak	stand-remain
14617	kahtohpih	ka-htoh-pih	1SG-set-APPL
14619	dangate	dang-a-te	other-REL-PL
14620	bate	ba-te	pledge-PL
14621	tungthamah	tung-thamah	on-outside
14622	sialtalling	sial-tal-ling	thorn-grow-wild
14623	naksiat	na-ksiat	2SG-fall
14624	kengthuah	keng-thuah	carry-extra
14625	sammal	sam-mal	hair-all
14626	itzawte	it-zaw-te	love-more-PL
14627	taanlawhte	taan-lawh-te	lose-?-PL
14628	kimawlte	ki-mawl-te	REFL-play-PL
14630	mangbuhvuite	mangbuh-vui-te	grain-ear-PL
14631	lametet	lamet-et	example-indeed
14632	kitawphahna	ki-taw-phah-na	REFL-cover-rock-NMLZ
14633	hihtakpi	hih-tak-pi	be.II-real-EMPH
14634	kaikhawmsak	ka-i-khawm-sak	1SG-DIR-gather-CAUS
14635	bangcite	bang-ci-te	what-say-PL
14636	simmatin	sim-mat-in	deceive-snare-ERG
14637	limnap	lim-nap	sign-deep
14638	kipatthakna	ki-pat-thak-na	REFL-begin-new-NMLZ
14640	hihpak	hih-pak	be.II-able
14641	galzuih	gal-zuih	far-follow
14642	hualin	hual-in	roll-ERG
14643	nungzuih	nung-zuih	behind-follow
14644	khawlpah	khawl-pah	dry-COMPL
14645	lingkawmin	ling-kawm-in	tremble-together-ERG
14646	pawlkhatah	pawl-khat-ah	group-one-LOC
14647	khuakiim	khua-kiim	town-border
14648	sawnpaih	sawn-paih	table-push
14649	hihnu	hih-nu	this-after
14650	pilvangin	pil-vang-in	learn-guard-ERG
14651	minnei	min-nei	name-have
14653	hihtheihna	hih-theih-na	be.II-able-NMLZ
14654	gunkuangte	gunkuang-te	boat-PL
14655	pahtakbawl	pah-tak-bawl	praise-real-do
14657	taanlawhte	taan-lawh-te	lose-away-PL
14658	nakgen	nak-gen	much-speak
14659	kongkawcipsak	kong-kaw-cip-sak	1SG→3-convulse-tight-CAUS
14660	mawhzon	mawh-zon	guilty-seek
14661	anvakna	an-vak-na	3PL-repay-NMLZ
14662	aptheih	a-p-theih	3SG-give-able
14663	kipiaknate	ki-piak-na-te	REFL-give-NMLZ-PL
14664	ahihkhak	a-hih-khak	3SG-be.II-if
14665	kipawlte	ki-pawl-te	REFL-ally-PL
14666	talapte	talap-te	porch-PL
14668	kihukna	ki-huk-na	REFL-dig-NMLZ
14669	mainulpi	mai-nul-pi	face-wipe-cloth
14670	sawpsiangsak	sawp-siang-sak	wipe-clean-CAUS
14671	pawlmat	pawl-mat	ally-friend
14672	pakkualte	pak-kual-te	flower-wreath-PL
14673	sawtna	sawt-na	long-NMLZ
14674	palikbute	palik-bu-te	police-group-PL
14675	tangtut	tang-tut	hold-complete
14676	kiphelna	ki-phel-na	REFL-defend-NMLZ
14677	ihihlam	i-hih-lam	1PL.INCL-be.II-manner
14679	tangdinzo	tang-din-zo	hold-stand-COMPL
14680	samsau	sam-sau	hair-long
14681	kitheihsakna	ki-theih-sak-na	REFL-know-CAUS-NMLZ
14682	kigente	ki-gen-te	REFL-speak-PL
14683	daihsakna	daih-sak-na	silence-CAUS-NMLZ
14684	lukhu	lu-khu	head-crown
14686	namdangpi	nam-dang-pi	nation-other-big
14687	kisialhpihna	ki-sialh-pih-na	REFL-boast-APPL-NMLZ
14688	patun	pa-tun	father-arrive
14689	kilunggulhna	ki-lung-gulh-na	REFL-heart-desire-NMLZ
14690	phuahtawmte	phuah-tawm-te	make-false-PL
14691	kisinna	ki-sin-na	REFL-train-NMLZ
14692	nangzote	nang-zo-te	endure-COMPL-PL
14694	kingaihna	ki-ngaih-na	REFL-love-NMLZ
14695	nuihsan	nuih-san	laugh-at
14696	zawtzawt	zawt-zawt	grope-REDUP
14697	ciamnui	ciam-nui	promise-laugh
14698	nuihzak	nuih-zak	laugh-spread
14699	gamdung	gam-dung	land-length
14700	gamvai	gam-vai	land-breadth
14701	buangun	buan-gun	pass-by
14702	khakhia	kha-khia	drive-away
14703	awngthawlpi	awng-thawl-pi	open-waste-big
14705	kipatcil	ki-pat-cil	REFL-begin-old
14706	awmgak	awm-gak	waist-bind
14707	gualzote	gual-zo-te	win-COMPL-PL
14708	kalkakin	kal-kak-in	step-stand-ERG
14709	kanggawp	kang-gawp	burn-together
14710	suangtawphahte	suang-taw-phah-te	stone-floor-spread-PL
14711	kizopna	ki-zop-na	REFL-join-NMLZ
14712	thukhenna	thu-khen-na	word-judge-NMLZ
14713	kicinsakna	ki-cin-sak-na	REFL-complete-CAUS-NMLZ
14718	kipsak	kip-sak	firm-CAUS
14719	kipsakna	kip-sak-na	firm-CAUS-NMLZ
14720	kipsakin	kip-sak-in	firm-CAUS-ERG
14721	kipsaksa	kip-sak-sa	firm-CAUS-PERF
14722	kipsaknate	kip-sak-na-te	firm-CAUS-NMLZ-PL
14724	kihhuai	ki-huai	REFL-abominate
14725	kihhuaina	ki-huai-na	REFL-abominate-NMLZ
14726	kihhuaite	ki-huai-te	REFL-abominate-PL
14727	kihhuainate	ki-huai-na-te	REFL-abominate-NMLZ-PL
14728	kihhuaisa	ki-huai-sa	REFL-abominate-PERF
14730	kahtohna	kah-toh-na	climb-up-NMLZ
14731	kahtoin	kah-to-in	climb-up-ERG
14732	kahto-in	kah-to-in	climb-up-ERG
14734	pahtawi	pah-tawi	honor-carry
14735	pahtawiin	pah-tawi-in	honor-carry-ERG
14736	pahtawi-in	pah-tawi-in	honor-carry-ERG
14738	husanna	husanna	hosanna
14740	anne	Anne	ANNA
14743	kimin	kim-in	fully-ERG
14745	kinsak	kin-sak	quickly-CAUS
14746	kinin	kin-in	quickly-ERG
14749	kilkel	kil~kel	clear~RED
14751	kansak	kansak	dry.up
14752	kansakna	kansak-na	dry.up-NMLZ
14754	annengte	Anneng-te	ANNENG-PL
14755	annelte	annel-te	meal-PL
14756	annel	annel	meal
14757	anneng	anneng	crumb
14760	hihloh	hih-loh	this-NEG.NOM
14761	hihlo	hih-lo	this-NEG
14763	kipsuak	kip-suak	firm-become
14765	sotto	so~tto	other~RED
14767	pahpahte	pah~pah-te	honor~RED-PL
14768	pahpahin	pah~pah-in	honor~RED-ERG
14770	kihtakhuai	kih-takhuai	abhor-despise
14771	kihtakhuai-in	kih-takhuai-in	abhor-despise-ERG
14773	naksiat	naksiat	ruin
14775	alsakkik	al-sak-kik	salt-CAUS-ITER
14777	antan	antan	endure
14779	antangte	antan-te	endure-PL
14782	kahtohpih	kah-toh-pih	climb-up-with
14784	kamciamsa	kam-ciam-sa	word-promise-PERF
14785	kamciamnasa	kam-ciam-na-sa	word-promise-NMLZ-PERF
14787	ankungnote	an-kungno-te	food-desire-PL
14789	pahtawite	pah-tawi-te	honor-carry-PL
14790	pahtaklam	pah-taklam	honor-way
14792	nihta	nihta	certainly
14794	thukpa	thuk-pa	deep-person
14795	thukpah	thuk-pah	deep-honor
14797	ciltel	ciltel	response
14798	ciltangte	cil-tang-te	answer-all-PL
14801	mulnei	mul-nei	full-have
14803	ippi	ippi	sack
14805	ipsung	ip-sung	basket-inside
14807	ihmucipin	ih-mu-cip-in	sleep-see-tight-ERG
14808	ihmusak	ih-mu-sak	sleep-see-CAUS
14810	anpalin	an-pal-in	food-stray-ERG
14811	anpiang	an-piang	food-fruit
14812	anpiakna	an-piak-na	food-give-NMLZ
14814	ansangte	an-sang-te	food-high-PL
14816	ankante	an-kan-te	food-stay-PL
14818	ancilnate	an-cil-na-te	food-answer-NMLZ-PL
14820	kansimte	kan-sim-te	stay-count-PL
14822	tomsakin	tom-sak-in	heap-CAUS-ERG
14824	khantawnun	khan-tawn-un	age-along-2PL
14826	khopsakin	khop-sak-in	whole-CAUS-ERG
14828	cilbawl	cil-bawl	answer-make
14831	paktatsak	pak-tat-sak	wait-strike-CAUS
14832	paktatnate	pak-tat-na-te	wait-strike-NMLZ-PL
14834	baltat	bal-tat	bear-strike
14835	balkekna	bal-kek-na	bear-break-NMLZ
14837	salsuaksa	sal-suak-sa	slave-become-PERF
14838	salsuakte	sal-suak-te	slave-become-PL
14840	khalsak	khal-sak	cool-CAUS
14841	khalcip	khal-cip	cool-tight
14842	khalcipin	khal-cip-in	cool-tight-ERG
14844	zaptelte	zap-tel-te	flutter-?-PL
14845	zaptelsak	zap-tel-sak	flutter-?-CAUS
14846	zattawm	zat-tawm	use-join
14848	kattumna	kat-tum-na	strike-end-NMLZ
14849	kattumsa	kat-tum-sa	strike-end-PERF
14850	kattumsak	kat-tum-sak	strike-end-CAUS
14852	attatsak	at-tat-sak	tie-strike-CAUS
14853	atsat	at-sat	tie-attach
14855	natsak	nat-sak	pain-CAUS
14856	topsa	top-sa	gather-PERF
14857	toksuah	tok-suah	sit-happen
14858	namsau	nam-sau	sword-long
14860	kahtosak	kah-to-sak	climb-up-CAUS
14861	khiamsak	khiam-sak	reduce-CAUS
14862	khankik	khan-kik	age-ITER
14863	apsate	ap-sa-te	press-PERF-PL
14864	apsak	ap-sak	press-CAUS
14865	kapsak	kap-sak	cry-CAUS
14866	anpiate	an-pia-te	food-give-PL
14867	anpiangte	an-piang-te	food-fruit-PL
14868	zinsuk	zin-suk	journey-rest
14869	zintohna	zin-toh-na	journey-up-NMLZ
14870	kalteng	kal-teng	go-upright
14871	vekpite	vek-pi-te	all-big-PL
14872	khansakna	khan-sak-na	age-CAUS-NMLZ
14873	ihsip	ih-sip	sleep-seep
14874	kamka	kamka	ashamed
14875	kaptuk	kap-tuk	cry-?
14876	kahzo	kah-zo	climb-reach
14877	thuktawng	thuk-tawng	deep-speak
14878	mutsiang	mut-siang	face-bright
14879	annektawm	an-nek-tawm	food-eat-join
14882	nampi	nam-pi	tribe-big
14883	namkimte	nam-kim-te	tribe-all-PL
14884	namkimin	nam-kim-in	tribe-all-ERG
14885	namtuisak	nam-tui-sak	sword-water-CAUS
14887	kaltangnate	kal-tang-na-te	go-upright-NMLZ-PL
14888	kalkawm	kal-kawm	go-meet
14890	nalsak	nal-sak	straighten-CAUS
14891	palsatnate	pal-sat-na-te	stray-attach-NMLZ-PL
14893	bansak	ban-sak	arm-CAUS
14895	toktol	tok-tol	peck-?
14896	toktok	tok~tok	peck~RED
14899	sinsanna	sin-san-na	near-hang-NMLZ
14902	ihmucip	ih-mu-cip	sleep-see-tight
14904	khiapsak	khiap-sak	squeeze-CAUS
14905	khiamsuk	khiam-suk	reduce-rest
14907	khantom	khan-tom	age-end
14908	khansihin	khan-sih-in	age-know-ERG
14910	naksuk	nak-suk	nose-rest
14911	naktoh	nak-toh	nose-up
14912	naksiatzaw	nak-siat-zaw	nose-destroy-more
14914	natsia	nat-sia	pain-bad
14915	nattun	nat-tun	pain-endure
14917	miksite	mik-si-te	eye-?-PL
14919	kehsakkhak	keh-sak-khak	kick-CAUS-?
14921	kamsiam	kam-siam	word-skilled
14922	kamsak	kam-sak	word-CAUS
14923	kamkeite	kam-kei-te	word-?-PL
14925	bahtoh	bah-toh	owe-up
14927	ansukna	an-suk-na	food-rest-NMLZ
14929	pattahsa	pat-tah-sa	touch-?-PERF
14930	vattansak	vat-tan-sak	hold-endure-CAUS
14932	pampamin	pam~pam-in	spread~RED-ERG
14934	tuihtuihin	tuih~tuih-in	hang~RED-ERG
14936	puamcin	puam-cin	belly-small
14938	milmel	mil-mel	smooth-soft
14939	mulmette	mul-met-te	full-soft-PL
14941	khalguah	khal-guah	cool-pour
14943	atsa	at-sa	tie-PERF
14944	atkik	at-kik	tie-ITER
14946	kapsim	kap-sim	cry-think
14948	tommet	tom-met	heap-soft
14950	kankik	kan-kik	stay-ITER
14952	kahnate	kah-na-te	climb-NMLZ-PL
14953	kahzaw	kah-zaw	climb-more
14955	ancil	ancil	food.offering
14957	nahteh	nah-teh	near-cut
14959	salpihte	sal-pih-te	slave-with-PL
14961	citpiak	cit-piak	go-give
14964	kelkelna	kel~kel-na	leave~RED-NMLZ
14966	amsakin	am-sak-in	cover-CAUS-ERG
14968	mutsia	mut-sia	face-bad
14970	ansing	an-sing	food-true
14971	antehna	an-teh-na	food-cut-NMLZ
14972	antannate	an-tan-na-te	food-endure-NMLZ-PL
14974	santeng	san-teng	hang-upright
14975	sansanah	san~san-ah	hang~RED-LOC
14977	nenniamnate	nen-niam-na-te	soft-humble-NMLZ-PL
14979	kidomkaang	kidom-kaang	catch-?
14980	kidomto	kidom-to	catch-sit
14982	kallakah	kal-lak-ah	go-back-LOC
14984	kapsuk	kap-suk	cry-rest
14986	nilsuk	nil-suk	light-rest
14988	tolsak	tol-sak	follow-CAUS
14990	cilgawp	cil-gawp	answer-strike
14991	cilsate	cil-sa-te	answer-PERF-PL
14993	balnensak	bal-nen-sak	bear-soft-CAUS
14994	balkeksak	bal-kek-sak	bear-break-CAUS
14996	lauhlauh	lauh~lauh	rattle~RED
14998	bantan	ban-tan	arm-endure
15000	palsatkhak	pal-sat-khak	stray-attach-?
15001	palsatte	pal-sat-te	stray-attach-PL
15003	khuankuan	khuan-kuan	village-village
15004	khuamkua	khuam-kua	dream-?
15006	nattutna	nat-tut-na	pain-endure-NMLZ
15008	nulkeusak	nul-keu-sak	push-?-CAUS
15009	nulsaknu	nul-sak-nu	push-CAUS-mother
15011	nakpau	nakpau	vehemently
15013	valsak	val-sak	hold-CAUS
15015	nuhkawmin	nuh-kawm-in	press-meet-ERG
15016	kahkawmin	kah-kawm-in	climb-meet-ERG
15017	kahkawmun	kah-kawm-un	climb-meet-2PL
15018	kahtohpihin	kah-toh-pih-in	climb-up-with-ERG
15020	itteng	it-teng	love-upright
15021	itkik	it-kik	love-ITER
15023	sinsanin	sin-san-in	trust-hang-ERG
15024	sinnateng	sin-na-teng	trust-NMLZ-upright
15025	sinsenin	sin-sen-in	trust-hang-ERG
15026	sinsa	sin-sa	trust-PERF
15028	ihmusip	ihmu-sip	sleep-deep
15030	tohtoh	toh~toh	stand~RED
15032	zatsak	zat-sak	use-CAUS
15033	zatsiamte	zat-siam-te	use-skilled-PL
15035	nakkin	nak-kin	nose-quickly
15037	upsa	up-sa	blow-PERF
15039	pahtawizawk	pah-tawi-zawk	honor-carry-more
15041	kekseuna	kek-seu-na	break-?-NMLZ
15043	zawnnate	zawn-na-te	seek-NMLZ-PL
15045	taihsak	taih-sak	rebuke-CAUS
15049	buhkung	buhkung	provender
15050	buhkungte	buhkung-te	provender-PL
15052	dum	dum	siege.mound
15053	dumte	dum-te	siege.mound-PL
15055	guam	guam	valley
15056	guamte	guam-te	valley-PL
15057	guamteng	guam-teng	valley-all
15059	gulpi	gulpi	dragon
15060	gulpite	gulpi-te	dragon-PL
15062	gunei	gunei	viper
15063	guneite	gunei-te	viper-PL
15065	khawm	khawm	mingled
15066	khawmte	khawm-te	mingled-PL
15068	meidawi	meidawi	feeble.minded
15069	meidawite	meidawi-te	feeble.minded-PL
15071	mothak	mothak	bride
15072	mothakte	mothak-te	bride-PL
15074	lungnem	lung-nem	heart-soft
15075	lungnemte	lung-nem-te	heart-soft-PL
15076	lungzinhuai	lung-zinhuai	heart-dread
15078	zinei	zi-nei	wife-have
15080	momai	momai	scorpion
15081	momaite	momai-te	scorpion-PL
15083	susia	su-sia	CAUS-bad
15084	susiate	su-sia-te	CAUS-bad-PL
15086	kisehtawm	ki-seh-tawm	REFL-appoint-COMPL
15087	kilangbawl	ki-lang-bawl	REFL-visible-make
15088	kilangbawlna	ki-lang-bawl-na	REFL-visible-make-NMLZ
15089	kithuahpih	ki-thuah-pih	REFL-associate-APPL
15090	kithuahpihte	ki-thuah-pih-te	REFL-associate-APPL-PL
15092	suangkhi	suangkhi	coral
15093	sumbawm	sum-bawm	money-bag
15095	tuibem	tui-bem	water-well
15096	tuibemte	tui-bem-te	water-well-PL
15098	zehphit	zehphit	desolation
15099	zehphitna	zehphit-na	desolation-NMLZ
15101	mangbuhnel	mangbuh-nel	wheat-flour
15103	meikang	mei-kang	fire-burn
15105	melhoihzaw	mel-hoih-zaw	face-good-COMP
15107	ulianpih	u-lianpih	elder-close
15108	ulianpihte	u-lianpih-te	elder-close-PL
15110	khuadam	khua-dam	weather-cold
15111	khuamui	khua-mui	time-evening
15113	madawk	madawk	edge
15114	madawkte	madawk-te	edge-PL
15116	meigon	mei-gon	fire-extinguished
15117	meigonna	mei-gon-na	fire-extinguished-NMLZ
15119	huihtun	huihtun	heron
15121	hupipa	hupipa	chariot
15123	haivai	haivai	vanity
15125	henla	hen-la	that-and.SEQ
15127	gimsakkha	gim-sak-kha	suffer-CAUS-COMPL
15129	kisathei	ki-sa-thei	REFL-proud-able
15130	kisatheite	ki-sa-thei-te	REFL-proud-able-PL
15132	thakiam	thak-iam	thin-QST
15134	latal	latal	he.ass
15136	lellel	lel~lel	mere~RED
15137	lellelte	lel~lel-te	mere~RED-PL
15139	lengmasel	lengmasel	mint
15140	lingsi	lingsi	balm
15142	thalawh	thalawh	bride.price
15144	dunglam	dung-lam	back-direction
15146	thukimpih	thu-kim-pih	word-complete-APPL
15147	thukimpihin	thu-kim-pih-in	word-complete-APPL-ERG
15149	thulamlak	thu-lamlak	word-advisor
15150	thulamlakte	thu-lamlak-te	word-advisor-PL
15151	laihilh	lai-hilh	writing-teach
15152	laihilhte	lai-hilh-te	writing-teach-PL
15154	peksat	pek-sat	break-cut
15156	luihawm	lui-hawm	river-valley
15158	kuanglekeu	kuang-lekeu	trough-wooden
15159	kuanglekeute	kuang-lekeu-te	trough-wooden-PL
15161	minautang	mi-nau-tang	person-young-stand
15162	minautangte	mi-nau-tang-te	person-young-stand-PL
15164	palikmang	palikmang	captain
15165	palikmangte	palikmang-te	captain-PL
15167	samkang	sam-kang	hair-gray
15168	samkangte	sam-kang-te	hair-gray-PL
15171	singnamtuite	sing-nam-tui-te	spices-PL
15173	sawmguk	sawm-guk	ten-six
15174	sawmgukte	sawm-guk-te	ten-six-PL
15176	enen	en~en	look~RED
15177	enenin	en~en-in	look~RED-ERG
15179	thopthopin	thop~thop-in	oppress~RED-ERG
15181	singatna	sing-at-na	wood-cut-NMLZ
15182	singatnate	sing-at-na-te	wood-cut-NMLZ-PL
15184	theipal	thei-pal	know-fade
15188	bangkikin	bang-ki-kin	like-REFL-ITER
15189	bangsakkikin	bang-sak-ki-kin	like-CAUS-REFL-ITER
15191	buh	buh	straw
15193	hilhkholin	hilh-khol-in	teach-alone-ERG
15195	kawlsing	kawlsing	pomegranate
15196	kawlsingte	kawlsing-te	pomegranate-PL
15198	khauhualpi	khau-hualpi	shave-big
15200	khawlsakin	khawl-sak-in	rest-CAUS-ERG
15202	miginalo	mi-gina-lo	person-true-NEG
15204	innsun	inn-sun	house-shade
15205	innsunte	inn-sun-te	house-shade-PL
15207	pawkhat	paw-khat	portion-one
15209	sehsawmsuah	seh-sawm-suah	appoint-ten-produce
15210	sehzah	seh-zah	appoint-measure
15212	utok	utok	caul
15214	deidanna	dei-dan-na	say-manner-NMLZ
15216	mitei	mi-tei	person-understand
15217	miteite	mi-tei-te	person-understand-PL
15219	golpi	gol-pi	grow-big
15220	golpite	gol-pi-te	grow-big-PL
15222	ip	ip	sack
15223	ipte	ip-te	sack-PL
15225	tho	tho	rise
15226	thote	tho-te	rise-PL
15228	taw	taw	with
15229	tawte	taw-te	with-PL
15233	bet	bet	pottage
15235	koleko	koleko	epistle
15237	masala	masala	cummin
15239	mavan	ma-van	NEG-empty
15241	mau	mau	mourn
15243	peeng	peeng	trumpet
15245	pun	pun	breed
15247	sabakthani	sabakthani	forsaken.me[Aramaic]
15249	sahin	sa-hin	six-span
15251	sanim	sanim	bruised
15253	teen	teen	gird
15255	tuunawi	tuu-nawi	sheep-young
15257	thalawhin	thalawh-in	bride.price-ERG
15259	vaanin	va-an-in	go.and-care-ERG
15261	khrisolait	khrisolait	chrysolite
15263	nan	nan	2PL
15265	ciangte	ciang-te	time-PL
15267	kawtsakin	kawt-sak-in	water-CAUS-ERG
15269	bi	bi	FGN
15270	bible.com	bible.com	FGN
