word	freq	gloss
laitheite	1	?-PL
nakging	1	2SG-?
gamlelei	1	land-?
kikhim	1	?
bawltawmte	1	make-?-PL
kithahlupna	1	?-NMLZ
angkawm	1	3SG-?
khiakhia	1	exit-?
tawllua	1	?
suangtui	1	?
taimangta	1	?
gutui	1	?
kinawhsak	1	?
luantheihna	1	head-?-NMLZ
vatmang	1	go.and-?
sapa	1	flesh-?
kilh	1	?
mimawl	1	person-?
seksa	1	?
ufaz	1	?
gat	1	?
engdup	1	look-?
sandup	1	flesh-?
puanlom	1	carry.on.back-?
geeltheih	1	?
hoihbek	1	be.good-?
haltuina	1	?-NMLZ
kamkhapte	1	1SG-?-PL
gahphat	1	?
phuktan	1	?
dongnuam	1	?
vulcip	1	flourish-?
gimsakzo	1	?
demzawh	1	blame-?
luahsa	1	head-?
paimangta	1	go-?
tuatcilsak	1	?
pawnlak	1	father-?
ciatciat	1	say-?
ngotgawp	1	?
uatsaknate	1	?-PL
zubeel	1	?
kiphusak	1	?
lainat	1	?
kapsim	1	1SG-?
nausuakte	1	2SG-?-PL
liatluatna	1	?-NMLZ
kihawkgawp	1	?
mivomte	1	person-?-PL
zongsang	1	?
buhvai	1	?
angkawmna	1	3SG-?-NMLZ
kawikawinate	1	1SG-?-PL
hakzo	1	?
lungkiagawp	1	feel-?
kideek	1	?
sisakzaw	1	?
luangluang	1	corpse-?
puksite	1	?-PL
nialsiang	1	argue-?
keizan	1	foot-?
lambaangin	1	?
damlenat	1	be.well-?
tamsakzaw	1	?
sunkimlai	1	?
satlup	1	strike-?
tuahsakmang	1	?
tangkai	1	?
kuiliam	1	?
suanghawmte	1	?-PL
tutung	1	sleep-?
mukzum	1	see.I-?
khuakin	1	town-?
tuahmangsak	1	?
sittel	1	cut.off-?
keuhsak	1	dig-?
opsim	1	?
khanlai	1	spirit-?
lehngatsan	1	?
phatpa	1	?
kiphelhzo	1	?
mituam	1	eye-?
phiatmangsak	1	?
kicizaw	1	?
saknung	1	cause-?
suakpah	1	become-?
sidar	1	?
innsak	1	1PL.INCL-?
innkhangte	1	1PL.INCL-?-PL
kapzaw	1	1SG-?
kikaihna	1	?-NMLZ
zapi	1	hear.I-?
nuaisiahna	1	mother-?-NMLZ
talin	1	?
letmatthuhna	1	return-?-NMLZ
kikhenthangsak	1	separate-?
khankhiatsak	1	spirit-?
kiciamzaw	1	?
angkawmte	1	3SG-?-PL
lamnal	1	?
mulkimhuaizaw	1	see.I-?
zawlai	1	hear.I-?
geeltawm	1	?
thugennna	1	preach-?-NMLZ
kikhelsakin	1	differ-?
kikhelsak	1	differ-?
buhtang	1	?
satnenzo	1	strike-?
genkhiatna	1	speak-?-NMLZ
kidongzaw	1	?
lumletgawp	1	warm-?
dongzaw	1	?
pulnatnate	1	?-PL
dangdangin	1	?
tommet	1	sit-?
kithawn	1	?
nusiatin	1	abandon-?
dante	1	?-PL
gamtatziate	1	land-?-PL
khelkikzaw	1	?
taangmite	1	?-PL
lehneih	1	?
ukcipsak	1	rule-?
mangsan	1	?
tuikuangpite	1	water-?-PL
kankik	1	1SG-?
tapeuh	1	?-PL
genkholzo	1	speak-?
kuaitanzo	1	?
kipuakkhia	1	?
pungzaw	1	increase-?
kamciamnasa	1	1SG-?
innvengte	1	1PL.INCL-?-PL
beisakkik	1	?
tangkik	1	?
gimhun	1	?
cidamsakkik	1	say-?
tawmkha	1	?
khuangte	1	town-?-PL
gualnuamte	1	?-PL
gaite	1	?-PL
ngaihtakin	1	listen.II-?
kahnate	1	1SG-?-PL
ngutngutna	1	?-NMLZ
kinem	1	?
lamlahnate	1	?-PL
zongkik	1	?
honzo	1	?
thazawm	1	?
kibetkhiatna	1	?-NMLZ
kitapzanna	1	?-NMLZ
kisuankhiatna	1	?-NMLZ
kilamna	1	?-NMLZ
lawnkhiamang	1	?
shullam	1	?
kithukimna	1	?-NMLZ
leikikta	1	?
vangpi	1	go.and-?
luahpah	1	head-?
thangpaisak	1	?
kileikik	1	?
kisusiagawp	1	?
cidamsakin	1	say-?
mundai	1	see.I-?
tentheihna	1	?-NMLZ
siatsakzawh	1	spoil-?
khawikik	1	spirit-?
khelkikin	1	?
koltanna	1	?-NMLZ
kialpite	1	?-PL
habazziniah	1	?
igdaliah	1	1PL.INCL-?
tenpakna	1	?-NMLZ
khiatsa	1	exit-?
simkhiat	1	?
tungnunga	1	arrive-?
tusawn	1	?
gapgap	1	?~RED
khoh	1	labor-?
abdeel	1	3SG-?
atkik	1	3SG-?
vukngo	1	?
gelhbehsak	1	write-?
tawna	1	?-NMLZ
kikhemin	1	?
zolua	1	redeem-?
khaphial	1	spirit-?
kizangsa	1	?
kikhiatlam	1	depart-?
kaihkhiatna	1	1SG-?-NMLZ
puansiasa	1	carry.on.back-?
lenuai	1	?
puansiate	1	carry.on.back-?-PL
piasim	1	give-?
haltumna	1	?-NMLZ
hopihlam	1	?
zakkhak	1	hear.II-?
zasim	1	hear.I-?
samgarnebo	1	call-?
sarsekhim	1	flesh-?
nebushazban	1	eat-?
efai	1	?
jezaniah	1	?
baalis	1	owe-?
sawllam	1	send-?
hopihsim	1	?
kisuam	1	?
kikui	1	?
gawpsa	1	?
paikhiatpihte	1	send.away-?-PL
tensuak	1	?
anduh	1	3SG-?-PL
kibua	1	?
tennopna	1	?-NMLZ
teltakpi	1	?
phumlam	1	immerse-?
heliopolis	1	?
hallam	1	?
tawmkhate	1	?-PL
hofra	1	?
phelkik	1	?
phuhsate	1	?-PL
kilehhawl	1	?
taikekmang	1	?
kinungleh	1	?
apis	1	3SG-?
taber	1	?
dawktoh	1	?
puanlomte	1	carry.on.back-?-PL
zialkhol	1	wife-?
zutkhat	1	?
phukmaisak	1	?
letkhia	1	return-?
kigawite	1	?-PL
donzo	1	?
kisuliam	1	?
madmen	1	?
tuahsuk	1	?
hatnate	1	strong-?-PL
zangleite	1	use-?-PL
leenkhiat	1	?
kitei	1	?
sukhamzan	1	make.become-?
bethdiblathaim	1	?
bethgamul	1	?
bethmeon	1	?
kahzaw	1	1SG-?
kiatsiang	1	?
suktap	1	make.become-?
sutam	1	?
kahkhiato	1	1SG-?
maanna	1	?-NMLZ
simnuam	1	?
muangsak	1	see.I-?
lakhiasuk	1	take-?
siatgawpna	1	spoil-?-NMLZ
kisiatgawp	1	?
kisuh	1	?-PL
kilaksakmang	1	?
thalpite	1	?-PL
mutmangsak	1	see.I-?
hawlkhiatte	1	seek-?-PL
thahsiang	1	?
gawpta	1	?
ciamkhawm	1	say-?
lamkhialin	1	?
gammanpih	1	land-?
galdalte	1	?-PL
taikik	1	?
merathaim	1	?
kitamta	1	?
thalkap	1	?
kituahmang	1	meet-?
lumcip	1	warm-?
ngaihlua	1	listen.II-?
liamgawp	1	?
khiasakzo	1	exit-?
saal	1	flesh-?
mualpi	1	see.I-?
innbul	1	1PL.INCL-?
nuaiphahin	1	mother-?
minni	1	name-?
kitomin	1	?
khuakongpi	1	town-?
kikalhna	1	?-NMLZ
siktawnte	1	repent-?-PL
ancil	1	3SG-?
kicilgawp	1	?
limnono	1	?
losia	1	?
suakgawp	1	become-?
ciak	1	say-?
lakkhiatsakkik	1	snatch-?
sawnte	1	flesh-?-PL
cimsuk	1	pierce-?
khuakongpite	1	town-?-PL
thuvan	1	word-?
henkhawm	1	?
dawkkikto	1	?
kiphulet	1	?
zawngpen	1	hear.I-?
kinusialai	1	?
nusialai	1	abandon-?
vutluahnate	1	?-PL
keuneute	1	dig-?-PL
zumlai	1	?
sabengte	1	flesh-?-PL
tailahpi	1	?
kisiazo	1	?
thupinate	1	word-?-PL
gawizansak	1	?
ngelhngalh	1	?
paatgawp	1	father-?
husamin	1	?
betsan	1	?
suksiatzawh	1	make.become-?
kikosak	1	cry.out-?
tanghial	1	?
thatlumsak	1	kill-?
taikhiatzawh	1	?
delhkhia	1	?
tuikha	1	water-?
tahtansak	1	?
giugiau	1	?
neihdang	1	have.II-?
kenkanzo	1	only-?
lungdampah	1	rejoice-?
enpha	1	look-?
lehdokha	1	?
nahteh	1	2SG-?
kikoto	1	cry.out-?
delhkek	1	?
kiciangte	1	?-PL
khamtui	1	forbid-?
mualmang	1	see.I-?
tangvalnote	1	youth-?-PL
dup	1	?
guhguakin	1	?
silenai	1	?
khuadakdak	1	town-?
khuadakzo	1	town-?
ngenngenkha	1	?
vilsim	1	?
delhsuk	1	?
nuinui	1	mother-?
guaktangun	1	?
cihtawm	1	say.NOM-?
zahpihhuai	1	fear-?
luangkham	1	corpse-?
nattun	1	2SG-?
kikhailupsak	1	?
kithusimsak	1	?
kigawisak	1	?
kitomsakin	1	?
thaksuaksakkik	1	?
buzi	1	?
khuaphiatna	1	town-?-NMLZ
mam	1	?
khaphung	1	spirit-?
tatkhatin	1	strike-?
kangto	1	1SG-?
kiukiau	1	?
ciatte	1	say-?-PL
leenna	1	?-NMLZ
tungzangah	1	arrive-?
paupeeng	1	speak-?
maipuak	1	face-?
dahlekah	1	?
thumletau	1	word-?
duai	1	?
khazapna	1	spirit-?-NMLZ
telabib	1	?
sukkhapna	1	make.become-?-NMLZ
sikpeek	1	repent-?
zialto	1	wife-?
belawi	1	?
mangbuhman	1	?
anlumin	1	3SG-?
ekkeu	1	?
tunsate	1	?-PL
tawmcikkhat	1	?
cikze	1	say-?
phitsanin	1	?
kapkhak	1	1SG-?
kikapnate	1	?-PL
lawnthang	1	?
kisatvui	1	?
kihonthahna	1	?-NMLZ
nusiatna	1	abandon-?-NMLZ
haitatnasate	1	?-PL
mawkpau	1	?
tungteng	1	arrive-?
dawnzangteng	1	?
lungmuannate	1	feel-?-PL
tungkim	1	arrive-?
dakdakin	1	?
pumlingawp	1	?
kimettolsak	1	?
tumpihzaw	1	?
sutsakin	1	?
omcipin	1	exist-?
lenpihto	1	?
semsemah	1	serve-?
nawhkhiatnate	1	2SG-?-PL
vanna	1	go.and-?-NMLZ
biaibuai	1	?
tammuz	1	?
tualtengah	1	?
sungnungteng	1	?
kikantanin	1	?
dinsih	1	?
salpihte	1	flesh-?-PL
khawmkikin	1	spirit-?
leenpihin	1	?
muhsaksa	1	see.II-?
kisuanto	1	?
tunsa	1	?
muhdahhuaina	1	see.II-?-NMLZ
khiatpihmang	1	exit-?
beisakta	1	?
gentawmin	1	speak-?
kicimte	1	?-PL
gialpite	1	?-PL
kicip	1	?
phuaktawm	1	?
khip	1	?
ukcip	1	rule-?
khipte	1	?-PL
lehhanthot	1	?
kitunsak	1	?
kihtakhuaite	1	?-PL
siaksiang	1	?
pulpi	1	?
hutzawh	1	?
singzum	1	?
khet	1	?
meitawhna	1	?-NMLZ
zulkatteng	1	?
seelsakin	1	?
baangteng	1	owe-?
sawpkhiatsak	1	flesh-?
puanphan	1	carry.on.back-?
bulhsakin	1	?
butsakin	1	?
nakbahte	1	2SG-?-PL
kithang	1	?
beelmang	1	?
kizutnelh	1	?
nopsaknateng	1	?
kiguai	1	?
guaizaw	1	?
muhdahte	1	see.II-?-PL
etkak	1	?
mindainateng	1	name-?
naksiatzaw	1	2SG-?
zahla	1	fear-?
maingalsak	1	face-?
siatnateng	1	spoil-?
khaveng	1	spirit-?
hiangpha	1	be-?
leengguipi	1	chariot-?
kisuannasa	1	?
zungbawhin	1	?
zutkhia	1	?
ciahpihna	1	return-?-NMLZ
lehdokik	1	?
kizuihna	1	?-NMLZ
paisim	1	go-?
dawnngek	1	?
keusakin	1	dig-?
siateng	1	spoil-?
kemsuak	1	guard-?
mindaihuaite	1	name-?-PL
mawhnasa	1	sin-?
kisisak	1	?
lametnateng	1	example-?
kizungbawh	1	?
kikuaitan	1	?
liankik	1	?
zonkhiatsak	1	?
kaihkhopkik	1	1SG-?
ompakna	1	exist-?-NMLZ
siatnasate	1	spoil-?-PL
daikhak	1	?
gamhal	1	land-?
lingcipin	1	hope-?
kelkelna	1	foot-?-NMLZ
kipuahsiang	1	?
ziat	1	wife-?
seuhseuhin	1	?
satkhapna	1	strike-?-NMLZ
kisanna	1	?-NMLZ
neuta	1	eat-?
siacimitsak	1	?
sumaigawp	1	money-?
kikhemgawp	1	?
thopthop	1	?~RED
kimlaipi	1	?
likngam	1	?
ngunteng	1	?
tuisak	1	water-?
tuisuaksak	1	water-?
kituisak	1	?
bal	1	owe-?
ciangzo	1	announce-?
cingzo	1	say-?
mawhsa	1	?
matsakin	1	grasp-?
sukzaw	1	make.become-?
kawngten	1	1SG-?
kihzah	1	?
theisakin	1	know.I-?
kinuaigawp	1	?
cimtakta	1	pierce-?
shoa	1	?
koa	1	?
ulianpipi	1	?
kidalin	1	?
atkhiatsakin	1	3SG-?
huknate	1	?-PL
etsat	1	?
khekhapteng	1	?
amsakin	1	3SG-?
petkham	1	?
kuikham	1	?
paat	1	father-?
ngingeisa	1	?
tah	1	?
kinawtkhia	1	?
vuh	1	?-PL
saguhte	1	flesh-?-PL
taubeel	1	?
ninteng	1	day-?
bun	1	?
taukhawm	1	?
litlit	1	?~RED
kihokhawm	1	?
gaihsakmang	1	?
thahmangna	1	?-NMLZ
beimangsakna	1	?-NMLZ
zancip	1	hear.I-?
kihongkek	1	?
kiatkhia	1	?
phukgawp	1	?
cimsak	1	pierce-?
kisusiasa	1	?
hoihpipite	1	be.good-?-PL
satthanggawp	1	strike-?
kut	1	?
vengvangna	1	guard-?-NMLZ
labanon	1	?
taaksante	1	?-PL
tungkhuh	1	arrive-?-PL
misiam	1	dead-?
lem	1	?
gamad	1	land-?
haknawte	1	?-PL
ningsing	1	day-?
ruby	1	?
helbon	1	?
thalsingte	1	?-PL
dapphahte	1	?-PL
singnamtui	1	?
kanneh	1	1SG-?
khilmad	1	?
hotte	1	?-PL
mutsia	1	see.I-?
tuikiate	1	water-?-PL
geiteng	1	?
daicipsuak	1	?
laumai	1	fear-?
danel	1	?
vatmaisak	1	go.and-?
karbankel	1	1SG-?
tungkha	1	arrive-?
haitatsak	1	?
kingap	1	?
thatlummang	1	kill-?
piancilna	1	give-?-NMLZ
pulhmangin	1	?
liangkote	1	shine-?-PL
puakhiamang	1	carry.on.back-?
nasepsak	1	2SG-work-?
saklamah	1	cause-?
pibeseth	1	?
zinggawp	1	wife-?
kisaktheihpihna	1	?-NMLZ
damkikin	1	be.well-?
damlai	1	be.well-?
tehpihtheih	1	measure-?
tasuahna	1	?-NMLZ
zau	1	hear.I-?
zausak	1	hear.I-?
kitante	1	?-PL
taisanta	1	?
gunsung	1	?
kibangzaw	1	be.alike-?
sihkhak	1	die-?
doksakin	1	?
linglawngsak	1	hope-?
galvanteng	1	?
kilukham	1	?
nungtasuak	1	live-?
hoihnasate	1	be.good-?-PL
kizawn	1	?
kamun	1	1SG-see.I-?
khiang	1	exit-?
vakmang	1	walk-?
ngaihzawk	1	listen.II-?
kivakin	1	?
munnuamte	1	see.I-?-PL
tuamsakin	1	promise-?
tuatcilsa	1	?
sikninsa	1	repent-?
gawngte	1	?-PL
siasakmang	1	?
kituhkik	1	?
tengkikin	1	dwell-?
gamtangsakkik	1	land-?
sane	1	flesh-?
kobawlna	1	?-NMLZ
mindaisakna	1	name-?-NMLZ
himawhsak	1	be-?
daisaksa	1	?
lakkhiatsakin	1	snatch-?
tengsakkikin	1	dwell-?
vakpih	1	walk-?
guhkeute	1	?-PL
guipi	1	?
hingsakkikin	1	be-?
tawikhawm	1	?
lehheknate	1	?-PL
tengsuak	1	dwell-?
kihutawm	1	?
kihanthawntawm	1	?
masuanin	1	?
kicimmang	1	?
betkhiatsakin	1	?
betkhiatsak	1	?
ansing	1	3SG-?
kikhom	1	?
suksiatsakte	1	make.become-?-PL
kimangngilhkha	1	?
siluanghawmte	1	?-PL
lehbawlnate	1	?-PL
mindainate	1	name-?-PL
kimna	1	?-NMLZ
pikhau	1	?
kulhkong	1	?
niamzaw	1	day-?
konglekong	1	1SG→3-?
kawmsung	1	1SG-?
neuneu	1	eat-?
paiphei	1	go-?
kizomto	1	?
mundangte	1	see.I-?-PL
sangtozaw	1	high-?
kipanto	1	begin-?
kongvangneute	1	1SG→3-go.and-?-PL
kihelhto	1	?
neuto	1	eat-?
tuala	1	?
inngualte	1	1PL.INCL-?-PL
hilhel	1	teach-?
sunglamteng	1	inside.way-?
pualamteng	1	carry.on.back-?
kidimna	1	?-NMLZ
kigeelna	1	?-NMLZ
kigelnate	1	?-PL
dawnzang	1	?
santeng	1	flesh-?
thehna	1	?-NMLZ
geihualte	1	?-PL
kongcin	1	1SG→3-say-?
lawhkha	1	?
thunei	1	word-?
kipiakhiate	1	?-PL
penteng	1	things-?
mawkte	1	?-PL
saulam	1	long-?
zailam	1	hear.I-?
sauveizo	1	long-?
nenniamnate	1	eat-?-PL
etkakna	1	?-NMLZ
mibuppite	1	person-?-PL
kongkhuamte	1	1SG→3-town-?-PL
kipiazah	1	?
kisamzah	1	?
kuanlamin	1	?
lampiteng	1	way-?
paipihkha	1	accompany-?
lawhsakkhak	1	?
tualnote	1	?-PL
anbuk	1	3SG-?
siakmit	1	?
ngapzo	1	endure-?
luangsukin	1	corpse-?
siangsakkikin	1	?
eneglaim	1	look-?
phokeu	1	?
nawnglakte	1	2SG-?-PL
khasimin	1	spirit-?
dimdiamin	1	?
berothah	1	?
sibraim	1	?
hazerhattikon	1	?
hisuk	1	be-?
paisuakah	1	go-?
huamteng	1	surround-?
laitaak	1	?
ngentang	1	?
kiteelte	1	?-PL
enkak	1	look-?
cidamzaw	1	say-?
laitheih	1	?
tuanlam	1	?
siamzawklam	1	be.skilled-?
pataulua	1	father-?
semnengawp	1	serve-?
mipilteng	1	wise.person-?
phalna	1	?-NMLZ
lakkholzo	1	take-?
pilzawk	1	learn-?
bante	1	owe-?-PL
dengtanin	1	?
kitamnen	1	?
satnenin	1	strike-?
zileta	1	wife-?
maan	1	?
tuksuk	1	?
denpaih	1	?
sagawh	1	flesh-?
uksakin	1	rule-?
dura	1	?
paikim	1	go-?
mangliante	1	?-PL
gawsemte	1	?-PL
heksim	1	?
tumtheihte	1	?-PL
bianuam	1	?
gawsem	1	?
ngeinazah	1	knowledge-?
sazaw	1	flesh-?
khulte	1	?-PL
hullum	1	?
kanghul	1	1SG-?
kibalnengawp	1	?
theihlam	1	know.II-?
hiangteng	1	be-?
tehteng	1	measure-?
heuhsiang	1	?
vasateng	1	go.and-?
nusiakhawm	1	abandon-?
diktakin	1	straight-?
muak	1	see.I-?
daangsak	1	?
nonote	1	?-PL
oksakin	1	?
simsakin	1	?
thahnop	1	?
nuntaksaknop	1	live-?
laimalte	1	?-PL
lek	1	?
encikin	1	look-?
simtatna	1	?-NMLZ
vaihawmpite	1	go.and-?-PL
thumveita	1	word-?
hawmkhiatsa	1	join-?
khuavaktung	1	light-?
humcipsak	1	cover-?
hekteng	1	?
bakkhat	1	owe-?
seemgawp	1	?
pusuakto	1	?
kidomkaang	1	?
kiphen	1	?
hilhtelna	1	teach-?-NMLZ
laigawp	1	?
poto	1	?
laulua	1	fear-?
sibupin	1	?
daplan	1	?
telna	1	?-NMLZ
thehthangzo	1	?
kisehzo	1	?
lamkikna	1	?-NMLZ
gangawh	1	?
hunlang	1	time-?
theihtelhak	1	know.II-?
khakunin	1	spirit-?
tigris	1	?
ettoh	1	?
zutsiang	1	?
kikhelgawp	1	differ-?
khuplamin	1	?
khauhkik	1	spirit-?
damzaw	1	be.well-?
ukkha	1	rule-?
kipawlkhawm	1	?
kipawlkhawmna	1	?-NMLZ
galhatna	1	?-NMLZ
kuankikin	1	?
dosuakzo	1	?
tangtungzo	1	arrive-?
tawlno	1	?
zuausiamna	1	?-NMLZ
suakvat	1	become-?
lehbawlin	1	?
zawsang	1	hear.I-?
lakteng	1	take-?
zolsimna	1	redeem-?-NMLZ
lawkgawpna	1	?-NMLZ
manphateng	1	?
taangkhawm	1	?
khupcip	1	?
kallakah	1	1SG-?
gamlazaw	1	wilderness-?
selcipin	1	slice-?
kikhentel	1	separate-?
kenkante	1	only-?-PL
diblaim	1	?
gaikikin	1	?
loammi	1	?-NMLZ.AG
citheikik	1	say-?
zolbawl	1	redeem-?
nipisim	1	day-?
suksiatsakin	1	make.become-?
sungzah	1	?
kilokha	1	?
leenggahphehkeu	1	chariot-?
behlaplap	1	tribe-?
phawknuam	1	?
tanhte	1	?-PL
aisanin	1	3SG-?
singthem	1	?
terebinth	1	?
kizualsak	1	?
anvak	1	3SG-?
uuklua	1	?
minphat	1	name-?
minsiat	1	name-?
phiatkhiamang	1	?
beitumsak	1	?
talkaihgawp	1	?
zonkik	1	?
thengpak	1	?
mangthangpak	1	?
hontangte	1	?-PL
zuaupiteng	1	?
khemnateng	1	restrain-?
mohbawl	1	?
seem	1	?
sbawl	1	?
khamsakin	1	forbid-?
thahatnateng	1	?
kiteeptumlam	1	?
kanlam	1	1SG-?
lehgen	1	?
lehsawm	1	?
kinawmvalhin	1	?
lamthuah	1	?
neteng	1	eat-?
muhdahluat	1	see.II-?
tatolhsak	1	strike-?
hoihbawl	1	be.good-?
suzanin	1	?
tuiphuan	1	water-?
dengcip	1	?
thuapthuapin	1	word-?
kalhkhapna	1	1SG-?-NMLZ
singka	1	?
kalkham	1	1SG-?
shalman	1	?
betharbel	1	?
limsap	1	?
phualphualin	1	?
khialthuah	1	err-?
maimangpak	1	shame-?
phualnek	1	?
ngawhpiak	1	endure-?
lakhiakik	1	take-?
hailuat	1	?
kikuikham	1	?
biakha	1	?
theitelin	1	know.I-?
pethuel	1	?
zawdiakte	1	hear.I-?-PL
khangsawnte	1	generation-?-PL
leengguiteng	1	chariot-?
theikungteng	1	know.I-?
netummang	1	eat-?
sengsang	1	?
vuai	1	?
nisuhte	1	day-?-PL
khuazin	1	town-?
alh	1	3SG-?
heempai	1	?
phugawp	1	?
hauhsakna	1	?-NMLZ
piakha	1	give.to-?
nota	1	?
gahta	1	?
hoihbekzah	1	be.good-?
phelhawm	1	?
temkawite	1	?-PL
dawhna	1	?-NMLZ
thenin	1	?
zokik	1	?
shitthim	1	?
zinlin	1	wife-?
mualdawn	1	see.I-?
gawigawp	1	?
betheden	1	?
kitumna	1	?-NMLZ
biaksa	1	?
leitawina	1	?-NMLZ
khauhtuak	1	spirit-?
sukmaisak	1	make.become-?
bawngleeng	1	owe-?
netcipsuk	1	eat-?
nengcipsuk	1	eat-?
kimawksai	1	?
kinenniamnate	1	?-PL
kulhvang	1	?
ninlom	1	day-?
vulsak	1	flourish-?
cinasakin	1	say-?
dikdekin	1	straight-?
tangvalteng	1	youth-?
nakngek	1	2SG-?
zensak	1	?
zawlzawngte	1	hear.I-?-PL
hunsiat	1	time-?
tuakpa	1	?
sakkuth	1	cause-?
kaivuan	1	1SG-?
kalneh	1	1SG-?
lawhkhak	1	?
kisatzanin	1	?
kisatnen	1	?
nuaigawp	1	mother-?
kipaithangin	1	?
zumkhak	1	?
zuaktheih	1	?
antehna	1	3SG-?-NMLZ
neuseekin	1	eat-?
ashimah	1	3SG-?
khuampiluzang	1	town-?
tosukin	1	sit-?
mankhia	1	?
khuhsuk	1	?
anhaihna	1	3SG-?-NMLZ
kihaih	1	?
kipaihkhiat	1	?
khawhkik	1	spirit-?
laitei	1	?
umpihte	1	believe-?-PL
naizo	1	2SG-?
zarefat	1	hear.I-?
zantuam	1	hear.I-?
daihtheih	1	?
sheol	1	?
taisimna	1	?-NMLZ
hehhak	1	?
kisiknuam	1	repent-?
sileng	1	?
zaamsak	1	hear.I-?
kapsuk	1	1SG-?
tamzawte	1	?-PL
siksuk	1	repent-?
nilsuk	1	day-?
bethleafrah	1	?
shafir	1	?
zanaan	1	hear.I-?
bethezel	1	?
maroth	1	?
moresethgath	1	?
tolsak	1	sit-?
geelgeelte	1	?-PL
tuubuk	1	?
gankhawk	1	?
kidimkik	1	?
tumsan	1	?
kipaihna	1	?-NMLZ
pansa	1	father-?
anphalte	1	3SG-?-PL
cilgawp	1	say-?
zatnate	1	hear.I-?-PL
heu	1	?
lungman	1	feel-?
haibawl	1	?
kisikgawp	1	repent-?
kikhan	1	?
sawpkhiat	1	flesh-?
elkosh	1	?
kipei	1	?
kangcipsak	1	1SG-?
keugawpin	1	dig-?
lunghamna	1	feel-?-NMLZ
dingkikzo	1	stand-?
linglom	1	hope-?
zulesa	1	?
gimsakkik	1	?
koplen	1	?
kilehsuk	1	?
kilehto	1	?
balnensak	1	owe-?
koplenna	1	?-NMLZ
lauhlauh	1	fear-?-PL
kiciangin	1	?
huatbawlin	1	?
gaihin	1	?
leiseekna	1	?-NMLZ
miamua	1	person-?
kisukgawpna	1	?-NMLZ
kulhpua	1	?
sungvumin	1	?
dikzaw	1	straight-?
ngenpi	1	?
khuadakna	1	town-?-NMLZ
simnop	1	?
keikai	1	foot-?
laksakmang	1	take-?
kikopih	1	cry.out-?
sepsateng	1	work-?
kimetcip	1	?
kapkham	1	1SG-?
sangpipi	1	high-?
suthang	1	?
pumlin	1	?
pukcipsuk	1	?
zaptelsak	1	hear.I-?
banglai	1	owe-?
dimsakte	1	?-PL
sinkham	1	?
zingin	1	wife-?
muatcip	1	see.I-?
kizapkhiat	1	?
pozo	1	?
neubawl	1	eat-?
gunva	1	?
gunvapite	1	?-PL
zawlah	1	hear.I-?
khuangin	1	town-?
saguh	1	flesh-?-PL
kinusiacipsak	1	?
gamtalai	1	land-?
hoihpipi	1	be.good-?
lumkhop	1	warm-?
thalawhte	1	?-PL
mutkhiatsak	1	see.I-?
siapi	1	?
koihdakna	1	put-?-NMLZ
sheatiel	1	?
lamnopna	1	?-NMLZ
ompihlai	1	exist-?
puakha	1	carry.on.back-?
cingteek	1	say-?
kausansak	1	1SG-?
upmawhzah	1	?
shebat	1	?
nasiasak	1	2SG-?
kiciangkik	1	?
neihkikna	1	have.II-?-NMLZ
kulhhuam	1	?
meikulh	1	?
nauta	1	2SG-?
manphapen	1	?
lehsuh	1	?-PL
khipsak	1	?
siampipih	1	be.skilled-?
lungdampihna	1	rejoice-?-NMLZ
khanglosak	1	generation-?
meivaktui	1	?
meivakkhau	1	?
tunzo	1	?
luankhiatna	1	head-?-NMLZ
kisiakmang	1	?
kisiakkhia	1	?
kidomto	1	?
hensuk	1	?
siinkik	1	?
leenpihto	1	?
sakolleeng	1	cause-?
sakolleengte	1	cause-?-PL
huihleeng	1	?
tangtanglai	1	?
regemmelek	1	?
theihngei	1	know.II-?
lamkabomte	1	?-PL
teeklua	1	?
khunin	1	?
kimawlin	1	?
phezaizai	1	?
singpua	1	?
antannate	1	3SG-?-PL
gimtuahna	1	?-NMLZ
kigizawng	1	?
thuaknasa	1	suffer-?
luangsakgawp	1	corpse-?
zulim	1	?
hehnepnate	1	?-PL
kattheih	1	1SG-?
tupi	1	?
singteng	1	?
kiphukmang	1	?
tuulak	1	?
tuusa	1	?
hauta	1	?
lungduaizo	1	feel-?
kisanek	1	?
giaugiau	1	?~RED
bantan	1	owe-?
tawcip	1	?
liamlawh	1	?
buhphual	1	?
minamdangte	1	nation-?-PL
sutlup	1	?
khuaisuahte	1	town-?-PL
hadadrimmon	1	?
nitnateng	1	day-?
kineihlai	1	?
sulin	1	?
sehthum	1	?
sehnih	1	?
vukkiat	1	?
tuicim	1	water-?
mitkua	1	eye-?
muatin	1	see.I-?
matkhak	1	grasp-?
kilaithang	1	?
kizawhgawp	1	?
khilongte	1	?-PL
vanzuak	1	go.and-?
malakhi	1	be.dry-?
cilai	1	say-?
ginalopite	1	?-PL
mittawpite	1	blind-?-PL
hoihmahin	1	be.good-?
hoihmah	1	be.good-?
kisangthei	1	?
nitsan	1	day-?
khangnolai	1	generation-?
palsatkhak	1	father-?
kangtumsakin	1	1SG-?
siacimit	1	?
kiphasakteng	1	?
citheibek	1	say-?
nizang	1	day-?
nuaisiahin	1	mother-?
lemtuahin	1	?
gaisakna	1	?-NMLZ
maksim	1	?
ngamlah	1	endure-?
samsim	1	call-?
kihilkik	1	?
