word	freq	segmented	gloss
ethnan	1	ethnan	?
koz	1	koz	?
zobebah	1	zobebah	?
harum	1	harum	?
shuhah	1	shuhah	?
bethrafa	1	bethrafa	?
rekah	1	rekah	?
tiria	1	tiria	?
jalon	1	jalon	?
bithiah	1	bithiah	?
jered	1	jered	?
jekuthiel	1	jekuthiel	?
garm	1	garm	?
shimon	1	shimon	?
rinnah	1	rinnah	?
benhanan	1	benhanan	?
tilon	1	tilon	?
zoheth	1	zoheth	?
benzoheth	1	benzoheth	?
lekah	1	lekah	?
laadah	1	laadah	?
bethashbea	1	bethashbea	?
jokim	1	jokim	?
kozeba	1	kozeba	?
hammuel	1	hammuel	?
bihah	1	bihah	?
beth	1	beth	?
markaboth	1	markaboth	?
hazarsusim	1	hazarsusim	?
bethbiri	1	bethbiri	?
meshobab	1	meshobab	?
jamlek	1	jamlek	?
joshah	1	joshah	?
joshibiah	1	joshibiah	?
jaakobah	1	jaakobah	?
jeshohaiah	1	jeshohaiah	?
jesimiel	1	jesimiel	?
shifi	1	shifi	?
shafam	1	shafam	?
janai	1	janai	?
jorai	1	jorai	?
jakan	1	jakan	?
jahdo	1	jahdo	?
jeshishai	1	jeshishai	?
jaroah	1	jaroah	?
huri	1	huri	?
nodab	1	nodab	?
jahdiel	1	jahdiel	?
hansuah	1	hansuah	?
hara	1	hara	?
jeatherai	1	jeatherai	?
zofai	1	zofai	?
haggiah	1	haggiah	?
ethni	1	ethni	?
kishi	1	kishi	?
mashal	1	mashal	?
hukok	1	hukok	?
rimmono	1	rimmono	?
jeriel	1	jeriel	?
jahmai	1	jahmai	?
zethan	1	zethan	?
jahziel	1	jahziel	?
sheresh	1	sheresh	?
rakem	1	rakem	?
bedan	1	bedan	?
hammolekheth	1	hammolekheth	?
likhi	1	likhi	?
eleadah	1	eleadah	?
elead	1	elead	?
sheerah	1	sheerah	?
uzzensheerah	1	uzzensheerah	?
refah	1	refah	?
resef	1	resef	?
birzaith	1	birzaith	?
bimhal	1	bimhal	?
rohgah	1	rohgah	?
jehubbah	1	jehubbah	?
shelesh	1	shelesh	?
harnefer	1	harnefer	?
beri	1	beri	?
hod	1	hod	?
shamma	1	shamma	?
shilshah	1	shilshah	?
beera	1	beera	?
pispa	1	pispa	?
ulla	1	ulla	?
rizia	1	rizia	?
rafa	1	rafa	?
shefufan	1	shefufan	?
heglam	1	heglam	?
shaharaim	1	shaharaim	?
hodesh	1	hodesh	?
jeuz	1	jeuz	?
shemed	1	shemed	?
elienai	1	elienai	?
beraiah	1	beraiah	?
shimrath	1	shimrath	?
shamsherai	1	shamsherai	?
shehariah	1	shehariah	?
jaareshiah	1	jaareshiah	?
zekher	1	zekher	?
tarea	1	tarea	?
rafah	1	rafah	?
eshek	1	eshek	?
makri	1	makri	?
meshilemith	1	meshilemith	?
jahzerah	1	jahzerah	?
maasai	1	maasai	?
heresh	1	heresh	?
makhishua	1	makhishua	?
tahrea	1	tahrea	?
kuankhiatpih	1	kuankhiatpih	?
thagol	1	thagol	?
shammoth	1	shammoth	?
heled	1	heled	?
hurai	1	hurai	?
gizon	1	gizon	?
hashem	1	hashem	?
shagee	1	shagee	?
elifal	1	elifal	?
mekherath	1	mekherath	?
ezbai	1	ezbai	?
shiza	1	shiza	?
uzzia	1	uzzia	?
shama	1	shama	?
tiz	1	tiz	?
mahavah	1	mahavah	?
elnaam	1	elnaam	?
jeribai	1	jeribai	?
joshaviah	1	joshaviah	?
jeziel	1	jeziel	?
eluzai	1	eluzai	?
bealiah	1	bealiah	?
joezer	1	joezer	?
makbannai	1	makbannai	?
khidon	1	khidon	?
perezuzza	1	perezuzza	?
beeliada	1	beeliada	?
kushaiah	1	kushaiah	?
jaaziel	1	jaaziel	?
jehiah	1	jehiah	?
tibhath	1	tibhath	?
shavsha	1	shavsha	?
pheklek	1	pheklek	?
sippai	1	sippai	?
haziel	1	haziel	?
seorim	1	seorim	?
huppah	1	huppah	?
jeshebeab	1	jeshebeab	?
happizzez	1	happizzez	?
jehezkel	1	jehezkel	?
beno	1	beno	?
shoham	1	shoham	?
zeri	1	zeri	?
jesharelah	1	jesharelah	?
jathniel	1	jathniel	?
peullethai	1	peullethai	?
othni	1	othni	?
refael	1	refael	?
shemakhiah	1	shemakhiah	?
tebaliah	1	tebaliah	?
shallekheth	1	shallekheth	?
kimaituah	1	kimaituah	?
dodai	1	dodai	?
shamhuth	1	shamhuth	?
ezri	1	ezri	?
shifmoth	1	shifmoth	?
shitrai	1	shitrai	?
obil	1	obil	?
jaziz	1	jaziz	?
suangpak	1	suangpak	?
lamzo	1	lamzo	?
kisuvui	1	kisuvui	?
sehnasa	1	sehnasa	?
dapin	1	dapin	?
kizalin	1	kizalin	?
kisungkhawm	1	kisungkhawm	?
hamathzobah	1	hamathzobah	?
tadmor	1	tadmor	?
tunnasa	1	tunnasa	?
kimansiang	1	kimansiang	?
utong	1	utong	?
benhail	1	benhail	?
mawklot	1	mawklot	?
galdal	1	galdal	?
lehthuk	1	lehthuk	?
jeruel	1	jeruel	?
eziongebar	1	eziongebar	?
dodavahu	1	dodavahu	?
hawhsuk	1	hawhsuk	?
elishafat	1	elishafat	?
laikhia	1	laikhia	?
shimrith	1	shimrith	?
themlen	1	themlen	?
mankhawm	1	mankhawm	?
jabneh	1	jabneh	?
sucim	1	sucim	?
gurbaal	1	gurbaal	?
jerushah	1	jerushah	?
jehizkiah	1	jehizkiah	?
hadlai	1	hadlai	?
simkikin	1	simkikin	?
gimzo	1	gimzo	?
thakhauhsakzaw	1	thakhauhsakzaw	?
gimsakzaw	1	gimsakzaw	?
ngentel	1	ngentel	?
kicingzah	1	kicingzah	?
sianthosaksa	1	sianthosaksa	?
kibuppiak	1	kibuppiak	?
mansiang	1	mansiang	?
sehkhen	1	sehkhen	?
lelun	1	lelun	?
kisangtawi	1	kisangtawi	?
joahaz	1	joahaz	?
tep	1	tep	?
hasrah	1	hasrah	?
reelaiah	1	reelaiah	?
jorah	1	jorah	?
gibbar	1	gibbar	?
magbish	1	magbish	?
siaha	1	siaha	?
lebanah	1	lebanah	?
hagabah	1	hagabah	?
hagab	1	hagab	?
shamlai	1	shamlai	?
hassofereth	1	hassofereth	?
peruda	1	peruda	?
jaalah	1	jaalah	?
habaiah	1	habaiah	?
sima	1	sima	?
kidawngin	1	kidawngin	?
kisimkhia	1	kisimkhia	?
etkik	1	etkik	?
kikantel	1	kikantel	?
kikhaktan	1	kikhaktan	?
kisemin	1	kisemin	?
kilamsa	1	kilamsa	?
hehsakkha	1	hehsakkha	?
kidawhkhiat	1	kidawhkhiat	?
zehsiang	1	zehsiang	?
josifiah	1	josifiah	?
hakkatan	1	hakkatan	?
etphat	1	etphat	?
kiseng	1	kiseng	?
vuknelhin	1	vuknelhin	?
thakpat	1	thakpat	?
dinsakkik	1	dinsakkik	?
mawhpi	1	mawhpi	?
jahzeiah	1	jahzeiah	?
ramiah	1	ramiah	?
beinaiah	1	beinaiah	?
sheal	1	sheal	?
khelal	1	khelal	?
shimeon	1	shimeon	?
jeremai	1	jeremai	?
maadai	1	maadai	?
uel	1	uel	?
bedeiah	1	bedeiah	?
kheluhi	1	kheluhi	?
jaasu	1	jaasu	?
maknadebai	1	maknadebai	?
shashai	1	shashai	?
sharai	1	sharai	?
jaddai	1	jaddai	?
makhawm	1	makhawm	?
hakaliah	1	hakaliah	?
kicimin	1	kicimin	?
kithehthangsa	1	kithehthangsa	?
teelnasa	1	teelnasa	?
siagawp	1	siagawp	?
tukawmin	1	tukawmin	?
kicimsa	1	kicimsa	?
telhsak	1	telhsak	?
hassenaah	1	hassenaah	?
besodeiah	1	besodeiah	?
melatiah	1	melatiah	?
jadon	1	jadon	?
harhaiah	1	harhaiah	?
harumaf	1	harumaf	?
hallohesh	1	hallohesh	?
bethhakkherem	1	bethhakkherem	?
uzai	1	uzai	?
dawkkhia	1	dawkkhia	?
lehtuksak	1	lehtuksak	?
kizuaksa	1	kizuaksa	?
hakkofirim	1	hakkofirim	?
kitawlnga	1	kitawlnga	?
elul	1	elul	?
hodevah	1	hodevah	?
hagaba	1	hagaba	?
shamai	1	shamai	?
sofereth	1	sofereth	?
perida	1	perida	?
jaala	1	jaala	?
telharsha	1	telharsha	?
hobaiah	1	hobaiah	?
hashbaddanah	1	hashbaddanah	?
dinsa	1	dinsa	?
bigai	1	bigai	?
beninu	1	beninu	?
magpiash	1	magpiash	?
halohesh	1	halohesh	?
piha	1	piha	?
shobek	1	shobek	?
hashabnah	1	hashabnah	?
hazaiah	1	hazaiah	?
joed	1	joed	?
gabbai	1	gabbai	?
pelaliah	1	pelaliah	?
haggedolim	1	haggedolim	?
zozabad	1	zozabad	?
gishpa	1	gishpa	?
jekabzeel	1	jekabzeel	?
mekonah	1	mekonah	?
ginnethoi	1	ginnethoi	?
maadiah	1	maadiah	?
bigah	1	bigah	?
unno	1	unno	?
meraiah	1	meraiah	?
helkai	1	helkai	?
moadiah	1	moadiah	?
bethgilgal	1	bethgilgal	?
gilalai	1	gilalai	?
maai	1	maai	?
jezrahiah	1	jezrahiah	?
kiphawkkhia	1	kiphawkkhia	?
kimeltheih	1	kimeltheih	?
taigawpin	1	taigawpin	?
mehuman	1	mehuman	?
biztha	1	biztha	?
bigtha	1	bigtha	?
zethar	1	zethar	?
shethar	1	shethar	?
meres	1	meres	?
jekoniah	1	jekoniah	?
hadassah	1	hadassah	?
kikengsak	1	kikengsak	?
shaashgaz	1	shaashgaz	?
ngenthuah	1	ngenthuah	?
tebeth	1	tebeth	?
kikanin	1	kikanin	?
kisukmang	1	kisukmang	?
kikhailup	1	kikhailup	?
simkha	1	simkha	?
nopzawk	1	nopzawk	?
ulianpen	1	ulianpen	?
tuangsa	1	tuangsa	?
kilukhuhsa	1	kilukhuhsa	?
vingveng	1	vingveng	?
lelhtak	1	lelhtak	?
beisakmang	1	beisakmang	?
phuhsak	1	phuhsak	?
kipelhkik	1	kipelhkik	?
dawhkik	1	dawhkik	?
sivan	1	sivan	?
kikhawi	1	kikhawi	?
kituangsakin	1	kituangsakin	?
kihawmin	1	kihawmin	?
poratha	1	poratha	?
leizo	1	leizo	?
kikhuatin	1	kikhuatin	?
sisuk	1	sisuk	?
khimzin	1	khimzin	?
khiim	1	khiim	?
ngeikei	1	ngeikei	?
kitawi	1	kitawi	?
kiteepsak	1	kiteepsak	?
zonzaw	1	zonzaw	?
dianggawp	1	dianggawp	?
khukzaw	1	khukzaw	?
ginghiau	1	ginghiau	?
liahtumsak	1	liahtumsak	?
duhgawhin	1	duhgawhin	?
pokhiatawm	1	pokhiatawm	?
kitawiteh	1	kitawiteh	?
da	1	da	?
phatuamsak	1	phatuamsak	?
kigawigawi	1	kigawigawi	?
gimluat	1	gimluat	?
laiphai	1	laiphai	?
kivialgawp	1	kivialgawp	?
suangtawphah	1	suangtawphah	?
tuncipsak	1	tuncipsak	?
kimaitaisak	1	kimaitaisak	?
sulzuihin	1	sulzuihin	?
lehsuksiat	1	lehsuksiat	?
dengvui	1	dengvui	?
gimtheih	1	gimtheih	?
laisun	1	laisun	?
melh	1	melh	?
kisazaw	1	kisazaw	?
vutkhu	1	vutkhu	?
singmuat	1	singmuat	?
hanhanin	1	hanhanin	?
zomzomsak	1	zomzomsak	?
singkungno	1	singkungno	?
langsakta	1	langsakta	?
lahsan	1	lahsan	?
sisakmang	1	sisakmang	?
gawisanin	1	gawisanin	?
daicipsak	1	daicipsak	?
lehzuih	1	lehzuih	?
kuangkik	1	kuangkik	?
khetulin	1	khetulin	?
kigaihin	1	kigaihin	?
sogawp	1	sogawp	?
melmawl	1	melmawl	?
dihdiahin	1	dihdiahin	?
lop	1	lop	?
phelzawh	1	phelzawh	?
khinsim	1	khinsim	?
zongtawm	1	zongtawm	?
gilkialpi	1	gilkialpi	?
kikuan	1	kikuan	?
kisattan	1	kisattan	?
thazawngkhal	1	thazawngkhal	?
pulakkhia	1	pulakkhia	?
meiilom	1	meiilom	?
dinden	1	dinden	?
hemlam	1	hemlam	?
leenkhiamang	1	leenkhiamang	?
huantui	1	huantui	?
kiveisuk	1	kiveisuk	?
kiveito	1	kiveito	?
kiphumcip	1	kiphumcip	?
sehtheih	1	sehtheih	?
leizawh	1	leizawh	?
hemzak	1	hemzak	?
gawpmang	1	gawpmang	?
dimdem	1	dimdem	?
otkhai	1	otkhai	?
kilomin	1	kilomin	?
sucipsuk	1	sucipsuk	?
thengta	1	thengta	?
heekcip	1	heekcip	?
leensak	1	leensak	?
sehkholhin	1	sehkholhin	?
sinkhamin	1	sinkhamin	?
dulhkhia	1	dulhkhia	?
tawikhai	1	tawikhai	?
kilongkhia	1	kilongkhia	?
kidiksakin	1	kidiksakin	?
kolbulh	1	kolbulh	?
heisakkik	1	heisakkik	?
kipialsak	1	kipialsak	?
phatzaw	1	phatzaw	?
lamdangpipi	1	lamdangpipi	?
henkop	1	henkop	?
zualsak	1	zualsak	?
khihzo	1	khihzo	?
phitsak	1	phitsak	?
leenin	1	leenin	?
gingzo	1	gingzo	?
bulhzo	1	bulhzo	?
mawlpihzo	1	mawlpihzo	?
deek	1	deek	?
phensak	1	phensak	?
kithuapsuk	1	kithuapsuk	?
kithuapcip	1	kithuapcip	?
phawksakzo	1	phawksakzo	?
kiden	1	kiden	?
pheuphau	1	pheuphau	?
lamdanglua	1	lamdanglua	?
limpiak	1	limpiak	?
jemimah	1	jemimah	?
hehluat	1	hehluat	?
galsap	1	galsap	?
gawlgui	1	gawlgui	?
sialpai	1	sialpai	?
thasaan	1	thasaan	?
phuisamin	1	phuisamin	?
kihawkkhia	1	kihawkkhia	?
kipumpei	1	kipumpei	?
meiivom	1	meiivom	?
sunletgawp	1	sunletgawp	?
pulaklak	1	pulaklak	?
kinawmsawmin	1	kinawmsawmin	?
guaksuak	1	guaksuak	?
kihbawl	1	kihbawl	?
galhat	1	galhat	?
leizang	1	leizang	?
hangsakin	1	hangsakin	?
donkik	1	donkik	?
heekgawp	1	heekgawp	?
kiselcipsak	1	kiselcipsak	?
kingensak	1	kingensak	?
dakkhia	1	dakkhia	?
kisuktat	1	kisuktat	?
teitangzang	1	teitangzang	?
kigimtawm	1	kigimtawm	?
kidawkkhia	1	kidawkkhia	?
kimawkphat	1	kimawkphat	?
kibulhtawm	1	kibulhtawm	?
kisuncip	1	kisuncip	?
kilungsosak	1	kilungsosak	?
lokung	1	lokung	?
suniam	1	suniam	?
kipden	1	kipden	?
kimaizumsak	1	kimaizumsak	?
lono	1	lono	?
lohkikzo	1	lohkikzo	?
kikemcing	1	kikemcing	?
tuumzo	1	tuumzo	?
kikunsak	1	kikunsak	?
kibokcipsak	1	kibokcipsak	?
kinengcip	1	kinengcip	?
kidang	1	kidang	?
kisehzah	1	kisehzah	?
ngiungeu	1	ngiungeu	?
kihuauhuau	1	kihuauhuau	?
buluah	1	buluah	?
kithuahpih	1	kithuahpih	?
taktakpa	1	taktakpa	?
phuhkip	1	phuhkip	?
zelh	1	zelh	?
kiimvelin	1	kiimvelin	?
kitelsiang	1	kitelsiang	?
tawmzo	1	tawmzo	?
kitankhiazo	1	kitankhiazo	?
tuaksuksuak	1	tuaksuksuak	?
ngozaw	1	ngozaw	?
kilamdangsak	1	kilamdangsak	?
lawnkhiasuk	1	lawnkhiasuk	?
tawnun	1	tawnun	?
leek	1	leek	?
ngeingeisa	1	ngeingeisa	?
kihubing	1	kihubing	?
gahkhia	1	gahkhia	?
pumtuam	1	pumtuam	?
lehsuak	1	lehsuak	?
kuavang	1	kuavang	?
liamsaksa	1	liamsaksa	?
kiphiatsak	1	kiphiatsak	?
kibuaigawp	1	kibuaigawp	?
kizahhuaisak	1	kizahhuaisak	?
sucipgawp	1	sucipgawp	?
mema	1	mema	?
kisuipuk	1	kisuipuk	?
densa	1	densa	?
heipi	1	heipi	?
kisutkhia	1	kisutkhia	?
geelgeelin	1	geelgeelin	?
langkhiasak	1	langkhiasak	?
kising	1	kising	?
phatkhem	1	phatkhem	?
petthei	1	petthei	?
susiathei	1	susiathei	?
hehgawp	1	hehgawp	?
lawhtheih	1	lawhtheih	?
daigawl	1	daigawl	?
suvang	1	suvang	?
phuangin	1	phuangin	?
kizogawp	1	kizogawp	?
zeba	1	zeba	?
kuamkeu	1	kuamkeu	?
helhawt	1	helhawt	?
sidek	1	sidek	?
liansakzo	1	liansakzo	?
galpanmun	1	galpanmun	?
nokik	1	nokik	?
kipsa	1	kipsa	?
lamkhial	1	lamkhial	?
kiciangtansa	1	kiciangtansa	?
thohonpi	1	thohonpi	?
duhluat	1	duhluat	?
kilawnto	1	kilawnto	?
dawhin	1	dawhin	?
kituamcip	1	kituamcip	?
daikik	1	daikik	?
kisawn	1	kisawn	?
kicinga	1	kicinga	?
tuksakzo	1	tuksakzo	?
kibottat	1	kibottat	?
kuih	1	kuih	?
kinungkiksak	1	kinungkiksak	?
jaar	1	jaar	?
taaksuk	1	taaksuk	?
phatnophuai	1	phatnophuai	?
vuasak	1	vuasak	?
kisitin	1	kisitin	?
kiphatphat	1	kiphatphat	?
kinilkhia	1	kinilkhia	?
vukpak	1	vukpak	?
githa	1	githa	?
peigawpin	1	peigawpin	?
okin	1	okin	?
liuliau	1	liuliau	?
kinehkha	1	kinehkha	?
gawngin	1	gawngin	?
guhguak	1	guhguak	?
mawhkha	1	mawhkha	?
lohzawh	1	lohzawh	?
mengme	1	mengme	?
kilohsak	1	kilohsak	?
kisusiatawm	1	kisusiatawm	?
hehzawk	1	hehzawk	?
petmah	1	petmah	?
phahzo	1	phahzo	?
kikawmin	1	kikawmin	?
dian	1	dian	?
telnop	1	telnop	?
dawnsim	1	dawnsim	?
limdiak	1	limdiak	?
siipsak	1	siipsak	?
tuahphat	1	tuahphat	?
vokpi	1	vokpi	?
leinop	1	leinop	?
kiphatin	1	kiphatin	?
leikhal	1	leikhal	?
langsakpah	1	langsakpah	?
pholaklak	1	pholaklak	?
kihausak	1	kihausak	?
kizawngsak	1	kizawngsak	?
tankhiazo	1	tankhiazo	?
kihau	1	kihau	?
kigualnop	1	kigualnop	?
belhtheih	1	belhtheih	?
kitawngtawng	1	kitawngtawng	?
kitunzo	1	kitunzo	?
phelkhiatsak	1	phelkhiatsak	?
kihhuaisa	1	kihhuaisa	?
mawhmai	1	mawhmai	?
lawma	1	lawma	?
kimudahsak	1	kimudahsak	?
mohkeu	1	mohkeu	?
bunzaw	1	bunzaw	?
lipi	1	lipi	?
guhtui	1	guhtui	?
teepkang	1	teepkang	?
kihupsuk	1	kihupsuk	?
hotkhiatkik	1	hotkhiatkik	?
haikhak	1	haikhak	?
kinungsik	1	kinungsik	?
lopthop	1	lopthop	?
lehthuak	1	lehthuak	?
kisiahin	1	kisiahin	?
kidawh	1	kidawh	?
kizawnlawh	1	kizawnlawh	?
kihauhlawh	1	kihauhlawh	?
hehbaih	1	hehbaih	?
lohsakzo	1	lohsakzo	?
kidawhkhiatsak	1	kidawhkhiatsak	?
duhgawhkha	1	duhgawhkha	?
kithuahkha	1	kithuahkha	?
lamdangdang	1	lamdangdang	?
vuak	1	vuak	?
kithallot	1	kithallot	?
kipawlkha	1	kipawlkha	?
phungcian	1	phungcian	?
teikhiat	1	teikhiat	?
tukha	1	tukha	?
khei	1	khei	?
haitat	1	haitat	?
kisapa	1	kisapa	?
dawngthei	1	dawngthei	?
simtat	1	simtat	?
lehkiat	1	lehkiat	?
dengkha	1	dengkha	?
lehden	1	lehden	?
sialh	1	sialh	?
limsa	1	limsa	?
daangkoih	1	daangkoih	?
kimangzaw	1	kimangzaw	?
halungvei	1	halungvei	?
lawnmang	1	lawnmang	?
kikhahkhong	1	kikhahkhong	?
jakeh	1	jakeh	?
lomcip	1	lomcip	?
tuncip	1	tuncip	?
guksakin	1	guksakin	?
taciing	1	taciing	?
khelkhiat	1	khelkhiat	?
tupsak	1	tupsak	?
ngenngenin	1	ngenngenin	?
singtenin	1	singtenin	?
thalawp	1	thalawp	?
kheekin	1	kheekin	?
gantawm	1	gantawm	?
guanzo	1	guanzo	?
khuitawm	1	khuitawm	?
kisemsa	1	kisemsa	?
kimamsak	1	kimamsak	?
lasiam	1	lasiam	?
zepin	1	zepin	?
phawkkhiat	1	phawkkhiat	?
nopsaklawh	1	nopsaklawh	?
mamsakkik	1	mamsakkik	?
tepcip	1	tepcip	?
phiatthei	1	phiatthei	?
lawhtak	1	lawhtak	?
taihat	1	taihat	?
mawlnapi	1	mawlnapi	?
khimthei	1	khimthei	?
tamluat	1	tamluat	?
zusuk	1	zusuk	?
kilunggimsak	1	kilunggimsak	?
phawnzawh	1	phawnzawh	?
gawtbawl	1	gawtbawl	?
duangvul	1	duangvul	?
giau	1	giau	?
kisawpsiang	1	kisawpsiang	?
tangzang	1	tangzang	?
kuai	1	kuai	?
daingo	1	daingo	?
kil	1	kil	?
etlawmin	1	etlawmin	?
duang	1	duang	?
singseng	1	singseng	?
kiukeu	1	kiukeu	?
takhawm	1	takhawm	?
kilensa	1	kilensa	?
kisal	1	kisal	?
kinomsak	1	kinomsak	?
kikumkhawm	1	kikumkhawm	?
kibeimangsak	1	kibeimangsak	?
kipukin	1	kipukin	?
doksa	1	doksa	?
kivom	1	kivom	?
tucip	1	tucip	?
bulsel	1	bulsel	?
kiciamtehsa	1	kiciamtehsa	?
kinemang	1	kinemang	?
eka	1	eka	?
phelpi	1	phelpi	?
taiteh	1	taiteh	?
ngongsak	1	ngongsak	?
kihalkik	1	kihalkik	?
shearjashub	1	shearjashub	?
tumbang	1	tumbang	?
tupeek	1	tupeek	?
jeberekhiah	1	jeberekhiah	?
shiloah	1	shiloah	?
hamsiatin	1	hamsiatin	?
lomtangin	1	lomtangin	?
bumek	1	bumek	?
singat	1	singat	?
rama	1	rama	?
laisah	1	laisah	?
madmenah	1	madmenah	?
gebim	1	gebim	?
gialbem	1	gialbem	?
kiluhin	1	kiluhin	?
teelkik	1	teelkik	?
lehmat	1	lehmat	?
pukta	1	pukta	?
kipusuak	1	kipusuak	?
kiphukpai	1	kiphukpai	?
dedu	1	dedu	?
suanghawmpi	1	suanghawmpi	?
phiatzo	1	phiatzo	?
kimettol	1	kimettol	?
kimetmai	1	kimetmai	?
eglaim	1	eglaim	?
beerelim	1	beerelim	?
phawkkhak	1	phawkkhak	?
kilaakin	1	kilaakin	?
pehin	1	pehin	?
lokha	1	lokha	?
kimut	1	kimut	?
silsel	1	silsel	?
heuhkhia	1	heuhkhia	?
phelkhap	1	phelkhap	?
kikihta	1	kikihta	?
kiamin	1	kiamin	?
kolh	1	kolh	?
biakhawm	1	biakhawm	?
kheguakin	1	kheguakin	?
tawbo	1	tawbo	?
dawksa	1	dawksa	?
sutzo	1	sutzo	?
kuncipin	1	kuncipin	?
sidaangsak	1	sidaangsak	?
phatakin	1	phatakin	?
kicilsa	1	kicilsa	?
kiseepsa	1	kiseepsa	?
phungpi	1	phungpi	?
kibom	1	kibom	?
kikholcip	1	kikholcip	?
huiheek	1	huiheek	?
kihawmsuak	1	kihawmsuak	?
bengtumsuk	1	bengtumsuk	?
hutsak	1	hutsak	?
kiheekheek	1	kiheekheek	?
nosakkik	1	nosakkik	?
kikualvial	1	kikualvial	?
dawnkhia	1	dawnkhia	?
kithukkim	1	kithukkim	?
kitaisanin	1	kitaisanin	?
tukmangkhin	1	tukmangkhin	?
etsa	1	etsa	?
dengkhia	1	dengkhia	?
perazim	1	perazim	?
gualgualin	1	gualgualin	?
hui	1	hui	?
kihualsak	1	kihualsak	?
kitamvuisak	1	kitamvuisak	?
leithuk	1	leithuk	?
leivuineel	1	leivuineel	?
kimittawsak	1	kimittawsak	?
tumdang	1	tumdang	?
hanes	1	hanes	?
lamzin	1	lamzin	?
kidengkham	1	kidengkham	?
kiluan	1	kiluan	?
kitoksa	1	kitoksa	?
taangzah	1	taangzah	?
kizasakin	1	kizasakin	?
vikin	1	vikin	?
tangguakun	1	tangguakun	?
kolhsiang	1	kolhsiang	?
kipeksatin	1	kipeksatin	?
lohun	1	lohun	?
kidokkhia	1	kidokkhia	?
kihot	1	kihot	?
kihawmkeek	1	kihawmkeek	?
laho	1	laho	?
kikuaitansa	1	kikuaitansa	?
notzo	1	notzo	?
kisuaktasak	1	kisuaktasak	?
kihial	1	kihial	?
kitamkim	1	kitamkim	?
suanghum	1	suanghum	?
kizalhtam	1	kizalhtam	?
ngeklai	1	ngeklai	?
phelkhai	1	phelkhai	?
lenkhiatpih	1	lenkhiatpih	?
kithuaksakin	1	kithuaksakin	?
suvui	1	suvui	?
etsathuai	1	etsathuai	?
dop	1	dop	?
kikhamcipin	1	kikhamcipin	?
sutgawppa	1	sutgawppa	?
kinophuah	1	kinophuah	?
thangko	1	thangko	?
kilausak	1	kilausak	?
simthama	1	simthama	?
buasuk	1	buasuk	?
pokhiat	1	pokhiat	?
pokhiato	1	pokhiato	?
kilehdo	1	kilehdo	?
mamsak	1	mamsak	?
kihontawm	1	kihontawm	?
lamkaih	1	lamkaih	?
mangngilhkha	1	mangngilhkha	?
kipaikhiasak	1	kipaikhiasak	?
eu	1	eu	?
pehtum	1	pehtum	?
sunpa	1	sunpa	?
kimancip	1	kimancip	?
hehnemta	1	hehnemta	?
kinawhsa	1	kinawhsa	?
eimau	1	eimau	?
kizalsak	1	kizalsak	?
kinlo	1	kinlo	?
suangvui	1	suangvui	?
suangsan	1	suangsan	?
mengin	1	mengin	?
kikaikhawmsa	1	kikaikhawmsa	?
phen	1	phen	?
seemkhia	1	seemkhia	?
dongkhak	1	dongkhak	?
thakhauhsakkik	1	thakhauhsakkik	?
maugua	1	maugua	?
phalvaktung	1	phalvaktung	?
motpau	1	motpau	?
suntang	1	suntang	?
taanzo	1	taanzo	?
kunsa	1	kunsa	?
ngekpen	1	ngekpen	?
guallelhsak	1	guallelhsak	?
kisiamaisa	1	kisiamaisa	?
meengsakin	1	meengsakin	?
kizongkhia	1	kizongkhia	?
kithehgawp	1	kithehgawp	?
mehtui	1	mehtui	?
bom	1	bom	?
meni	1	meni	?
ngeksih	1	ngeksih	?
sosuk	1	sosuk	?
mawhsaklai	1	mawhsaklai	?
vung	1	vung	?
kiteelteel	1	kiteelteel	?
kikangsak	1	kikangsak	?
nopci	1	nopci	?
kuankhiazo	1	kuankhiazo	?
kikekgawp	1	kikekgawp	?
liatluat	1	liatluat	?
husam	1	husam	?
petgawp	1	petgawp	?
heuhkhiatsak	1	heuhkhiatsak	?
kiheisan	1	kiheisan	?
tukguah	1	tukguah	?
dektakta	1	dektakta	?
bing	1	bing	?
piteek	1	piteek	?
kizap	1	kizap	?
kizapzap	1	kizapzap	?
kicici	1	kicici	?
kiphokhia	1	kiphokhia	?
kikhim	1	kikhim	?
tawllua	1	tawllua	?
suangtui	1	suangtui	?
taimangta	1	taimangta	?
gutui	1	gutui	?
kinawhsak	1	kinawhsak	?
kilh	1	kilh	?
seksa	1	seksa	?
ufaz	1	ufaz	?
gat	1	gat	?
geeltheih	1	geeltheih	?
gahphat	1	gahphat	?
phuktan	1	phuktan	?
dongnuam	1	dongnuam	?
gimsakzo	1	gimsakzo	?
tuatcilsak	1	tuatcilsak	?
ngotgawp	1	ngotgawp	?
zubeel	1	zubeel	?
kiphusak	1	kiphusak	?
lainat	1	lainat	?
kihawkgawp	1	kihawkgawp	?
zongsang	1	zongsang	?
buhvai	1	buhvai	?
hakzo	1	hakzo	?
kideek	1	kideek	?
sisakzaw	1	sisakzaw	?
lambaangin	1	lambaangin	?
tamsakzaw	1	tamsakzaw	?
sunkimlai	1	sunkimlai	?
tuahsakmang	1	tuahsakmang	?
tangkai	1	tangkai	?
kuiliam	1	kuiliam	?
tuahmangsak	1	tuahmangsak	?
opsim	1	opsim	?
lehngatsan	1	lehngatsan	?
phatpa	1	phatpa	?
kiphelhzo	1	kiphelhzo	?
