surface_form	normalized_form	lemma	segmentation	gloss	pos	frequency	first_verse	sample_verses	is_ambiguous	status
Menzipa	menzipa	Menzipa	Menzipa	MENZIPA	PROP	1	44024002	44024002	0	auto
(Komau	(komau	komau	Komau'	thus.POSS	N	1	44024006	44024006	0	auto
omkhitna	omkhitna	om	om-khit-na	exist-SEQ-NMLZ	V	1	44024010	44024010	0	auto
pheltheih	pheltheih	phel	phel-theih	clear-ABIL	V	1	44024010	44024010	0	auto
pulaknop	pulaknop	pulak	pulak-nop	declare-want	N	1	44024014	44024014	0	auto
hialbawl	hialbawl	hial	hial-bawl	visit-make	V	1	44024022	44024022	0	auto
Drusilla	drusilla	Drusilla	Drusilla	DRUSILLA	PROP	1	44024024	44024024	0	auto
samkhiasak	samkhiasak	sam	sam-khia-sak	call-exit-CAUS	V	1	44024024	44024024	0	auto
tohtoh	tohtoh	toh~toh	toh~toh	stand~REDUP	UNK	1	44024025	44024025	0	auto
ngaihsunkawm	ngaihsunkawm	ngaihsun	ngaihsun-kawm	think-edge	V	1	44024026	44024026	0	auto
Porsias	porsias	Porsias	Porsias	PORSIAS	PROP	1	44024027	44024027	0	auto
mawhzonnate	mawhzonnate	mawh	mawh-zon-na-te	guilt-strive-NMLZ-PL	V	1	44025011	44025011	0	auto
“Feliks	“feliks	feliks	Feliks	FELIKS	UNK	1	44025014	44025014	0	auto
kankhiatna	kankhiatna	nkhiat	ka-nkhiat-na	1SG-set.forward-NMLZ	V	1	44025020	44025020	0	auto
kikan	kikan	kan	ki-kan	REFL-stay	UNK	1	44025026	44025026	0	auto
sempah	sempah	sem	sem-pah	serve-NEG.ABIL	V	1	44026010	44026010	0	auto
upnate	upnate	upna	upna-te	belief-PL	N	1	44026011	44026011	0	auto
hawlte	hawlte	hawlte	hawlte'	drive-PL.POSS	UNK	1	44026014	44026014	0	auto
ciangzum	ciangzum	ciang	ciang-zum	become-bow	UNK	1	44026014	44026014	0	auto
nazaw	nazaw	zaw	na-zaw	2SG-leap	V	1	44026014	44026014	0	auto
sinnateng	sinnateng	sin	sin-na-teng	trust-NMLZ-upright	N	1	44026024	44026024	0	auto
“Menzi	“menzi	menzi	Menzi	MENZI	UNK	1	44026025	44026025	0	auto
munsimtham	munsimtham	mun	mun-sim-tham	place-think-new	V	1	44026026	44026026	0	auto
suaksakzo	suaksakzo	suak	suak-sakzo	become-CAUS.COMPL	V	1	44026028	44026028	0	auto
hunsau	hunsau	hun	hun-sau	time-long	N	1	44026029	44026029	0	auto
batkim	batkim	bat	bat-kim	bind-fully	V	1	44026029	44026029	0	auto
menzi	menzi	men	men-zi	office-hold	N	1	44026030	44026030	0	auto
Julias	julias	julias	Julias'	JULIAS.POSS	UNK	1	44027001	44027001	0	auto
Adramittium	adramittium	Adramittium	Adramittium	ADRAMITTIUM	PROP	1	44027002	44027002	0	auto
Julias	julias	Julias	Julias	JULIAS	PROP	1	44027003	44027003	0	auto
Lysia	lysia	Lysia	Lysia	LYSIA	PROP	1	44027005	44027005	0	auto
Myra	myra	Myra	Myra	MYRA	PROP	1	44027005	44027005	0	auto
Nidas	nidas	Nidas	Nidas	NIDAS	PROP	1	44027007	44027007	0	auto
paisuaknop	paisuaknop	pai	pai-suak-nop	go-become-like	V	1	44027007	44027007	0	auto
kiphuzo	kiphuzo	phu	ki-phu-zo	REFL-carry-able	UNK	1	44027007	44027007	0	auto
sukpai	sukpai	suk	suk-pai	cause.become-go	V	1	44027007	44027007	0	auto
Salmone	salmone	Salmone	Salmone	SALMONE	PROP	1	44027007	44027007	0	auto
leidawk	leidawk	lei	lei-dawk	earth-dig	UNK	1	44027007	44027007	0	auto
cintenin	cintenin	cin	cin-ten-in	ripen-above-ERG	N	1	44027008	44027008	0	auto
Lasia	lasia	Lasia	Lasia	LASIA	PROP	1	44027008	44027008	0	auto
khengkhin	khengkhin	kheng	kheng-khin	lean-finish	V	1	44027009	44027009	0	auto
umzaw	umzaw	um	um-zaw	believe-MORE	V	1	44027011	44027011	0	auto
Foenik	foenik	Foenik	Foenik	FOENIK	PROP	1	44027012	44027012	0	auto
hiauhiau	hiauhiau	hiau~hiau	hiau~hiau	gently~REDUP	UNK	1	44027013	44027013	0	auto
kineh	kineh	kin	kin-eh	god-cleave	N	1	44027013	44027013	0	auto
nehkawmin	nehkawmin	ne	neh-kawm-in	eat.II-edge-ERG	V	1	44027013	44027013	0	auto
Huihpi,”	huihpi,”	huihpi	Huihpi	HUIHPI	UNK	1	44027014	44027014	0	auto
mutgawpsak	mutgawpsak	mutgawp	mutgawp-sak	drive.back-CAUS	V	1	44027015	44027015	0	auto
Kauda	kauda	Kauda	Kauda	KAUDA	PROP	1	44027016	44027016	0	auto
kikhihkhawm	kikhihkhawm	khih	ki-khih-khawm	bind-together	V	1	44027016	44027016	0	auto
kitapkhak	kitapkhak	kitap	kitap-khak	anguish-RES	N	1	44027017	44027017	0	auto
cihna-in	cihna-in	ci	cih-na-in	say.NOM-NMLZ-ERG	V	1	44027017	44027017	0	auto
puanzaak	puanzaak	puan	puan-zaak	cloth-spread	N	1	44027017	44027017	0	auto
vanzatte	vanzatte	vanzat	vanzat-te	rigging-PL	N	1	44027019	44027019	0	auto
khualzinpihte	khualzinpihte	khualzin	khualzin-pih-te	journey-APPL-PL	N	1	44027024	44027024	0	auto
kinaita	kinaita	naita	ki-naita	REFL-near	N	1	44027027	44027027	0	auto
khawlsakna	khawlsakna	khawl	khawl-sak-na	rest-CAUS-NMLZ	V	1	44027029	44027029	0	auto
Malta	malta	Malta	Malta	MALTA	PROP	1	44028001	44028001	0	auto
Guahzu-in	guahzu-in	guah	guah-zu-in	rain-wine-ERG	N	1	44028002	44028002	0	auto
meipi	meipi	meipi	meipi	fire	V	1	44028003	44028003	0	auto
kivial	kivial	vial	ki-vial	REFL-encircle	V	1	44028004	44028004	0	auto
bawkgawp	bawkgawp	bawk	bawk-gawp	mule-INTENS	N	1	44028006	44028006	0	auto
gilsan	gilsan	gil	gil-san	stomach-at	UNK	1	44028008	44028008	0	auto
lupna-ah	lupna-ah	lupna	lupna-ah	bed-LOC	N	1	44028008	44028008	0	auto
tuankik	tuankik	tuan	tuan-kik	neither-ITER	UNK	1	44028010	44028010	0	auto
Nih,”	nih,”	nih	Nih	two	FUNC	1	44028011	44028011	0	auto
Sirakus	sirakus	Sirakus	Sirakus	SIRAKUS	PROP	1	44028012	44028012	0	auto
Regium	regium	Regium	Regium	REGIUM	PROP	1	44028013	44028013	0	auto
Puteoli	puteoli	Puteoli	Puteoli	PUTEOLI	PROP	1	44028013	44028013	0	auto
“Appias	“appias	appias	Appias	APPIAS	UNK	1	44028015	44028015	0	auto
Sumbuk,”	sumbuk,”	sumbuk	Sumbuk	SUMBUK	UNK	1	44028015	44028015	0	auto
“Ansai	“ansai	ansai	Ansai	ANSAI	UNK	1	44028015	44028015	0	auto
Thumna,”	thumna,”	thumna	Thumna	THUMNA	UNK	1	44028015	44028015	0	auto
ututna-ah	ututna-ah	ut	ut-ut-na-ah	will-will-NMLZ-LOC	V	1	44028016	44028016	0	auto
taikhak	taikhak	tai	tai-khak	rebuke-RES	V	1	44028016	44028016	0	auto
ngaihngaih	ngaihngaih	ngaih~ngaih	ngaih~ngaih	love~REDUP	UNK	1	44028024	44028024	0	auto
mitsicip	mitsicip	mit	mit-si-cip	eye-die-tightly	N	1	44028024	44028024	0	auto
saptawm	saptawm	sap	sap-tawm	call-DIMIN	V	1	44028030	44028030	0	auto
thawhsakkikna	thawhsakkikna	thawh	thawh-sak-kik-na	arise-CAUS-ITER-NMLZ	V	1	45001004	45001004	0	auto
hailua	hailua	hai	hai-lua	pluck-exceed	N	1	45001024	45001024	0	auto
mahmahpi-in	mahmahpi-in	mah	mah-mah-pi-in	EMPH-EMPH-INTENS-ERG	FUNC	1	45001024	45001024	0	auto
numeipihte	numeipihte	numei	numei-pih-te	woman-APPL-PL	N	1	45001026	45001026	0	auto
kisiatsak	kisiatsak	siatsak	ki-siatsak	REFL-destroy	V	1	45001029	45001029	0	auto
sialam	sialam	sia	sia-lam	evil-way	N	1	45001029	45001029	0	auto
ciampelna	ciampelna	ciam	ciam-pel-na	promise-break-NMLZ	V	1	45001031	45001031	0	auto
kuakua	kuakua	kua~kua	kua~kua	ask~REDUP	UNK	1	45002001	45002001	0	auto
ngaihsutkha	ngaihsutkha	ngai	ngaih-sut-kha	think-moon	V	1	45002004	45002004	0	auto
Pahtakna	pahtakna	Pahtakna	Pahtakna	PAHTAKNA	PROP	1	45002007	45002007	0	auto
kiphellah	kiphellah	phel	ki-phel-lah	REFL-clear-far	V	1	45003004	45003004	0	auto
kilangsakin	kilangsakin	kilang	kilang-sakin	height-CAUS.ERG	N	1	45003007	45003007	0	auto
piakkhongin	piakkhongin	pia	piak-khong-in	give-hole-ERG	V	1	45004004	45004004	0	auto
kingaihsutsak	kingaihsutsak	ngaihsut	ki-ngaihsut-sak	REFL-think-CAUS	V	1	45004004	45004004	0	auto
midikin	midikin	mi	mi-dik-in	righteous-ERG	N	1	45004006	45004006	0	auto
ciamtehsak	ciamtehsak	ciam	ciam-teh-sak	promise-measure-CAUS	V	1	45004008	45004008	0	auto
ki-atte	ki-atte	at	ki-at-te	REFL-burn-PL	V	1	45004009	45004009	0	auto
kinung-at	kinung-at	nung	ki-nung-at	REFL-follow-after	V	1	45004011	45004011	0	auto
ciinna	ciinna	cii	cii-na	sting-NMLZ	N	1	45004019	45004019	0	auto
kisang,”	kisang,”	sang	ki-sang	REFL-high	N	1	45004023	45004023	0	auto
kilangneih	kilangneih	kilang	kilang-neih	height-have	N	1	45005010	45005010	0	auto
“Mawh	“mawh	mawh	mawh	sin	V	1	45005016	45005016	0	auto
“Dik	“dik	dik	dik	small	N	1	45005016	45005016	0	auto
mihoih-a	mihoih-a	mihoih	mihoih-a	righteous-LOC	N	1	45005017	45005017	0	auto
liattheih	liattheih	liat	liat-theih	great-ABIL	N	1	45006001	45006001	0	auto
sikhawmin	sikhawmin	sik	sik-hawm-in	repent-join-CVB	N	1	45006005	45006005	0	auto
thawhkikna-ah	thawhkikna-ah	thawh	thawh-kik-na-ah	rise-again-NMLZ-LOC	N	1	45006005	45006005	0	auto
neihnateng	neihnateng	nei	neih-na-teng	have-NMLZ-all	V	1	45006006	45006006	0	auto
luiteng	luiteng	lui	lui-teng	river-all	V	1	45006006	45006006	0	auto
thuhoihte	thuhoihte	thuhoihte	thuhoihte'	good.news-PL.POSS	UNK	1	45006014	45006014	0	auto
thumangin	thumangin	thu	thu-mang-in	word-dream-ERG	N	1	45006016	45006016	0	auto
Mawhna	mawhna	mawhna	Mawhna'	sin.POSS	N	1	45006018	45006018	0	auto
mawhnopnate	mawhnopnate	mawh	mawh-nop-na-te	sin-want-NMLZ-PL	V	1	45007005	45007005	0	auto
thakah	thakah	thak	thak-ah	new-LOC	V	1	45007006	45007006	0	auto
“Hazatna	“hazatna	hazatna	Hazatna	HAZATNA	UNK	1	45007007	45007007	0	auto
nuamtaksa	nuamtaksa	nuam	nuam-tak-sa	want-true-CAUS	V	1	45007011	45007011	0	auto
kilangzaw	kilangzaw	kilang	kilang-zaw	height-MORE	N	1	45007013	45007013	0	auto
hihnopteng	hihnopteng	hi	hih-nop-teng	be.II-willing-until	V	1	45007015	45007015	0	auto
tengkeek	tengkeek	teng	teng-keek	dwell-tear	V	1	45007015	45007015	0	auto
gamtatnopna	gamtatnopna	gamtat	gamtat-nop-na	kingdom-willing-NMLZ	V	1	45007018	45007018	0	auto
gamtatnop	gamtatnop	gam	gam-tat-nop	kingdom-want	N	1	45007019	45007019	0	auto
taktakah	taktakah	taktak	taktak-ah	surely-LOC	UNK	1	45007022	45007022	0	auto
kipawlsak	kipawlsak	pawl	ki-pawl-sak	fellowship-CAUS	N	1	45008002	45008002	0	auto
khenna-in	khenna-in	khen	khen-na-in	divide-NMLZ-ERG	V	1	45008003	45008003	0	auto
Thukham	thukham	thukham	Thukham'	law.POSS	N	1	45008004	45008004	0	auto
kipawlkhin	kipawlkhin	pawl	ki-pawl-khin	fellowship-COMPL	N	1	45008010	45008010	0	auto
kiphamawh	kiphamawh	phamawh	ki-phamawh	REFL-necessary	N	1	45008012	45008012	0	auto
muattheih	muattheih	mu	mu-at-theih	see.I-cut-ABIL	V	1	45008021	45008021	0	auto
maleep	maleep	ma	ma-leep	EMPH-quick	UNK	1	45008023	45008023	0	auto
tate-in	tate-in	ta	ta-te-in	child-PL-ERG	FUNC	1	45008023	45008023	0	auto
ngakkawmin	ngakkawmin	ngak	ngak-kawm-in	wait-edge-ERG	V	1	45008023	45008023	0	auto
lungduaitakin	lungduaitakin	lung	lung-duai-tak-in	heart-soft-true-ERG	V	1	45008025	45008025	0	auto
hitalehang	hitalehang	hi	hi-ta-leh-ang	this-child-and-FUT	V	1	45008026	45008026	0	auto
teelkholhsa	teelkholhsa	teel	teel-kholh-sa	choose-accompany-PAST	V	1	45008029	45008029	0	auto
guanthei	guanthei	guan	guan-thei	spirit-ABIL	N	1	45008033	45008033	0	auto
Haksatna	haksatna	Haksatna	Haksatna	HAKSATNA	PROP	1	45008035	45008035	0	auto
sihnate	sihnate	sih	sih-na-te	death-PL	V	1	45008035	45008035	0	auto
kitheihna-ah	kitheihna-ah	thei	ki-theih-na-ah	REFL-know-NMLZ-LOC	V	1	45009001	45009001	0	auto
huhnuam	huhnuam	huh	huh-nuam	blow-pleasant	V	1	45009003	45009003	0	auto
hopte	hopte	hop	hop-te	snare-PL	V	1	45009004	45009004	0	auto
biaktheihna	biaktheihna	bia	biak-theih-na	worship.II-know.II-NMLZ	V	1	45009004	45009004	0	auto
pupite	pupite	pupite	pupite'	ancestor-PL.POSS	UNK	1	45009005	45009005	0	auto
suanlekhakin	suanlekhakin	suanlekhak	suanlekhak-in	genealogy-ERG	N	1	45009007	45009007	0	auto
kizui-a	kizui-a	zui	ki-zui-a	REFL-follow-LOC	V	1	45009008	45009008	0	auto
theihma	theihma	thei	theih-ma	know-before	V	1	45009011	45009011	0	auto
zatnop	zatnop	zat	zat-nop	use-want	V	1	45009017	45009017	0	auto
paupeensak	paupeensak	pau	pau-peen-sak	word-open-CAUS	V	1	45009018	45009018	0	auto
kheelzo	kheelzo	kheel	kheel-zo	repent-COMPL	N	1	45009019	45009019	0	auto
nialngam	nialngam	nial	nial-ngam	argue-dare	V	1	45009020	45009020	0	auto
seektheih	seektheih	seek	seek-theih	sweep-ABIL	V	1	45009021	45009021	0	auto
ki-ipipna	ki-ipipna	ip	ki-ip-ip-na	REFL-strive-REDUP-NMLZ	N	1	45009022	45009022	0	auto
siitsak	siitsak	si	si-it-sak	die-love-CAUS	N	1	45009029	45009029	0	auto
“Puk	“puk	puk	Puk	PUK	UNK	1	45009032	45009032	0	auto
suang,”	suang,”	suang	suang	stone	N	1	45009032	45009032	0	auto
muktuk	muktuk	mu	muk-tuk	suck~REDUP	V	1	45009033	45009033	0	auto
deihsakin	deihsakin	deih	deih-sakin	want-CAUS.ERG	V	1	45010001	45010001	0	auto
theihtawmna	theihtawmna	thei	theih-tawm-na	know-produce-NMLZ	V	1	45010003	45010003	0	auto
khun	khun	khun	khun'	KHUN.POSS	UNK	1	45010003	45010003	0	auto
a,”	a,”	a	a	3SG	FUNC	1	45010005	45010005	0	auto
“Leinuai-ah	“leinuai-ah	leinuai	Leinuai-ah	LEINUAI-AH	N	1	45010005	45010005	0	auto
lasuk	lasuk	la	la-suk	song-push	FUNC	1	45010005	45010005	0	auto
kinuam	kinuam	nuam	ki-nuam	REFL-want	V	1	45010015	45010015	0	auto
gitnat	gitnat	git	git-nat	squeeze-pain	UNK	1	45011012	45011012	0	auto
ngahkim	ngahkim	ngah	ngah-kim	get-fully	V	1	45011012	45011012	0	auto
hoihkan	hoihkan	hoih	hoih-kan	good-grow	V	1	45011012	45011012	0	auto
entheih	entheih	en	en-theih	look-ABIL	V	1	45011014	45011014	0	auto
piangsakzo	piangsakzo	piangsak	piangsak-zo	cause.birth-COMPL	V	1	45011014	45011014	0	auto
kipehthei	kipehthei	peh	ki-peh-thei	REFL-join-ABIL	V	1	45011024	45011024	0	auto
nakliat	nakliat	nak	nak-liat	nose-power	N	1	45011033	45011033	0	auto
nakthuk	nakthuk	nak	nak-thuk	nose-deep	N	1	45011033	45011033	0	auto
kipuahphasak	kipuahphasak	pua	ki-puah-pha-sak	REFL-waste-away-CAUS	V	1	45012002	45012002	0	auto
kituakzah	kituakzah	tua	ki-tuak-zah	REFL-meet.II-INTENS	V	1	45012003	45012003	0	auto
hop	hop	hop	hop	snare	V	1	45012008	45012008	0	auto
Makaih	makaih	makaih	Makaih	leader	N	1	45012008	45012008	0	auto
ki-itnate	ki-itnate	it	ki-it-na-te	REFL-love-NMLZ-PL	V	1	45012009	45012009	0	auto
pihte	pihte	pih	pih-te	APPL-PL	UNK	1	45012013	45012013	0	auto
kikhawlthei	kikhawlthei	kikhawl	kikhawl-thei	walk.with-ABIL	V	1	45012016	45012016	0	auto
tatsiate	tatsiate	tat	tat-sia-te'	strike-evil-PL.POSS	V	1	45013003	45013003	0	auto
omnop	omnop	om	om-nop	exist-want	V	1	45013003	45013003	0	auto
kihazatnate-in	kihazatnate-in	hazat	ki-hazat-na-te-in	REFL-revel-NMLZ-PL-CVB	V	1	45013013	45013013	0	auto
kigentel	kigentel	gen	ki-gen-tel	conversation-know	V	1	45014012	45014012	0	auto
Khristianpihte	khristianpihte	khristianpihte	Khristianpihte'	KHRISTIANPIHTE.POSS	UNK	1	45014015	45014015	0	auto
lungnopmawhna	lungnopmawhna	lung	lung-nop-mawh-na	(desire)-sin	V	1	45014015	45014015	0	auto
nekledawn	nekledawn	ne	nek-ledawn	eat-drink	V	1	45014017	45014017	0	auto
pukding	pukding	puk	puk-ding	fall-FUT	V	1	45014020	45014020	0	auto
zawngkhalte	zawngkhalte	zawngkhalte	zawngkhalte'	tire.out-PL.POSS	UNK	1	45015001	45015001	0	auto
“Jessi	“jessi	jessi	Jessi'	JESSI.POSS	UNK	1	45015012	45015012	0	auto
kihilhthei	kihilhthei	kihilh	kihilh-thei	preach-ABIL	V	1	45015014	45015014	0	auto
pawlkhatte-ah	pawlkhatte-ah	pawl	pawl-khat-te-ah	some-one-PL-LOC	N	1	45015015	45015015	0	auto
telkhehna	telkhehna	telkheh	telkheh-na	remind-NMLZ	N	1	45015015	45015015	0	auto
kikopin	kikopin	kop	ki-kop-in	REFL-gather-CVB	UNK	1	45015017	45015017	0	auto
Illyrikam	illyrikam	Illyrikam	Illyrikam	ILLYRIKAM	PROP	1	45015017	45015017	0	auto
zinna	zinna	zin	zin-na	wife-NMLZ	N	1	45015017	45015017	0	auto
oltakin	oltakin	ol	ol-tak-in	ease-rest-ERG	UNK	1	45015020	45015020	0	auto
paipak	paipak	pai	pai-pak	go-NEG.ABIL	V	1	45015022	45015022	0	auto
kimuhnop	kimuhnop	mu	ki-muh-nop	REFL-see-want	V	1	45015023	45015023	0	auto
Foebe	foebe	Foebe	Foebe	FOEBE	PROP	1	45016001	45016001	0	auto
Epainetas	epainetas	Epainetas	Epainetas	EPAINETAS	PROP	1	45016005	45016005	0	auto
thongkiatpih	thongkiatpih	thong	thong-kiat-pih	deliver-APPL	N	1	45016007	45016007	0	auto
Andronikas	andronikas	Andronikas	Andronikas	ANDRONIKAS	PROP	1	45016007	45016007	0	auto
Junias	junias	Junias	Junias	JUNIAS	PROP	1	45016007	45016007	0	auto
Ampliatas	ampliatas	Ampliatas	Ampliatas	AMPLIATAS	PROP	1	45016008	45016008	0	auto
Urbanas	urbanas	Urbanas	Urbanas	URBANAS	PROP	1	45016009	45016009	0	auto
Stakhus	stakhus	Stakhus	Stakhus	STAKHUS	PROP	1	45016009	45016009	0	auto
Apelles	apelles	Apelles	Apelles	APELLES	PROP	1	45016010	45016010	0	auto
Aristobulas	aristobulas	Aristobulas	Aristobulas	ARISTOBULAS	PROP	1	45016010	45016010	0	auto
Herodion	herodion	Herodion	Herodion	HERODION	PROP	1	45016011	45016011	0	auto
Narsissas	narsissas	Narsissas	Narsissas	NARSISSAS	PROP	1	45016011	45016011	0	auto
Trifana	trifana	Trifana	Trifana	TRIFANA	PROP	1	45016012	45016012	0	auto
Trifosa	trifosa	Trifosa	Trifosa	TRIFOSA	PROP	1	45016012	45016012	0	auto
Persis	persis	Persis	Persis	PERSIS	PROP	1	45016012	45016012	0	auto
Rufas	rufas	Rufas	Rufas	RUFAS	PROP	1	45016013	45016013	0	auto
Asinkritas	asinkritas	Asinkritas	Asinkritas	ASINKRITAS	PROP	1	45016014	45016014	0	auto
Flegon	flegon	Flegon	Flegon	FLEGON	PROP	1	45016014	45016014	0	auto
Patrobas	patrobas	Patrobas	Patrobas	PATROBAS	PROP	1	45016014	45016014	0	auto
Hermas	hermas	Hermas	Hermas	HERMAS	PROP	1	45016014	45016014	0	auto
Filologas	filologas	Filologas	Filologas	FILOLOGAS	PROP	1	45016015	45016015	0	auto
Julia	julia	Julia	Julia	JULIA	PROP	1	45016015	45016015	0	auto
Nereas	nereas	Nereas	Nereas	NEREAS	PROP	1	45016015	45016015	0	auto
Olympas	olympas	Olympas	Olympas	OLYMPAS	PROP	1	45016015	45016015	0	auto
nawngkaisakin	nawngkaisakin	nawng	nawng-kai-sak-in	wrong-do-CAUS-with	N	1	45016017	45016017	0	auto
kizopkhak	kizopkhak	zop	ki-zop-khak	REFL-join-RES	V	1	45016019	45016019	0	auto
Sosipater-te	sosipater-te	sosipater	sosipater-te	SOSIPATER-PL	UNK	1	45016021	45016021	0	auto
Tertias	tertias	Tertias	Tertias	TERTIAS	PROP	1	45016022	45016022	0	auto
Kuartas	kuartas	Kuartas	Kuartas	KUARTAS	PROP	1	45016023	45016023	0	auto
(I	(i	i	I	1PL.INCL	FUNC	1	45016024	45016024	0	auto
laigelhnate	laigelhnate	lai	lai-gelh-na-te	writing-carve-NMLZ-PL	N	1	45016026	45016026	0	auto
neikim	neikim	nei	nei-kim	have-fully	V	1	46001005	46001005	0	auto
Khloe	khloe	khloe	Khloe'	KHLOE.POSS	UNK	1	46001011	46001011	0	auto
phelsuah	phelsuah	phel	phel-suah	clear-birth	V	1	46001013	46001013	0	auto
kiphumin	kiphumin	kiphum	kiphum-in	baptiz-ERG	UNK	1	46001015	46001015	0	auto
(Eh	(eh	eh	eh	INTERJ	N	1	46001016	46001016	0	auto
miteite	miteite	mi	mi-tei-te'	person-understand-PL.POSS	N	1	46001019	46001019	0	auto
teina	teina	tei	tei-na	prudent-NMLZ	N	1	46001019	46001019	0	auto
miteite	miteite	mi	mi-tei-te	person-understand-PL	N	1	46001020	46001020	0	auto
thu,”	thu,”	thu	thu	word	N	1	46001021	46001021	0	auto
thupisak	thupisak	thupi	thupi-sak	solemn-CAUS	V	1	46001022	46001022	0	auto
hehhuai	hehhuai	heh	heh-huai	anger-stumble	N	1	46001023	46001023	0	auto
thukpipi	thukpipi	thukpi	thukpi-pi	flood-AUG	V	1	46002001	46002001	0	auto
kuankuanta	kuankuanta	kuan~kuan	kuan~kuan-ta	battle~REDUP-PERF	V	1	46002006	46002006	0	auto
saksa	saksa	sak	sak-sa	cause-PAST	V	1	46002009	46002009	0	auto
thutawng	thutawng	thu	thu-tawng	word-false	N	1	46002010	46002010	0	auto
dongtakin	dongtakin	dong	dong-takin	collect-really	FUNC	1	46002010	46002010	0	auto
nawitui	nawitui	nawi	nawi-tui	butter-water	N	1	46003002	46003002	0	auto
kihaza-in	kihaza-in	haza	ki-haza-in	REFL-revel-CVB	UNK	1	46003003	46003003	0	auto
“Apollos	“apollos	apollos	Apollos'	APOLLOS.POSS	UNK	1	46003004	46003004	0	auto
nasepteng	nasepteng	nasep	nasep-teng	work-dwell	V	1	46003010	46003010	0	auto
phutthei	phutthei	phut	phut-thei	spray-ABIL	V	1	46003011	46003011	0	auto
cihzawh	cihzawh	ci	cih-zawh	say.II-finish	V	1	46003014	46003014	0	auto
meikat	meikat	mei	mei-kat	fire-burn	N	1	46003015	46003015	0	auto
zeekte-in	zeekte-in	zeek	zeek-te-in	crouch-PL-ERG	V	1	46004001	46004001	0	auto
pholakin	pholakin	pho	pho-lak-in	uncover-take-ERG	V	1	46004005	46004005	0	auto
kisaktheihpihin	kisaktheihpihin	kisaktheihpih	kisaktheihpih-in	glory-ERG	UNK	1	46004006	46004006	0	auto
haukhin	haukhin	hau	hau-khin	rich-IMM	N	1	46004008	46004008	0	auto
zaneu	zaneu	za	za-neu	hear.I-small	V	1	46004009	46004009	0	auto
kisimmawhbawl	kisimmawhbawl	simmawh	ki-simmawh-bawl	REFL-blaspheme-do	V	1	46004010	46004010	0	auto
kizahtakbawl	kizahtakbawl	zahtak	ki-zahtak-bawl	REFL-honor-do	V	1	46004010	46004010	0	auto
kinotsuk	kinotsuk	not	ki-not-suk	REFL-push-push	UNK	1	46004011	46004011	0	auto
kinotto	kinotto	not	ki-not-to	REFL-push-also	V	1	46004011	46004011	0	auto
lehpiak	lehpiak	leh	leh-piak	again-give	V	1	46004012	46004012	0	auto
gumthuak	gumthuak	gum	gum-thuak	slave-endure	N	1	46004012	46004012	0	auto
leivuithem	leivuithem	lei	lei-vui-them	buy-dust-dirt	UNK	1	46004013	46004013	0	auto
pa-a	pa-a	pa	pa-a	father-LOC	N	1	46004015	46004015	0	auto
hawhbaih	hawhbaih	hawh	hawh-baih	wound-early	N	1	46004019	46004019	0	auto
nukik	nukik	nu	nu-kik	female-ITER	N	1	46005001	46005001	0	auto
luppihna	luppihna	luppih	luppih-na	lay.down-NMLZ	N	1	46005001	46005001	0	auto
bawlzaw	bawlzaw	bawl	bawl-zaw	make-more	V	1	46005008	46005008	0	auto
neuneute	neuneute	neu	neu-neu-te	small-REDUP-PL	N	1	46006003	46006003	0	auto
themthem	themthem	them~them	them~them	matter~REDUP	UNK	1	46006004	46006004	0	auto
kithuneihnate	kithuneihnate	thu	ki-thu-neih-na-te	REFL-word-have-NMLZ-PL	N	1	46006005	46006005	0	auto
kisu-in	kisu-in	su	ki-su-in	REFL-count-CVB	UNK	1	46006008	46006008	0	auto
kihaibawl	kihaibawl	hai	ki-hai-bawl	REFL-join-make	N	1	46006009	46006009	0	auto
huaihamte	huaihamte	huai	huai-ham-te	terror-PL	V	1	46006010	46006010	0	auto
kipawlsa	kipawlsa	pawl	ki-pawl-sa	fellowship-PERF	N	1	46006011	46006011	0	auto
paktatna-in	paktatna-in	pak	pak-tat-na-in	proclaim-strike-NMLZ-ERG	V	1	46006013	46006013	0	auto
sepna-in	sepna-in	sep	sep-na-in	work-NMLZ-ERG	V	1	46006013	46006013	0	auto
kinialkha	kinialkha	nial	ki-nial-kha	REFL-argue-still	V	1	46007005	46007005	0	auto
hihzawhna	hihzawhna	hi	hih-zawh-na	be.II-be.able-NMLZ	V	1	46007007	46007007	0	auto
tanggawl	tanggawl	tang	tang-gawl	single-alone	V	1	46007008	46007008	0	auto
Nei	nei	nei	Nei	have	V	1	46007009	46007009	0	auto
nuampipi	nuampipi	nuam	nuam-pi-pi	pleased-AUG-AUG	V	1	46007009	46007009	0	auto
pasalin	pasalin	pasal	pasal-in	husband-ERG	N	1	46007013	46007013	0	auto
ki-atsa	ki-atsa	kiat	kiat-sa	release-PAST	N	1	46007018	46007018	0	auto
zineite	zineite	zi	zi-nei-te	wife-have-PL	N	1	46007027	46007027	0	auto
kipelhzaw	kipelhzaw	pelh	ki-pelh-zaw	REFL-spare-more	V	1	46007028	46007028	0	auto
zangnuam	zangnuam	zang	zang-nuam	use-want	V	1	46007034	46007034	0	auto
dongkhin	dongkhin	dong	dong-khin	collect-IMM	V	1	46007036	46007036	0	auto
ngaihsunte	ngaihsunte	ngaihsunte	ngaihsunte'	think-PL.POSS	UNK	1	46007036	46007036	0	auto
