sense_id	lemma	sense_num	pos	gloss	frequency	is_primary	is_grammatical	inflected_forms	example_verses	notes
tuzanin.1	tuzanin	1	UNK	?	1	1	0	Tuzanin	09019011	
naioth.1	naioth	1	UNK	?	1	1	0	naioth	09019018	
seku.1	seku	1	UNK	?	1	1	0	seku	09019022	
kiheikhial.1	kiheikhial	1	N	anger.kindled	1	1	0	kiheikhial	09020030	
dahzaw.1	dahzaw	1	N	arise.out	1	1	0	dahzaw	09020041	
tutakin.1	tutakin	1	UNK	?	1	1	0	Tutakin	09021004	
akhish.1	akhish	1	UNK	?	1	1	0	Akhish'	09021011	
kulhkongkhak.1	kulhkongkhak	1	N	city.gate	1	1	0	kulhkongkhak	09021013	
isuksak.1	isuksak	1	FUNC	1SG.POSS	1	1	1	ka	09021013	
munmuanhuai.1	munmuanhuai	1	UNK	place	1	1	0	Munmuanhuai	09022005	
Hereth.1	Hereth	1	PROP	?	1	1	0	Hereth	09022005	
nob.1	nob	1	UNK	?	1	1	0	nob	09022011	
kiselsim.1	kiselsim	1	N	humble	1	1	0	kiselsim	09023023	
ge.1	ge	1	UNK	jaw	1	1	0	ge	09024006	
metna.1	metna	1	N	lick	1	1	0	metna	09025004	
lotkhiat.1	lotkhiat	1	N	draw.out	1	1	0	lotkhiat	09025029	
zahkoh.1	zahkoh	1	N	fear	1	1	0	zahkoh	09025039	
abigail.1	abigail	1	UNK	?	1	1	0	Abigail'	09025040	
laish.1	laish	1	UNK	?	1	1	0	Laish'	09025044	
maok.1	maok	1	UNK	?	1	1	0	Maok'	09027002	
Girzi.1	Girzi	1	PROP	?	1	1	0	Girzi	09027008	
endor.1	endor	1	UNK	?	1	1	0	endor	09028007	
tawnpuk.1	tawnpuk	1	N	cave	1	1	0	tawnpuk	09028020	
siampipuan.1	siampipuan	1	UNK	priest	1	1	0	Siampipuan	09030007	
Sifmoth.1	Sifmoth	1	PROP	?	1	1	0	Sifmoth	09030028	
Borashan.1	Borashan	1	PROP	?	1	1	0	Borashan	09030030	
Athak.1	Athak	1	PROP	?	1	1	0	Athak	09030030	
khuakulhah.1	khuakulhah	1	N	stronghold	1	1	0	khuakulhah	09031010	
Jashar.1	Jashar	1	PROP	?	1	1	0	Jashar	10001018	
Ashur.1	Ashur	1	PROP	?	1	1	0	Ashur	10002009	
dawt.1	dawt	1	N	love	1	1	0	dawt	10002016	
Helkathhazzurim.1	Helkathhazzurim	1	PROP	?	1	1	0	Helkathhazzurim	10002016	
lee.1	lee	1	N	which.REL	1	1	0	lee	10002018	
lengsuak.1	lengsuak	1	N	prince	1	1	0	lengsuak	10002023	
Giah.1	Giah	1	PROP	camp	1	1	0	Giah	10002024	
Ammah.1	Ammah	1	PROP	?	1	1	0	Ammah	10002024	
bangtan.1	bangtan	1	N	shield	1	1	0	bangtan	10002026	
sawtlai.1	sawtlai	1	N	long.time	1	1	0	sawtlai	10002026	
Khileab.1	Khileab	1	PROP	?	1	1	0	Khileab	10003003	
abital.1	abital	1	UNK	?	1	1	0	Abital'	10003004	
Sirah.1	Sirah	1	PROP	?	1	1	0	Sirah	10003026	
gittaim.1	gittaim	1	UNK	?	1	1	0	gittaim	10004003	
susiazaw.1	susiazaw	1	N	worse	1	1	0	susiazaw	10004011	
lathuah.1	lathuah	1	N	smite	1	1	0	lathuah	10005013	
baalejudah.1	baalejudah	1	UNK	?	1	1	0	baalejudah	10006002	
nakon.1	nakon	1	UNK	?	1	1	0	Nakon'	10006006	
Perezuzzah.1	Perezuzzah	1	PROP	?	1	1	0	Perezuzzah	10006008	
baak.1	baak	1	N	debt	1	1	0	baak	10006019	
Methegammah.1	Methegammah	1	PROP	?	1	1	0	Methegammah	10008001	
khauzang.1	khauzang	1	UNK	measure.line	1	1	0	khauzang	10008002	
Betah.1	Betah	1	PROP	?	1	1	0	Betah	10008008	
Berothai.1	Berothai	1	PROP	?	1	1	0	Berothai	10008008	
Mifibosheth.1	Mifibosheth	1	PROP	?	1	1	0	Mifibosheth	10009013	
zobah.1	zobah	1	UNK	?	1	1	0	zobah	10010006	
Maakah-Te.1	Maakah-Te	1	PROP	?	1	1	0	Maakah	10010008	
helam.1	helam	1	UNK	?	1	1	0	helam	10010016	
Helam.1	Helam	1	PROP	?	1	1	0	Helam	10010017	
eliam.1	eliam	1	UNK	?	1	1	0	Eliam'	10011003	
galkidona.1	galkidona	1	UNK	enemy	1	1	0	Galkidona	10011019	
jerubbesheth.1	jerubbesheth	1	UNK	?	1	1	0	Jerubbesheth'	10011021	
zothawh.1	zothawh	1	N	accomplish	1	1	0	zothawh	10011023	
Naungek.1	Naungek	1	PROP	child	1	1	0	Naungek	10012022	
Jedidiah.1	Jedidiah	1	PROP	?	1	1	0	Jedidiah	10012025	
baalhazor.1	baalhazor	1	UNK	?	1	1	0	baalhazor	10013023	
tekoa.1	tekoa	1	UNK	?	1	1	0	tekoa	10014002	
dahin.1	dahin	1	UNK	?	1	1	0	Dahin	10014002	
kalai.1	kalai	1	UNK	?	1	1	0	Kalai	10014005	
phulapa.1	phulapa	1	UNK	avenger	1	1	0	Phulapa	10014011	
maipuksuk.1	maipuksuk	1	N	bow.face	1	1	0	maipuksuk	10014022	
gih.1	gih	1	N	pierce	1	1	0	gih	10014026	
wivak.1	wivak	1	FUNC	1SG.POSS	1	1	1	ka	10015020	
thuko.1	thuko	1	N	lie.down	1	1	0	thuko	10015028	
phehkeu.1	phehkeu	1	N	scatter	1	1	0	phehkeu	10016001	
gimte.1	gimte	1	UNK	heavy	1	1	0	gimte'	10016002	
nuak.1	nuak	1	N	return	1	1	0	nuak	10017023	
Ithra.1	Ithra	1	PROP	?	1	1	0	Ithra	10017025	
Shobi.1	Shobi	1	PROP	?	1	1	0	Shobi	10017027	
bepi.1	bepi	1	N	idle	1	1	0	bepi	10017028	
besan.1	besan	1	UNK	?	1	1	0	besan	10017028	
ittai.1	ittai	1	UNK	?	1	1	0	Ittai'	10018002	
tultul.1	tultul	1	UNK	thousand	1	1	0	tultul	10018004	
kiheikhia.1	kiheikhia	1	UNK	?	1	1	0	Kiheikhia	10018030	
kamneem.1	kamneem	1	N	soft.word	1	1	0	kamneem	10019007	
khimham.1	khimham	1	UNK	?	1	1	0	Khimham	10019038	
Bikhri.1	Bikhri	1	PROP	?	1	1	0	Bikhri	10020014	
Abel-Ah.1	Abel-Ah	1	PROP	?	1	1	0	Abel	10020018	
sheba.1	sheba	1	UNK	?	1	1	0	Sheba'	10020022	
Armoni.1	Armoni	1	PROP	?	1	1	0	Armoni	10021008	
Ishbibenob.1	Ishbibenob	1	PROP	?	1	1	0	Ishbibenob	10021016	
gob.1	gob	1	UNK	?	1	1	0	gob	10021018	
Saf.1	Saf	1	PROP	?	1	1	0	Saf	10021018	
jaareoregim.1	jaareoregim	1	UNK	?	1	1	0	Jaareoregim'	10021019	
awngsuk.1	awngsuk	1	N	open.mouth	1	1	0	awngsuk	10022014	
thupeel.1	thupeel	1	N	froward	1	1	0	thupeel	10022027	
khauhpen.1	khauhpen	1	N	steel.bow	1	1	0	khauhpen	10022035	
tuankhamin.1	tuankhamin	1	N	beat.small	1	1	0	tuankhamin	10022043	
laphuak.1	laphuak	1	N	last.words	1	1	0	laphuak	10023001	
Tahkhemon.1	Tahkhemon	1	PROP	?	1	1	0	Tahkhemon	10023008	
Joshebbasshebeth.1	Joshebbasshebeth	1	PROP	?	1	1	0	Joshebbasshebeth	10023008	
hikcip.1	hikcip	1	N	hand.clave	1	1	0	hikcip	10023010	
agee.1	agee	1	UNK	?	1	1	0	Agee'	10023011	
Besan.1	Besan	1	PROP	?	1	1	0	Besan	10023011	
hanzia.1	hanzia	1	N	far.be.it	1	1	0	hanzia	10023017	
Elika.1	Elika	1	PROP	?	1	1	0	Elika	10023025	
Mebunnai.1	Mebunnai	1	PROP	?	1	1	0	Mebunnai	10023027	
Heleb.1	Heleb	1	PROP	?	1	1	0	Heleb	10023029	
Hiddai.1	Hiddai	1	PROP	?	1	1	0	Hiddai	10023030	
Abialbon.1	Abialbon	1	PROP	?	1	1	0	Abialbon	10023031	
jashen.1	jashen	1	UNK	?	1	1	0	Jashen'	10023032	
sharar.1	sharar	1	UNK	?	1	1	0	Sharar'	10023033	
ahasbai.1	ahasbai	1	UNK	?	1	1	0	Ahasbai'	10023034	
Eliam.1	Eliam	1	PROP	?	1	1	0	Eliam	10023034	
Arbi.1	Arbi	1	PROP	?	1	1	0	Arbi	10023035	
Paarai.1	Paarai	1	PROP	?	1	1	0	Paarai	10023035	
Enrogel.1	Enrogel	1	PROP	?	1	1	0	Enrogel	11001009	
bathsheba.1	bathsheba	1	UNK	?	1	1	0	Bathsheba	11001028	
tamngaikop.1	tamngaikop	1	N	piped	1	1	0	tamngaikop	11001040	
thawnkham.1	thawnkham	1	N	rejoiced	1	1	0	thawnkham	11001040	
hektoh.1	hektoh	1	N	show.thyself	1	1	0	hektoh	11002002	
thunuama.1	thunuama	1	UNK	word	1	1	0	Thunuama	11002013	
thunuam.1	thunuam	1	UNK	word	1	1	0	Thunuam	11002013	
gimkhop.1	gimkhop	1	N	affliction	1	1	0	gimkhop	11002026	
psap.1	psap	1	N	sob	1	1	0	psap	11002046	
thahzawh.1	thahzawh	1	N	asked	1	1	0	thahzawh	11003011	
shisha.1	shisha	1	UNK	?	1	1	0	Shisha'	11004003	
Elihoref.1	Elihoref	1	PROP	?	1	1	0	Elihoref	11004003	
Zabud.1	Zabud	1	PROP	?	1	1	0	Zabud	11004005	
Benhur.1	Benhur	1	PROP	?	1	1	0	Benhur	11004008	
Bendeker.1	Bendeker	1	PROP	?	1	1	0	Bendeker	11004009	
Makaz.1	Makaz	1	PROP	?	1	1	0	Makaz	11004009	
Elonbethhanan.1	Elonbethhanan	1	PROP	?	1	1	0	Elonbethhanan	11004009	
Benhesed.1	Benhesed	1	PROP	?	1	1	0	Benhesed	11004010	
Arubboth.1	Arubboth	1	PROP	?	1	1	0	Arubboth	11004010	
soko.1	soko	1	UNK	?	1	1	0	Soko	11004010	
Benabinadab.1	Benabinadab	1	PROP	?	1	1	0	Benabinadab	11004011	
Tafath.1	Tafath	1	PROP	?	1	1	0	Tafath	11004011	
Bengeber.1	Bengeber	1	PROP	?	1	1	0	Bengeber	11004013	
Ahinadab.1	Ahinadab	1	PROP	?	1	1	0	Ahinadab	11004014	
paruah.1	paruah	1	UNK	?	1	1	0	Paruah'	11004017	
ela.1	ela	1	UNK	?	1	1	0	Ela'	11004018	
sanang.1	sanang	1	N	fat.oxen	1	1	0	sanang	11004023	
Tifsah.1	Tifsah	1	PROP	?	1	1	0	Tifsah	11004024	
Ezrah.1	Ezrah	1	PROP	?	1	1	0	Ezrah	11004031	
mahol.1	mahol	1	UNK	?	1	1	0	Mahol'	11004031	
Darda.1	Darda	1	PROP	?	1	1	0	Darda	11004031	
ngasate.1	ngasate	1	UNK	fish	1	1	0	ngasate'	11004033	
bungpi.1	bungpi	1	N	measures	1	1	0	bungpi	11005011	
singbek.1	singbek	1	N	cubit.broad	1	1	0	singbek	11006006	
lambeh.1	lambeh	1	N	chamber	1	1	0	lambeh	11006010	
innsual.1	innsual	1	N	floor	1	1	0	innsual	11006030	
tukimin.1	tukimin	1	N	open.flower	1	1	0	tukimin	11006035	
zalesawmnga.1	zalesawmnga	1	N	fifty.cubits	1	1	0	zalesawmnga	11007002	
suangat.1	suangat	1	N	costly.stones	1	1	0	suangat	11007009	
khutpeekmai.1	khutpeekmai	1	N	handbreadth	1	1	0	khutpeekmai	11007026	
limliam.1	limliam	1	N	ledges	1	1	0	limliam	11007029	
peikual.1	peikual	1	N	chariot.wheel	1	1	0	peikual	11007033	
peikalh.1	peikalh	1	N	axletree	1	1	0	peikalh	11007033	
vangsung.1	vangsung	1	N	laver	1	1	0	vangsung	11007038	
Ethanim.1	Ethanim	1	PROP	?	1	1	0	Ethanim	11008002	
kue.1	kue	1	UNK	?	1	1	0	kue	11010028	
zuibup.1	zuibup	1	N	follow.fully	1	1	0	zuibup	11011006	
tahpenes.1	tahpenes	1	UNK	?	1	1	0	Tahpenes'	11011019	
Rezon.1	Rezon	1	PROP	?	1	1	0	Rezon	11011023	
Zeruah.1	Zeruah	1	PROP	?	1	1	0	Zeruah	11011026	
thuhaksa.1	thuhaksa	1	N	grievous.yoke	1	1	0	thuhaksa	11012004	
ngawhdawn.1	ngawhdawn	1	N	roughly	1	1	0	ngawhdawn	11012013	
leilulam.1	leilulam	1	N	rebel	1	1	0	leilulam	11012019	
thugik.1	thugik	1	N	sound.of.feet	1	1	0	thugik	11014006	
pusawn.1	pusawn	1	N	walked.in.sins	1	1	0	pusawn	11015003	
hezion.1	hezion	1	UNK	?	1	1	0	Hezion'	11015018	
Tabrimmon.1	Tabrimmon	1	PROP	?	1	1	0	Tabrimmon	11015018	
gibbethon.1	gibbethon	1	UNK	?	1	1	0	gibbethon	11015027	
arza.1	arza	1	UNK	?	1	1	0	Arza'	11016009	
kihalnel.1	kihalnel	1	N	besieged	1	1	0	kihalnel	11016017	
ethbaal.1	ethbaal	1	UNK	?	1	1	0	Ethbaal'	11016031	
Hiel.1	Hiel	1	PROP	?	1	1	0	Hiel	11016034	
segub.1	segub	1	UNK	?	1	1	0	Segub'	11016034	
mohneu.1	mohneu	1	N	little.meal	1	1	0	mohneu	11017013	
sikzum.1	sikzum	1	N	cut.themselves	1	1	0	sikzum	11018028	
awngsuak.1	awngsuak	1	N	prophesied	1	1	0	awngsuak	11018029	
khuttum.1	khuttum	1	UNK	hand	1	1	0	Khuttum	11018044	
dimzawh.1	dimzawh	1	N	suffice	1	1	0	dimzawh	11020010	
panmun.1	panmun	1	UNK	plead	1	1	0	Panmun	11020012	
petlum.1	petlum	1	N	swallow.up	1	1	0	petlum	11020036	
zakphet.1	zakphet	1	N	hearing	1	1	0	zakphet	11021016	
Uite.1	Uite	1	PROP	dog	1	1	0	Uite	11021023	
teembawte.1	teembawte	1	UNK	tent	1	1	0	Teembawte	11022049	
samulpuan.1	samulpuan	1	N	sackcloth	1	1	0	samulpuan	12001008	
kawm~kawm.1	kawm~kawm	1	UNK	edge~REDUP	1	1	0	kawm~kawm	12002011	
lukolh.1	lukolh	1	N	roll.up	1	1	0	lukolh	12002023	
pomlai.1	pomlai	1	N	middle	1	1	0	pomlai	12003003	
ganpi.1	ganpi	1	N	great.one	1	1	0	ganpi	12003017	
kirhareseth.1	kirhareseth	1	UNK	?	1	1	0	kirhareseth	12003025	
beelpi.1	beelpi	1	UNK	pot	1	1	0	Beelpi	12004038	
mehbeel.1	mehbeel	1	N	ember	1	1	0	mehbeel	12004039	
atnen.1	atnen	1	N	offering	1	1	0	atnen	12004039	
Baalshalishah.1	Baalshalishah	1	PROP	?	1	1	0	Baalshalishah	12004042	
khatte.1	khatte	1	UNK	one	1	1	0	khatte'	12004043	
Farpar.1	Farpar	1	PROP	?	1	1	0	Farpar	12005012	
nungdelh.1	nungdelh	1	N	alive	1	1	0	nungdelh	12005020	
Kamsangte.1	Kamsangte	1	PROP	prophet	1	1	0	Kamsangte	12005022	
talen.1	talen	1	UNK	?	1	1	0	Talen	12005023	
kihta.1	kihta	1	UNK	?	1	1	0	Kihta	12006016	
kitankhiat.1	kitankhiat	1	N	depart.from	1	1	0	kitankhiat	12006031	
lianpite.1	lianpite	1	UNK	army	1	1	0	lianpite'	12007006	
zair.1	zair	1	UNK	?	1	1	0	zair	12008021	
Bidkar.1	Bidkar	1	PROP	?	1	1	0	Bidkar	12009025	
Bethhaggan.1	Bethhaggan	1	PROP	?	1	1	0	Bethhaggan	12009027	
Gur.1	Gur	1	PROP	?	1	1	0	Gur	12009027	
Lamkal.1	Lamkal	1	PROP	way	1	1	0	Lamkal	12010012	
siakkhiat.1	siakkhiat	1	N	die.away	1	1	0	siakkhiat	12010017	
sungtum.1	sungtum	1	UNK	inside	1	1	0	Sungtum	12010025	
ekbuk.1	ekbuk	1	N	vomit	1	1	0	ekbuk	12010027	
kar.1	kar	1	UNK	generation	1	1	0	kar	12011004	
Sur.1	Sur	1	PROP	?	1	1	0	Sur	12011006	
vutvang.1	vutvang	1	N	hole	1	1	0	vutvang	12012009	
ahaziahte.1	ahaziahte	1	UNK	?	1	1	0	Ahaziahte'	12012018	
Silla.1	Silla	1	PROP	?	1	1	0	Silla	12012020	
satpuk.1	satpuk	1	UNK	smite	1	1	0	satpuk	12012021	
Jozakar.1	Jozakar	1	PROP	?	1	1	0	Jozakar	12012021	
thaltangte.1	thaltangte	1	UNK	arrow	1	1	0	Thaltangte	12013018	
ngavei.1	ngavei	1	UNK	?	1	1	0	Ngavei	12013019	
simzel.1	simzel	1	N	invade	1	1	0	simzel	12013020	
ibleam.1	ibleam	1	UNK	?	1	1	0	ibleam	12015010	
pekahiah.1	pekahiah	1	UNK	?	1	1	0	Pekahiah'	12015026	
Jerusha.1	Jerusha	1	PROP	?	1	1	0	Jerusha	12015033	
elath.1	elath	1	UNK	?	1	1	0	elath	12016006	
kir.1	kir	1	UNK	?	1	1	0	kir	12016009	
lahkim.1	lahkim	1	N	pattern	1	1	0	lahkim	12016010	
So.1	So	1	PROP	?	1	1	0	So	12017004	
balkhiat.1	balkhiat	1	N	rend	1	1	0	balkhiat	12017021	
Kuthah.1	Kuthah	1	PROP	?	1	1	0	Kuthah	12017024	
cilun.1	cilun	1	N	dwell.begin	1	1	0	cilun	12017025	
samariate.1	samariate	1	UNK	?	1	1	0	Samariate'	12017029	
Sukkothbenoth.1	Sukkothbenoth	1	PROP	?	1	1	0	Sukkothbenoth	12017030	
Kuth.1	Kuth	1	PROP	?	1	1	0	Kuth	12017030	
Nergal.1	Nergal	1	PROP	?	1	1	0	Nergal	12017030	
Ashima.1	Ashima	1	PROP	?	1	1	0	Ashima	12017030	
Nibhaz.1	Nibhaz	1	PROP	?	1	1	0	Nibhaz	12017031	
Tartak.1	Tartak	1	PROP	?	1	1	0	Tartak	12017031	
Anammelek.1	Anammelek	1	PROP	?	1	1	0	Anammelek	12017031	
Abi.1	Abi	1	PROP	?	1	1	0	Abi	12018002	
Nehushtan.1	Nehushtan	1	PROP	?	1	1	0	Nehushtan	12018004	
mung.1	mung	1	N	place	1	1	0	mung	12018016	
kikhap.1	kikhap	1	N	pledge	1	1	0	kikhap	12018023	
lehnawhzo.1	lehnawhzo	1	N	turn.away.able	1	1	0	lehnawhzo	12018024	
arpad.1	arpad	1	UNK	?	1	1	0	Arpad'	12018034	
zawdeuh.1	zawdeuh	1	UNK	elder	1	1	0	zawdeuh	12019002	
nisrok.1	nisrok	1	UNK	?	1	1	0	Nisrok'	12019037	
Hefzibah.1	Hefzibah	1	PROP	?	1	1	0	Hefzibah	12021001	
Meshullemeth.1	Meshullemeth	1	PROP	?	1	1	0	Meshullemeth	12021019	
Jotbah.1	Jotbah	1	PROP	?	1	1	0	Jotbah	12021019	
haruz.1	haruz	1	UNK	?	1	1	0	Haruz'	12021019	
Jedidah.1	Jedidah	1	PROP	?	1	1	0	Jedidah	12022001	
Azaliah.1	Azaliah	1	PROP	?	1	1	0	Azaliah	12022003	
kongcingte.1	kongcingte	1	UNK	road	1	1	0	Kongcingte	12022004	
Harhas.1	Harhas	1	PROP	?	1	1	0	Harhas	12022014	
Tikvah.1	Tikvah	1	PROP	?	1	1	0	Tikvah	12022014	
biate.1	biate	1	UNK	worship	1	1	0	biate'	12023005	
nathanmelek.1	nathanmelek	1	UNK	?	1	1	0	Nathanmelek'	12023011	
phinna.1	phinna	1	N	provoke	1	1	0	phinna	12023026	
Zebidah.1	Zebidah	1	PROP	?	1	1	0	Zebidah	12023036	
Rumah.1	Rumah	1	PROP	?	1	1	0	Rumah	12023036	
Nehushta.1	Nehushta	1	PROP	?	1	1	0	Nehushta	12024008	
Rodanim.1	Rodanim	1	PROP	?	1	1	0	Rodanim	13001007	
Sabta.1	Sabta	1	PROP	?	1	1	0	Sabta	13001009	
Pathrus.1	Pathrus	1	PROP	?	1	1	0	Pathrus	13001012	
Arka.1	Arka	1	PROP	?	1	1	0	Arka	13001015	
jokshan.1	jokshan	1	UNK	?	1	1	0	Jokshan'	13001032	
Homam.1	Homam	1	PROP	?	1	1	0	Homam	13001039	
Alian.1	Alian	1	PROP	?	1	1	0	Alian	13001040	
Shefi.1	Shefi	1	PROP	?	1	1	0	Shefi	13001040	
Aiah.1	Aiah	1	PROP	?	1	1	0	Aiah	13001040	
Hamran.1	Hamran	1	PROP	?	1	1	0	Hamran	13001041	
Jaakan.1	Jaakan	1	PROP	?	1	1	0	Jaakan	13001042	
matred.1	matred	1	UNK	?	1	1	0	Matred'	13001050	
Aliah.1	Aliah	1	PROP	?	1	1	0	Aliah	13001051	
Bathshua.1	Bathshua	1	PROP	?	1	1	0	Bathshua	13002003	
Dara.1	Dara	1	PROP	?	1	1	0	Dara	13002006	
karmi.1	karmi	1	UNK	?	1	1	0	Karmi'	13002007	
Khelubai.1	Khelubai	1	PROP	?	1	1	0	Khelubai	13002009	
Salma.1	Salma	1	PROP	?	1	1	0	Salma	13002011	
Raddai.1	Raddai	1	PROP	?	1	1	0	Raddai	13002014	
Ozem.1	Ozem	1	PROP	?	1	1	0	Ozem	13002015	
Jerioth.1	Jerioth	1	PROP	?	1	1	0	Jerioth	13002018	
Jesher.1	Jesher	1	PROP	?	1	1	0	Jesher	13002018	
Ardon.1	Ardon	1	PROP	?	1	1	0	Ardon	13002018	
Bunah.1	Bunah	1	PROP	?	1	1	0	Bunah	13002025	
Oren.1	Oren	1	PROP	?	1	1	0	Oren	13002025	
Atarah.1	Atarah	1	PROP	?	1	1	0	Atarah	13002026	
Maaz.1	Maaz	1	PROP	?	1	1	0	Maaz	13002027	
Eker.1	Eker	1	PROP	?	1	1	0	Eker	13002027	
Jada.1	Jada	1	PROP	?	1	1	0	Jada	13002028	
Abishur.1	Abishur	1	PROP	?	1	1	0	Abishur	13002028	
abishur.1	abishur	1	UNK	?	1	1	0	Abishur'	13002029	
Ahban.1	Ahban	1	PROP	?	1	1	0	Ahban	13002029	
Molid.1	Molid	1	PROP	?	1	1	0	Molid	13002029	
Appaim.1	Appaim	1	PROP	?	1	1	0	Appaim	13002030	
appaim.1	appaim	1	UNK	?	1	1	0	Appaim'	13002031	
sheshan.1	sheshan	1	UNK	?	1	1	0	Sheshan'	13002031	
Ahlai.1	Ahlai	1	PROP	?	1	1	0	Ahlai	13002031	
jada.1	jada	1	UNK	?	1	1	0	Jada'	13002032	
zabad.1	zabad	1	UNK	?	1	1	0	Zabad'	13002036	
eflal.1	eflal	1	UNK	?	1	1	0	Eflal'	13002037	
Eflal.1	Eflal	1	PROP	?	1	1	0	Eflal	13002037	
helez.1	helez	1	UNK	?	1	1	0	Helez'	13002039	
eleasah.1	eleasah	1	UNK	?	1	1	0	Eleasah'	13002039	
sismai.1	sismai	1	UNK	?	1	1	0	Sismai'	13002040	
Sismai.1	Sismai	1	PROP	?	1	1	0	Sismai	13002040	
jekamiah.1	jekamiah	1	UNK	?	1	1	0	Jekamiah'	13002041	
mareshah.1	mareshah	1	UNK	?	1	1	0	Mareshah'	13002042	
raham.1	raham	1	UNK	?	1	1	0	Raham'	13002044	
Raham.1	Raham	1	PROP	?	1	1	0	Raham	13002044	
jorkeam.1	jorkeam	1	UNK	?	1	1	0	Jorkeam'	13002044	
bethzur.1	bethzur	1	UNK	?	1	1	0	Bethzur'	13002045	
jahdai.1	jahdai	1	UNK	?	1	1	0	Jahdai'	13002047	
Regem.1	Regem	1	PROP	?	1	1	0	Regem	13002047	
Geshan.1	Geshan	1	PROP	?	1	1	0	Geshan	13002047	
Sheber.1	Sheber	1	PROP	?	1	1	0	Sheber	13002048	
Tirhanah.1	Tirhanah	1	PROP	?	1	1	0	Tirhanah	13002048	
Makbenah.1	Makbenah	1	PROP	?	1	1	0	Makbenah	13002049	
Gibea.1	Gibea	1	PROP	?	1	1	0	Gibea	13002049	
Shalma.1	Shalma	1	PROP	?	1	1	0	Shalma	13002051	
Bethgader.1	Bethgader	1	PROP	?	1	1	0	Bethgader	13002051	
Haref.1	Haref	1	PROP	?	1	1	0	Haref	13002051	
Haroeh.1	Haroeh	1	PROP	?	1	1	0	Haroeh	13002052	
Menuhoth.1	Menuhoth	1	PROP	?	1	1	0	Menuhoth	13002052	
Puth.1	Puth	1	PROP	?	1	1	0	Puth	13002053	
Shumath.1	Shumath	1	PROP	?	1	1	0	Shumath	13002053	
Mishrai.1	Mishrai	1	PROP	?	1	1	0	Mishrai	13002053	
Atrothbethjoab.1	Atrothbethjoab	1	PROP	?	1	1	0	Atrothbethjoab	13002054	
Tirath.1	Tirath	1	PROP	?	1	1	0	Tirath	13002055	
Shimeath.1	Shimeath	1	PROP	?	1	1	0	Shimeath	13002055	
Sukath.1	Sukath	1	PROP	?	1	1	0	Sukath	13002055	
Abital.1	Abital	1	PROP	?	1	1	0	Abital	13003003	
Makhiram.1	Makhiram	1	PROP	?	1	1	0	Makhiram	13003018	
Shenazzar.1	Shenazzar	1	PROP	?	1	1	0	Shenazzar	13003018	
Hoshama.1	Hoshama	1	PROP	?	1	1	0	Hoshama	13003018	
Nedabiah.1	Nedabiah	1	PROP	?	1	1	0	Nedabiah	13003018	
Hashubah.1	Hashubah	1	PROP	?	1	1	0	Hashubah	13003020	
Ohel.1	Ohel	1	PROP	?	1	1	0	Ohel	13003020	
Hasadiah.1	Hasadiah	1	PROP	?	1	1	0	Hasadiah	13003020	
Jushabhesed.1	Jushabhesed	1	PROP	?	1	1	0	Jushabhesed	13003020	
Arnan.1	Arnan	1	PROP	?	1	1	0	Arnan	13003021	
Bariah.1	Bariah	1	PROP	?	1	1	0	Bariah	13003022	
neariah.1	neariah	1	UNK	?	1	1	0	Neariah'	13003023	
Hizkiah.1	Hizkiah	1	PROP	?	1	1	0	Hizkiah	13003023	
elioenai.1	elioenai	1	UNK	?	1	1	0	Elioenai'	13003024	
Anani.1	Anani	1	PROP	?	1	1	0	Anani	13003024	
jahath.1	jahath	1	UNK	?	1	1	0	Jahath'	13004002	
Ahumai.1	Ahumai	1	PROP	?	1	1	0	Ahumai	13004002	
lahad.1	lahad	1	UNK	?	1	1	0	Lahad'	13004002	
Ishma.1	Ishma	1	PROP	?	1	1	0	Ishma	13004002	
Idbash.1	Idbash	1	PROP	?	1	1	0	Idbash	13004002	
Hazzeleponi.1	Hazzeleponi	1	PROP	?	1	1	0	Hazzeleponi	13004002	
Ahuzzam.1	Ahuzzam	1	PROP	?	1	1	0	Ahuzzam	13004006	
Temeni.1	Temeni	1	PROP	?	1	1	0	Temeni	13004006	
Haahashtari.1	Haahashtari	1	PROP	?	1	1	0	Haahashtari	13004006	
naarah.1	naarah	1	UNK	?	1	1	0	Naarah'	13004006	
Zereth.1	Zereth	1	PROP	?	1	1	0	Zereth	13004007	
Ethnan.1	Ethnan	1	PROP	?	1	1	0	Ethnan	13004007	
Koz.1	Koz	1	PROP	?	1	1	0	Koz	13004008	
Anub.1	Anub	1	PROP	?	1	1	0	Anub	13004008	
zobebah.1	zobebah	1	UNK	?	1	1	0	Zobebah'	13004008	
harum.1	harum	1	UNK	?	1	1	0	Harum'	13004008	
aharhel.1	aharhel	1	UNK	?	1	1	0	Aharhel'	13004008	
gimpi.1	gimpi	1	UNK	labor	1	1	0	Gimpi	13004009	
shuhah.1	shuhah	1	UNK	?	1	1	0	Shuhah'	13004011	
Khelub.1	Khelub	1	PROP	?	1	1	0	Khelub	13004011	
mehir.1	mehir	1	UNK	?	1	1	0	Mehir'	13004011	
Mehir.1	Mehir	1	PROP	?	1	1	0	Mehir	13004011	
eshton.1	eshton	1	UNK	?	1	1	0	Eshton'	13004011	
Eshton.1	Eshton	1	PROP	?	1	1	0	Eshton	13004012	
Bethrafa.1	Bethrafa	1	PROP	?	1	1	0	Bethrafa	13004012	
