# language_name:	Paite Chin
# closest ISO 639-3:	pck
# year_short:	scraped 2026
# year_long:	Not available
# title:	Paite Chin
# URL:	https://www.bible.com/bible/1870
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
39003009	Hiai nam pumpi in, kei na hon loh ziak un hamsiatna a hamsiat na hi uhi.
39003010	Ka insung a an ahong omtheihna ding in koihkhawmna inn ah sawm-a-khat avek in hon lalut unla, huai in kei hon entel un, sepaihte' Toupa'n achi. Akoihna ding dantan kiching om lou khop in van tohlette hong in, vualzawlna ka hon buakkhe kei na hiam!
39003011	Huan negaimi pen nou ziak in ka sal ding a, na leigahte uh ahihse kei ding hi; na grepgui uh leng lou ah ahun tun ma in agah akesak kei ding hi, sepaihte' Toupa'n achi.
39003012	Huchi in nam tengteng in nang nuamsa ahon chi ding ua; gam deihhuai na hih ding ziak un, sepaihte' Toupa'n achi.
39003013	“Kei dem a na thute uh akhauh hi,” Toupa'n achi, “Nou koi ah nang dem in thu ka gen ua eita,” na chi uh.
39003014	“Pathian nasep athawn ahi, athupiak i zuih ua, suunna puan silh a sepaihte' Toupa ma a i om uh bang ahia aphattuamna, na chi uh.
39003015	Tu in kisatheite nuamsa chi in agitlouhna nasemte tunding in a-om uh; ahi; Pathian khemte hotkhiak in a-om uh,” i chi uhi.
39003016	Toupa kihtate akihoupih ua; huchi in Toupa'n angaikhia a, aza a, Toupa kihta a, amin ngaihtuahte ama ah, theihgigena laibuzial ah gelh ahi.
39003017	“Huan amau kei a ahi ding ua, gou lamdangtak ka bawl ni chiang in,” sepaihte' Toupa'n achi. Mi'n ama nasem atapa ahawi bang in huchi in amau ka hawi ding hi.
39003018	Huai hun chiang in na hong kihei ding ua, diktatte leh giloute, Pathian nasem leh ama nna semloute kal na khenchian thei ding uhi.
39004001	“Ngai in, ani ahong tun ziak in, meiphualpi bang in akuang a; huchi in kisatheite tengteng, gilou nasemte tengteng, buhpawl ahi ding uh; huan ahong tung huai ni in amaute zung leh hiang nuse lou hial in akangmang ding uh,” sepaihte' Toupa'n achi.
39004002	Himahleh nou ka min kihtate kiang ah diktatna ni, akhate ahihdamna toh ahong suak ding; huchi in na pawtkhe ding ua, huangsung bawngnoute bang in na diang velhvelh ding uhi.
39004003	Huan giloute na sikden ding ua; ka gamtat ni chiang in na khepek nuai uah meivu hi ding ahih ziak un, sepaihte' Toupa'n achi.
39004004	“Horeb a Israel tengteng a ding a ka sikha Mosi Dan, amah thupiak, dan thusehte leh vaihawmte ngei, theigige un.
39004005	Ngai un, Toupa ni thupi leh mulkimhuai ahong tun ma in na kiang uah zawlnei Elijah ka hon sawl ding hi.
39004006	Pate lungtang tate lam ah, tate lungtang apate uh lam ah angasak ding; huchi lou in zaw hamsia in lei ka gawt kha ding hi.”
40001001	Abraham tapa, David tapa, Jesu Khrist khangthubu.
40001002	Abraham in Isak asuang a, Isak in Jakob asuang a, Jakob in Judas leh a-unaute asuang hi.
40001003	Judas in Tamar a pan Perez leh Zerah asuang a, Perez in Erom asuang a, Erom in Aram asuang hi.
40001004	Aram in Amminadab asuang a, Amminadab in Nashon asuang a, Nashon in Salmon asuang hi.
40001005	Salmon in Rahab a pan Boaz asuang a, Boaz in Ruth a pan Obed asuang a, Obed in Jesse asuang hi.
40001006	Jesse in kumpipa David asuang a, kumpipa David in Uria zi a pan Solomon asuang hi.
40001007	Solomon in Rehoboam asuang a, Rehoboam in Abijah asuang a, Abijah in Asa asuang hi.
40001008	Asa in Jehoshaphat asuang a, Jehoshaphat in Jeram asuang a, Jeram in Uzzia asuang hi.
40001009	Uzzia in Jotham asuang a, Jotham in Ahaz asuang a, Ahaz in Hezekiah asuang hi.
40001010	Hezekiah in Manasseh asuang a, Manasseh in Amon asuang a, Amon in Josiah asuang hi.
40001011	Babulon sal a api lai un Josiah in Jekoniah leh a-unaute asuang hi.
40001012	Huan Babulon sal a api nung un Jekoniah in Salathiel asuang a, Salathiel in Zerubbabel asuang hi.
40001013	Zerubbabel in Abiud asuang a, Abiud in Eliakim asuang a, Eliakim in Azor asuang a,
40001014	Azor in Zadok asuang a, Zadok in Akim asuang a, Akim in Eliud asuang hi.
40001015	Eliud in Eleazar asuang a, Eleazar in Mathan asuang a, Mathan in Jakob asuang hi.
40001016	Jakob in Joseph, Mari pasal asuang a, huai Mari lak ah Jesu Khrist ahong piangta hi.
40001017	Huchi in suan tengteng Abraham a pan David tan suan sawm-le-li ahi a, David a pan Babulon a sal a pi ahih tan un, suan sawm-le-li ahi a, Babulon a sal a pi ahih ua pan Khrist tan suan sawm-le-li ahi.
40001018	Jesu Khrist hong piandan hichibang ahi. Anu Mari leh Joseph akikham lai ua a-omkhawm ma un, Kha Siangthou in agaisak chih atheita uhi.
40001019	Huchi in apasal Joseph, midiktak ahi a, amah daisak a-ut kei a, aguk in tawpsan atum hi.
40001020	Himahleh, huai thute angaihtuah lai in, ngai in, amang in akiang ah Toupa angel ahong kilak a, “Joseph, nang David tapa, na zi Mari neih lau ke'n, anaupai Kha Siangthou a kipan ahi.
40001021	Tapa anei dia, amin ding in Jesu na sa ding; ama'n amite akhelhna ua kipan ahotdam ding ziak in,” achi hi.
40001022	Toupa'n zawlnei kam a:
40001023	“Ngai in, nungak siangthou agai dia, tapa anei dia, amin Immanuel asa ding uh,” chi a agen ahong tuntheihna ding in huai tengteng ahong om hi. Huai tuh, “I kiang uah Pathian a-om,” chihna ahi.
40001024	Huchi in Joseph ihmu athoukhia a, Toupa Angel in akiang a thu apiak bang in ahih a, azi aneita hi.
40001025	Himahleh, tapa aneih masiah akithuahpih kei; huan amin Jesu asata hi.
40002001	Huan kumpipa Herod vaihawm lai a Judia gam a, Bethlehem a Jesu ahong pian lai in, ngai in, suahlam a kipan Jerusalem ah mipilte ahong pai uhi.
40002002	“Koi ah ahia Judate' Kumpipa ahong pian? Suahlam ah ama aksi ka mu ua, amah be dia hong pai ka hi uh,” achi uhi.
40002003	Kumpipa Herod in huai azak phet in alungzing a, Jerusalem tengteng leng alung uh azing sam hi.
40002004	Huchi in siampu liante leh mite laigelhmi tengteng asamkhawm a, Khrist pianna ding thu adongta hi.
40002005	Huan amau akiang ah, “Judia gam a Bethlehem khua ah zawlnei in hichi in agelh akei hiam:
40002006	“Nang, Judia gam a Bethlehem aw, Judia khopite lak ah na neupen kei hial, na sung a kipan ukpa hong suak ding ahi ngal a, ka mi Israelte vengpa ding,” chih, achi uhi.
40002007	Huai nung in Herod in aguk in mipilte asam a, ngenteltak in aksi kilat lai adongkheta hi.
40002008	Huan amau Bethlehem ah apaisak a, “Paita unla, naungek thu ngenteltak in dongkhia un, ke'n leng amah ka hong biak theih samna ding in, na muh chiang un hong hilh un,” achi hi.
40002009	Huan kumpipa thu azak un apaita ua, ngai in suahlam a aksi amuh uh naungek omna tung zawn atun a akhawl masiah ama uah apai zel hi.
40002010	Aksi amuh un, akipak lo mahmah uhi.
40002011	Inn sung ah ava lut ua, anu Mari kiang a naungek om amuh un, abokkhup ua, abia uhi. Agoubawm uh ahong ua, akiang ah kipahna dangka-eng, begaw leh murrah alan uhi.
40002012	Herod kiang a kik nawn lou ding in amang ua vauhilh a a-om ziak un, amau kholam, lam tuam ah apaita uhi.
40002013	Huan apai nung un, ngai in, Joseph kiang ah amang in Toupa angel akilak a, “Thou inla, naungek leh anu pi inla, Aigupta gam ah taipih in, ka hon hilh nawn masiah huai ah om gige in; Herod in naungek hihsiat dia zong ding ahih ziak in,” achi hi.
40002014	Huchi in athou a, azanzan in naungek leh anu api a, Aigupta gam ah apaita hi.
40002015	Herod sih mateng huai ah a-om gige hi. Toupa'n zawlnei kam a, “Ka tapa Aigupta gam a pan ka samkhia,” chi a agen ahong tuntheihna ding ahi.
40002016	Huchih lai in Herod in mipilte' khem a om ahih lam akitheihtak in aheh mahmah a, mi asawl a, ahun laitak thu ngenteltak a mipilte adotkhiak bang in, Bethlehem khua leh akim tengteng a pasal naupang kum nih chiang nuailam avek un athatta hi.
40002017	Huchih lai in zawlnei Jeremiah in:
40002018	“Ramah ah husa aza uh, suunna, kah thawm, misi ngai a mau vengvungte, Rakil in atate akah a, a-om nawn louh ziak un akhamuan theih kei,” chi a ana gen ahong tungta hi.
40002019	Himahleh Herod asih nung in, ngai in, Aigupta gam a Joseph kiang ah Toupa Angel amang in akilak hi.
40002020	“Thou inla, naungek leh anu pi inla, Israel gam ah pai in; naungek thah tumte asih tak ziak un,” achi hi.
40002021	Huchi in athou a, naungek leh anu api a, Israel gam ah apaita uhi.
40002022	Himahleh Arkelaus in apa Herod sik in Judia gam ah vai ahawm chih azak in, huai lam a pai alau a; amang a vauhilh a a-om ziak in Galili gam ah apai a,
40002023	Nazaret kichi khua khat ah atengta hi. “Amah zaw Nazaret mi achi ding uh,” chi a zawlneite na gen ahong tuntheihna ding in.
40003001	Huchih lai in Baptispa Johan in,
40003002	“Kisik un! Van-gam anaita,” chi in Judia gamdai ah thu gen in ahong pai hi.
40003003	Amah ahi, zawlnei Isai in: “Gamdai a mi kikou aw in, Toupa lamlian sial unla, alampite tangsak un, achi,” chi a ana gen pen.
40003004	Johan in sangawngsau mul puan asilh a, savun kawnggak agak a, a-an khaukhup leh khuaizu ahi.
40003005	Huchih lai in Jerusalem khua, Judia gam tengteng, Jordan luidung kim tengteng akiang ah ahong paikhawm ua,
40003006	akhelhna uh thupha tawi in, Jordan lui ah baptisma atang uhi.
40003007	Himahleh Pharisaite leh Saddukaite tampi ama a baptisma tang ding a hong paite amuh in, akiang uah, “Nou gul suante! Thangpaihna hong tung ding taisan ding a kua'n hon thuhilh ahia?
40003008	Huchi in kisikna toh kilawm gah hon suangkhia un.
40003009	Abraham ka pu uh ahi, chi in kingaihtuah kei un, Pathian in hiai suangte Abraham suante in adingsak thei ka hon chi ahi.
40003010	Tu a kipan in singbul teng ah heipi akoihta uh; huchi in sing chih gah hoih a gah lou peuhpeuh aphuk ua, mei ah apailut zel uhi.
40003011	Ke'n zaw kisikna ding in tui in ka hon baptis a, himahleh, amah ka nung a hong pai kei sang in athupizaw a, akhedap tawitak leng ka hi kei, ama'n zaw Kha Siangthou leh mei in noute ahon baptis ding hi.
40003012	Akhut in phazah atawi a, aphual azapsiang sipsip ding a, buhpang ah abuh asung ding, asi bel mei mit thei lou in ahalmang ding,” achi hi.
40003013	Huchih lai in akiang a baptisma tang ding in Galili gam a kipan Jordan lui ah Johan kiang ah Jesu ahong pai hi.
40003014	Johan in, “Nang kei na hon baptis kiphamohzaw hinapi, ka kiang ah na hong zosop ahi maw?” chi in akham hi.
40003015	Himahleh Jesu'n akiang ah, “Tu in lemsa teitei in, hichibang a diktatna tengteng hihtangtun ei a ding in akilawm ngal a,” chi in adawng a, huchi in lem asata hi.
40003016	Huan Jesu baptisma atantak in tui a kipan apawt pah a, ngai in, amah a ding in van ahong kihong a, Pathian Kha, vakhu bang a hong suk in, atung a hong tu amu hi.
40003017	Huan ngai in, van a kipan aw in, “Hiai ka Tapa deihtak, ka kipahna mahmah ahi,” achi hi.
40004001	Huai khit in diabol khem a om ding in gamdai ah Kha pilut in Jesu a-omta hi.
40004002	Huan ni sawmli leh zan sawmli an angolh nung in agil hong kialta hi.
40004003	Khempa ahong pai a, akiang ah, “Pathian Tapa na hihleh hiai suangte tanghou suak ding in thu pia in,” achi hi.
40004004	Himahleh ama'n, “Tanghou kia in mihing ahing kei ding, Pathian kam a thupawtte in ahing zaw ding, chih gelh ahi ngal a,” chi in adawng hi.
40004005	Huai zoh in, diabol in kho siangthou ah apilut a, Pathian tempul tungzum ah akoih a,
40004006	akiang ah, “Pathian Tapa na hihleh kikesak in; ‘Na tungthu ah a-angelte thu ape ding a, akhut un ahon dom ding uh, huchi lou in zaw na khe in suang na sui kha ding,’ chih gelh ahi ngal a,” achi hi.
40004007	Jesu'n akiang ah, “Toupa na Pathian ze-et ke'n chih gelh ahi zaw,” achi hi.
40004008	Huan diabol in tang sangtak ah api nawn a, khovel gam tengteng leh athupina a-ensak hi.
40004009	Huan akiang ah, “Bokkhup in hon bia in, hiai tengteng ka hon pe ding,” achi hi.
40004010	Huaitak in Jesu'n akiang ah, “Setan, hiai a kipan paimang in, Toupa na Pathian na biak ding, ama nna kia na sep ding ahi chih gelh ahi ngal a,” achi hi.
40004011	Huai zoh in diabol in apaisanta a, ngai in, angelte'n amah nna ahong sepsak uhi.
40004012	Huan Johan aman uh chih Jesu'n azak phet in, Galili ah akihemkhia hi.
40004013	Nazaret khua apaisan a, Kapernaum ah a-om nilouh a, huai tuh Zebulun leh Naphtali uk, tuipi gei a om ahi a,
40004014	zawlnei Isai kam a thugenkholh tangtunna ding ahi:
40004015	“Dil lam a, Jordan gal a, Zebulun gam leh Naphtali gam, Zentelte Galili gam a,
40004016	mial nuai a tute'n vak thupi amu ua, sihna lim nuai a tute tung ah vak ahong suakta,” chi a agen hong tuntheihna ding in.
40004017	Huai hun a kipan in Jesu'n, “Kisik un! Van lalgam anaita,” chi in thu agenta hi.
40004018	Huan Galili Tuipi gei a avak kawm in, unau nih Simon Peter kichi a-unau Andru toh, tuipi ah len pai lai amu a; amaute ngamanmi ahi him uhi.
40004019	Ama'n akiang uah, “Hon zui un, mihing man ding in ka hon bawl ding,” achi hi.
40004020	Huchi in alente uh nuse pah in amah azuita uhi.
40004021	Huan huai a kipan apai zel a unau dang nih, Zebedai tapa Jakob leh a-unau Johan, apa uh Zebedai kiang a long a alente uh bawlpha in amu a; amaute asam hi.
40004022	Huchi in long leh apa uh nuse pah in amah azuita uhi.
40004023	Jesu'n asinagogte ua thu hilh in, lalgam tanchinhoih gen in, mite natna chiteng leh hatlouhna chiteng hihdam in Galili gam tengteng ah apai vialvial hi.
40004024	Siria gam tengteng ah atanchin athangta a, akiang ah mi damlou tengteng damlouhna leh natna chih thuakte, dawimatte, kaih veite leh zawte ahon pi ua, ana hihdam hi.
40004025	Galili gam a kipan, Dekapolis a kipan, Jerusalem leh Judia a kipan leh Jordan gal a kipan in mipi tampitak in amah azui uhi.
40005001	Huchi in mipite amuh in tang a paitou in atu a, akiang ah anungzuite hong pai uhi.
40005002	Huan thu agen a, amaute thu ahilh hi.
40005003	“Lungsim a gentheite ahampha uh, van-gam amaute a ahi ngal a.
40005004	Lungkhamte ahampha uh, khamuan a om ding ahi ngal ua.
40005005	Thunuailutte ahampha uh, leigou luah ding ahi ngal ua.
40005006	Diktatna lunggulh a gilkial leh dangtakte ahampha uh, tai ding ahi ngal ua.
40005007	Zahngaitheite ahampha uh, zahngaihna mu ding ahi ngal ua.
40005008	Lungsim a siangthoute ahampha uh, Pathian mu ding ahi ngal ua.
40005009	Lemna bawlte ahampha uh, Pathian tate chih ding ahi ngal ua.
40005010	Diktatna ziak a sawina thuakte ahampha uh, van-gam amau a ahi ngal a.
40005011	“Mi'n keimah ziak a ahon tai ua, ahon sawi ua, zuau a gilou chiteng a hon hek hun chiang un, na hampha uhi.
40005012	Kipak unla, nakpitak in nuam un, van ah na kipahman uh athupi ngal a; huchi mah bang in na ma ua zawlnei omte leng ana sawi zel uhi.
40005013	“Lei chi na hi uh, himahleh chi peng taleh, bang in ahia ahih al nawn ding? Paihkhiak a mihingte chilgawp ding louh ngal, bangmah ding in aphatuam kei hi.
40005014	“Khovel vak na hi uh. Mual tung a khopi om selguk theih ahi kei.
40005015	Mi'n khawnvak de in loh nuai ah akoih ngei kei ua, akoihna ah akoih zaw uhi. Huchi in insung a om tengteng atanvak hi.
40005016	Huchi mah bang in, na vak uh mite mitmuh ding in vak hen, huchi in na thil hoih hihte uh amu ding ua, na Pa uh van a om apahtawi thei ding uhi.
40005017	“Dan hiam zawlneite thu hihmang ding a hong pai in hon ngaihtuah kei un; hihmang ding a hong pai ka hi kei a, hihtangtung ding a hong pai ka hi zaw hi.
40005018	Chihtaktak in ka hon hilh ahi, lei leh van aman ma, avek a atunkim masiah uh dan thu a sutvom neuchik hiam, thaivom neuchik hiam, khat leng amang kei hial ding.
40005019	Huchi in kuapeuh hiai thupiak neupente lak a khat bohsia a, huai zui dia mite thuhilh peuhmah, van-gam ah mineupen akichi ding; himahleh kuapeuh zui a thuhilh behlapte, van-gam ah milian akichi ding hi.
40005020	Na diktatna un laigelhmite leh Pharisaite diktatna akhup kei in zaw van-gam ah na lut kei hial ding uh chih ka hon hilh ahi.
40005021	“Nidanglai a mite kiang ah, ‘Tual na that ding ahi kei,’ kichi leh, ‘Kuapeuh tualthat vaihawmna a ding in lauhuai in a-om ding,’ kichi na zata uh.
40005022	Ke'n zaw, kuapeuh a-unau tung a heh vaihawmna a ding in lauhthawnhuaitak in a-om ding. Kuapeuh a-unau selphou vaihawmte hawmsak a om lauhthawnhuaitak in a-om ding; ‘Nang mihai’ chi kuapeuh Gehenna mei a paih lauhthawnhuaitak in a-om ding uh, chih ka hon hilh ahi.
40005023	Huaiziak in maitam a na thilpiak na lat lai a na unau in na tung ah lung hihlouhna anei chih na theihkhiakleh,
40005024	huai maitam ma a na thilpiak nusia in pai inla, na unau kilempih in, huai zoh in na thilpiak lan in.
40005025	Na langpa toh vaihawmna inn zuan a lampi a na paikhawm lai un kilempih in, huchi lou in zaw na langpa'n thukhenmi khut ah hon pe dia, thukhenmi'n mimanpa kiang ah hon pe dia; suangkul ah hon khum kha ding hi.
40005026	Chihtaktak in ka hon hilh ahi, paihsa san khat nangawn na piak kim masiah huai a kipan in na pawtkhe kei hial ding hi.
40005027	“Nidanglai mite'n ‘Ang na kawm ding ahi kei’ achih uh na zata uhi.
40005028	Himahleh ke'n zaw kuapeuh etlahna lungsim toh numei en in, alungsim in angkawm ahi chih ka hon hilh ahi.
40005029	Na mit taklam in hon hihpukleh, khelkhia inla paihmang in; na pumpi Gehenna a pai sang in na pumpi a hiang khat manthat nang a ding in ahoihzaw hi.
40005030	Na khut taklam in hon hihpukleh, tankhia inla paihmang in; na pumpi a Gehenna a pai sang in, na pumpi a hiang khat manthat nang a ding in ahoihzaw hi.
40005031	“Kuapeuh zi ma in kimakna lai akiang ah pia heh, leng akichi.
40005032	Ke'n zaw kuapeuh kingaihna ziak hilou a zi ma in amah angkawmsak ahi, kuapeuh maksa nei nawn angkawm ahi chih ka hon hilh ahi.
40005033	“Nidanglai in mite kiang ah, ‘Zuau in kichiam ke'nla, Toupa kiang ah na kichiamnate tangtun zaw in,’ akichi chih leng na zata uhi.
40005034	Ke'n zaw ka hon hilh ahi, chiam himhim kichiam kei un; van lou in kichiam kei un, huai Pathian laltutphah ahi ngal a; lei lou in kichiam sam kei un, huai akhe ngakna ahi.
40005035	Jerusalem lou in kichiam sam kei un, huai Kumpipa thupitak khopi ahi.
40005036	Na lutang lou in na kichiam ding ahi sam kei, samzang khat lel leng na hihngou in, na hihvom thei ngal kei uhi.
40005037	Na thugen uh, ‘Ahi, hi henla,’ ‘Hilou, hilou,’ hi vanglak hen, akan-aval zaw gitlouhna asuak ahi.
40005038	“Mit sik in mit, ha sik in ha, akichi chih na zata uhi.
40005039	Ke'n zaw ka hon hilh ahi. Migilou nang kei un; na taklam biang bengte, alehlam leng doh zaw un.
40005040	Kuapeuh in na lak ah thusia bawl ut in, na puanak lak atupleh, na puanza leng lasak ngal in.
40005041	Huan mel khat pai dia hon phut kiang ah mel nih pai in.
40005042	Ahon ngen kiang ah pia inla, nang lak a leitawi nuam kiheisan ke'n.
40005043	“Na vengte it inla, na melmate hua in, akichi chih na zata uhi.
40005044	Ke'n zaw ka hon hilh ahi, na melmate uh it unla, hon sawite thumsak un.
40005045	Na Pa uh van a om tate na hihtheihna ding un. Ama'n migiloute leh mihoihte tung ah anisa asuaksak a, midiktatte leh diktatloute tung ah leng vuah azusak hi.
40005046	Nou hon itte kia na it un, kipahman bang ahia na muh ding uh? Siahkhon mite'n leng huchibang in ahih sam kei ua hia?
40005047	Huan na unaute kia uh chibai na buk un bang na hihtam tuan ua ahia? Zentelte'n leng hichibang in ahih sam kei ua hia?
40005048	Huchi in na Pa uh van a om ahoihkim sipsip bang in na hoihkim sipsip ding uh ahi.”
40006001	“Na diktatna nasepte uh mite ma a, mihing mitmuh ding a hih lou ding in pilvang un; huchi lou in zaw na Pa uh van a om kiang ah kipahman na nei kei ding uh.
40006002	“Huchi in mi kiang a thilpiak na piak in, milepchiahte'n mite phat alohtheihna ding ua sinagogte leh kongzing a ahih nak bang un na ma uah pengkul mut kei un. Chihtaktak in ka hon hilh ahi, amaute'n apahtakman uh angahta uh.
40006003	Nang zaw mi kiang a thilpiak na piak in, na khut taklam in ahih na khut veilam in thei kei hen;
40006004	na thilpiak aguk ahihtheihna ding in. Huchi in na Pa aguk a mupa'n pahtakman ahon pe ding hi.
40006005	“Huan na thum chiang un milepchiahte bang in na hih ding uh ahi kei; mi'n amuhtheihna ding un, sinagogte leh kongzing kathuam laitak khawng ah dingh kawm a thum a-ut se uhi. Chihtaktak in ka hon hilh ahi, amaute'n apahtakman uh angahta uh.
40006006	Nang zaw na thum chiang in, na dantan sunggil a lut in, na kongkhak khak inla, na Pa aguk a om kiang ah thum in. Huchi in na Pa aguk a mupa'n pahtakman ahon pe ding hi.
40006007	“Huan na thum un, Zentelte bang in gentuan mawkmawk kei un; apau tam ziak ua zak a om ding akisa uhi.
40006008	Huaiziak in amaute bang in om kei un, amah na nget ma ua na Pa un bangbang ahia na poimoh uh theigige ahi.”
40006009	Huchi in nou zaw hichibang in thum un: “Ka Pa uh van a om, na min kizahtak hen.
40006010	Na gam hong tung hen. Na deihlam van a akihih bang in, lei ah leng kihih hen.
40006011	Niteng ka nek khop uh an hon pia in.
40006012	Ka tung ua khialte ka ngaihdam bang un, nang leng ka khelhna uh hon ngaidam in.
40006013	Khemna ah hon pilut ke'nla, gilou lak ah hon hu zaw in, lalgam leh thilbawltheihna leh thupina Tangtawn a nang a ahih ziak in, Amen,” chi in.
40006014	“Mi atatleknate uh na ngaihdam uleh, na Pa uh van a om in leng hon ngaidam sam ding hi.
40006015	Himahleh mite tatleknate na ngaihdam kei ngal un, na Pa un na tatleknate uh angaidam sam kei ding hi.
40006016	“An na ngolh un leng, milepchiahte bang in nguimel pu kei un; amau zaw mite mitmuh a an ngawl a akilat theihna ding un, amel uh anguisak nak uhi. Chihtaktak in ka hon hilh ahi, apahtakman uh angahta uhi.
40006017	Nou zaw, an na ngolh chiang un na lu uh sathau nilh unla, na mai uh phiat un.
40006018	Huchi in na Pa uh aguk a om mitmuh lou ngal ah mihing mitmuh in an ngawl na bang kei ding ua; huchi in na Pa uh aguk a mupa'n pahtakman ahon pe ding hi.
40006019	“Lei a, leikha leh tui-ek in aneksiatna ah, gutate'n phenvang a agukna uah gou kikhol kei un.
40006020	Van ah, leikha leh tui-ek in aneksiatlouhna ah, gutate'n aphen ua aguklouhna uah, gou kikhol zaw un.
40006021	Na gou omna peuh uah na lungtang uh leng a-om ding hi.
40006022	“Pumpi khawnvak mit ahi; huchi a na mit achimleh avek in na pumpi atansuak ding hi.
40006023	Na mit asiatleh na pumpi avek in amial khin vek ding. Huchi in na sung a vak om pen mial hileh nak mial na tel in chia!
40006024	“Kuamah in heutu nih nna asemkop thei kei; khat hua in khat a-it ding; ahihkeileh, khat gum in khat asimmoh ding. Pathian leh sum nna na semkop thei kei ding uh.
40006025	“Huaiziak in ka hon hilh ahi. Bang ahia ka nek ding, bang ahia ka dawn ding, chi in na hinna thu uh leh; bang ahia ka silh ding, bang ahia ka ten ding, chi in na pumpi thu uh lunghimoh kei un. Nek ding sang in hinna athupizaw kei a hia? Silh-leten sang in pumpi leng athupizaw kei a hia?
40006026	Tungleng vasate en un; buh atuh kei ua, a-at kei uh, buh inn ah leng aseklut sam kei uh. Himahleh na Pa uh van a om in amaute avak hi. Noute amau sang a nakpitak a manphazaw hilou na hi uh maw?
40006027	Huan noute lak ah lunghihmoh ziak a kua'n ahia ama dunglam tong khat a hihsang thei tuan?
40006028	“Huan silh-le-ten thu bang ding a lunghimoh na hi ua? Gamlak lili pak khandan hoihtak in ngaihtuah un; nna asem kei ua, khau leng akhek kei uh.
40006029	Himahleh, ka hon hilh ahi, Solomon hial leng athupina tengteng a akizep in hiai lili pak khat bang in zep in a-om kei hi.
40006030	Huchi in gamlak loupa, tuni a hing a, azing a thuk a khul mai ding bawn Pathian in huchi lawmlawm a azepleh, aw nou gintawmte, silh-le-ten ding hon pe tawk na lou ding hiam?
40006031	“Huchi in bang ahia i nek ding, ahihkeileh bang ahia i dawn ding? Ahihkeileh bang silh in ahia i om ding chi in lunghimoh kei un.
40006032	Zentelte'n huai tengteng azong uhi. Hiaite tengteng na poimoh uh chih na Pa uh van a om in theigige ahi.
40006033	Agam leh ama diktatna zong masa un, huchi in hiaite tengteng ahon piak behlap ding hi.
40006034	“Huchi in azing a ding lunghimoh kei un; azing in amah a ding akilunghimoh tawm ding ziak in. Ni khat a ding in ni khat buaina ahun lel hi.”
40007001	“Vai hawmsak kei un, vai hawmsak na hihlouhna ding un.
40007002	Na vai hawmsak mah bang un hawmsak in na om ding uh, na tehna ngei mah un hon tehsak nawn ding uh.
40007003	Huan bangziak a, nangmah mit a singtum om ngaihtuah lou a, na unau mit a ninneng neuchik mu na hia?
40007004	Bangchi in na unau kiang ah, na mit a kipan huai ninneng neuchik hon lakhesak ve, na chih theih ding? Ngai in, nangmah mit mahmah ah singtum a-om nilouh ngal a.
40007005	Milepchiah, na mit a kipan singtum lakhe masa in; huchi in na unau mit a kipan ninneng neuchik lakkhiak ding kichiantak in na mu thei ding hi.
40007006	“Ui kiang ah thil siangthou pe kei un; vok ma ah na tuikepsuang uh pai kei un, achilse kha ding ua, huan kihei in nang ahon balzak kha ding uh.
40007007	“Ngen un, piak in na om ding uh; zong un, na mu ding uh; kiu un, hon honsak ding uh.
40007008	Kuapeuh angen in angah a; kuapeuh azong in amu a; akiu peuhmah honsak in a-om ding hi.
40007009	Ahihleh noute kuapeuh na tapa un tanghou ngen taleh, kua'n suang pe ding na hi ua?
40007010	Ahihkeileh ngasa ngen taleh, kua'n gul pe ding na hi ua?
40007011	Huchi hileh nou migilou in bawn, na tate uh thil hoih piakdan na theih un, na Pa uh van a om in angente thil hoih pe zaw sem lou ding hia?
40007012	“Huaiziak in mi'n na tung ua thil bangpeuh hih ding a na deih bang uh, mi tung ah leng hih sam un; huai Dan leh zawlneite thu ahi him hi.
40007013	“Kong kochik ah lut un; manthatna a paina kong aza a, alampi leng alian a, huai a lut tam leng atam mahmah uhi.
40007014	Hinna a paina kong akochik a, alampi aneu a, atawnte tawmchik ahi uh.
40007015	“Zawlnei takloute lak ah pilvang un, amaute belam vun silh in na kiang uah ahong pai nak ua, asunglam uh nge duhgawl pipi ahi uh.
40007016	Amaute agah uah na thei mai ding uh. Khaulingnei gui ah grep gah alou ngei ua hia? Lenling ah theipi a lou ngei ua hia?
40007017	Huchi mah bang in sing hoih peuhmah agah ahoih a; sing sia agah ase nak.
40007018	Sing hoih agah ase thei kei, sing sia agah ahoih thei sam kei hi.
40007019	Sing chih gah hoih lou aphuk ua, mei ah apai uhi.
40007020	Huaiziak in amaute agah uah na thei mai ding uhi.
40007021	“Toupa, Toupa, hon chi na peuh van-gam ah alut kei ding uh; ka Pa van a om deihlam hihte alut ding uhi.
40007022	Huai ni chiang in mi tampi'n, Toupa, na min in thute ka gen ua, na min in dawite ka delhkhia ua, na min in thillamdang tampi ka hih zel uh hilou hiam? achi ding uh.
40007023	Huai hun chiang in, ‘Nou thil gilou hihte aw, ka hon thei ngei kei, ka kiang a kipan paimang un, chi in amaute ka hilh ding hi.’
40007024	“Huchi in michih hiai ka thu za a, zui peuhmah, mipil suangpi tung a inn lammi toh ka tehpih ding hi.
