# language_name:	Mro (Khimi)
# closest ISO 639-3:	cmr
# year_short:	scraped 2026
# year_long:	Not available
# title:	Mro (Khimi)
# URL:	https://www.bible.com/bible/2473
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
61002010	Kniqkhoeqmaq la amlunq oeda niwn txuiq xui niwn he Kniqkhoeqmaq iwn pieriesa gan kneq de ne y de naha ta niwn kman niwn shma ji gan naqxin niwn shaukhoen poe by man de. Ama ji la xiq niwn on y, kathoeq lau vi de. Ama ji la khoeqshan iwn mimoen shanq niwn ji gan skoe than xiq y de.
61002011	Kman niwn shma ji khaan y bohan on niwn thoeq ji mtienq la khoeqshan iwn mimoen shanq niwn ji gan Kanma maq me bi ha skoe vanq y jo de.
61002012	Kman niwn shma ji la ama ji kneqthoenq y niwn kthanq ji gan thuiqsa hoenhoen u jo de. Ama ji akyq me ne niwn ji gan sha niwn rein niwn shtunshtoen ji he ga de. Shtunshtoen tneq ji la khimi ji nien ha mthi than kapien niwn ji ga de. Shma tneq ji ma shtunshtoen he pjau man de.
61002013	Ama ji la axy niwn khimi ji gan neremsausau than sha by beshe he Kniqkhoeqmaq la ama ji gan neremsausau than xoitha by man de. Kman niwn shma tneq ji la mniq kvanrauq me mtien la amlunq oeda niwn me xui ha amlunq mdinakyq u jo de. Ama ji la nan ji he vaan de nisa than nabien toen me ama ji la ajiwn sha ha kman niwn lan me xui voivoi u jo de. Ama ji sha niwn ji la k'jana hoi ha nan ji gan ma proepra he jo de.
61002014	Ama ji la dijiekre than nuipuidi ji gan shoeq ha sisi on ga de. Ama ji la ajie sha than ape niq me ma mna kau y de. Ama ji la Khristu gan khushlu yn y niwn khimi ji gan bau ha ajie sha than mhoiq u jo de. Ama ji la oerha amdaw on than katu u jo de. Kniqkhoeqmaq la khimi tneq ji gan tkrin by jo de.
61002015	Balen la xandi poe by niwn tkaan gan ne xiw de tkhoen kman niwn lan me xui than kauxiw pypy jo de. Ama ji la aghoi sha niwn knau ha a'shi lan me kahoiq lau vi de. Ama ji la Bawshaw spa Balen gan aku la ha xui u lau vi de. Balen la a'shi sha niwn avuiq khimi ji poe by niwn tkaan ji amdaw ne jo de.
61002016	Gadema Kniqkhoeqmaq la Balen gan ama a'shi ji sha niwn avuiq shephu gan joeq he by jo de. Pie tpie y niwn sphu la phoishma Balen gan khimi lonq de he tpie ha a'shi sha niwn kon mkhanq by jo de.
61002017	Kman niwn shma neq ji la tui kanqphyn niwn vaqdi he, lipui thaw ha khoeqmie kauruiq y niwn khoeqni he de. Dyde Kniqkhoeqmaq la vinqthunq xiw niwn mtynq me ama ji gan khe jo de.
61002018	Ama ji la khimi ji me mtu by degan ama ji haw niwn tangoe xiw naha haw niwn ji la tanshaan ga de. Ama ji la Khimi ji amlunq oeda niwn he on ha ja de naha Khimi ji me haw by jo de. Tynygy he ama ji la a'shi ji sha niwn kon loe thoi niwn khimi ji gan ajie sha beqtyn than m'jon jo de.
61002019	Khimi ji la Kniqkhoeqmaq iwn pieriesa ji gan xui voivoi than ne y dy de, voelivoela on ha ja de naha khimi ji gan kaudi poe by de. Gadema kman niwn shma ji khkhien la ama ji gan phjau than ajie iwn tanna jo de. Nagy mei nala, khimi la khimi gan mkaw na'iwn tanna kkrhau lau vi de.
61002020	Khimi ji la me ji iwn Kanma, txon niwn Kanma Jeishu Khristu gan mny niwn dhan he khoeqra neq iwn phjau she niwn a'shi ji kon loe khiwn gan a'shi tneq la khimi ji gan nanien beqtyn ha knaq vi de nala, kausy me Khristu gan yn y man niwn khaan y py ha shi goe man de.
61002021	Ama ji la Kniqkhoeqmaq la mdimkhiw ja de naha ta niwn alan gan katu y la, py ha hoi goe man de. Tloe ji mtu niwn pieriesa iwn alan gan mny ha Kniqkhoeqmaq iwn pieriesa gan kneq y niwn la py ha shi goe jo de.
61002022	Ama ji la pietun pieka me on he khuitan niwn gan mnui jo de. Khimi ji la, “Ui mie de la mloe ha ama mloe gan sa beqtyn lau vi de,” nade. Ama ji ma, “Tui mhaw khiwn niwn aw la kalawq kalaw beqtyn vi de,” nade.
61003001	Yn niwn aphau ji jy, ave sa neq la ke nan ji me natri niwn xan ni de mki sa jo de. Saxan ni de pauky me ke la nan ji mny tauti niwn ji gan shaudi napoe niwn he khuitan niwn gan ta than namsoe niwn jo de.
61003002	Ke la nan ji gan veshin me sepin seryiw niwn phoishma ji haw niwn pie ji he me ji iwn Kanma, txon niwn Kanma la tloe ji kon haw niwn t'ja ji gan ta than ne jo de.
61003003	Tangoe xiw niwn he nan ji gan namny he de ne jo de. Kaukiwn xiw niqva ji me soesa niwn khimi ji la thaw ha soesa ha ama ji oeda niwn txuiq xui u man de.
61003004	Ama ji la, “Khristu la vy beqtyn than kaudi khe niwn sy y na by. Dyde Ama la name mei. Me ji iwn pui-ui pi-i ji la diw dy de. Gadema Kniqkhoeqmaq khoeqra gan mriw thoi de niq kon axylypi ji la nygy sisi ga bu,” naha haw by man de.
61003005	Veshin me Kniqkhoeqmaq la txu niwn pie he khoeqshniq gan mriw jo de. Ama la klena kauniq gan tui thunq kon mthon ha klena kauniq gan tui he tpanqkliw jo de naniwn ama ji mny ja paumlau kani u jo de.
61003006	Kniqkhoeqmaq la tui gan kakon ha veshin iwn khoeqra gan tui man lein ha phjau jo de.
61003007	Tynygy txu niwn pie he ave on niwn khoeqshniq he klena kauniq gan me he phjau than khe jo de. Gadema Kniqkhoeqmaq la Ama gan kneq y niwn khimi ji gan tautun mkhoi ha phjau niwn mniq mtien man Ama la khoeqshan he klena kauniq gan mriekie ha khe jo de.
61003008	Gadema yn niwn aphau ji jy, ke ave haw niwn ji gan haan man ma kani u ha y de. Kanma avuiq niq de naniwn la shni shtun haan de he ga de. Shni shtun haan de naniwn ma niq de he ga de. Me ji me shni shtun haan de niwn la Ama me niq de ga de.
61003009	Nagy mei niwn khimi ji ta beshe he Kanma la ama kaudi khe niwn ji gan sha than ajon sha y de. Ama la nan ji gan amlunqshau jo de. Ama la ape gan ma pjau than ne y jo de. Khimi ttyn anon dan ha ajie sha niwn knau than ne ga jo de.
61003010	Gadema Kanma iwn vy than mniq la tiexu lonq de he vy man de. Tneq ktiw me khoeqshniq la mrididu kapraw ha lauq vi man de. Khoeqshniq me on niwn kniq, xa, a'shi axylypi ji la kanpiwn man de. Klena kauniq he tneq konq me on niwn axylypi ji la kanpiwn man de.
61003011	Axylypi ji la tynygy he pjau u man de tkhoen nan ji la tne he niwn khimi kkrhau u shan de mei. Nan ji sha niwn axylypi me sepin ha Kniqkhoeqmaq gan amlunqkvaq he shan jo de.
61003012	Nan ji la Khristu vy than Kniqkhoeqmaq xieq ha khe niwn niqva gan kdon ha son u jo de. Tneq mniq ktanle tiwn than aghoi xiw gan sha u ja. Tneq mniq me Kniqkhoeqmaq la khoeqshan gan me he phjau by man de. Me tneq abiq he khoeqshan iwn kniq, xa, a'shi ji la koendawq man de.
61003013	Gadema Kniqkhoeqmaq la khoeqshan kautha he khoeqra kautha gan mriw man de naha kaudi khe dy jo de. Tneq me mdimkhiw niwn khimi axylypi ji ktau u man de. Tneq gan me ji kdon niwn jo de.
61003014	Dyde yn niwn aphau ji jy, nan ji la tneq axylypi ji kkrhau than kdon jo de tkhoen Kniqkhoeqmaq la nan ji gan sepin seryiw ha ajie on y niwn khimi ji naha nata than ka'ein u ja. Dyde Kniqkhoeqmaq la nan ji gan Ama he mduirui mduishaw on niwn gan nu man de.
61003015	Kanma la amlunq shaukre de naniwn nan ji amlunq me khekie de ne vi jo de. Nagy de mei nala, Ama la Khimi ji anon dan than aktiw gan poe de ne jo de. Ama la Khimi ji gan txon de ne de. Me ji khie niwn, yn niwn aphau Pawlu la Kniqkhoeqmaq ama gan poe by niwn pethon ji he nan ji me tynygy natri niwn jo de.
61003016	Ama iwn sa axylypi ji me tneq ji gan haw degan vaan de niwn kthanq ji gan tri niwn jo de. Gadema ama tri niwn sa thunq me nagy mei niwn ji la kneqthoenq than ielaukhauqkhauq jo de. Anienmrien katu y niwn khimi ji, yn niwn gan khuitan mny y niwn Khimi ji la kman niwn alan he ama ji gan mtu by jo de. Sepin Seryiw niwn Saboi thunq iwn axy niwn sa ji gan ma tynygy kman niwn alan he thuiq u jo de. Tynygy sha niwn dhan he Kniqkhoeqmaq la ama ji gan phjau by man de.
61003017	Gadema yn niwn aphau ji jy, nan ji la tneq ji gan mny tauti ga jo de tkhoen pysy u ja. Dyde pieriesa gan kneq y niwn khimi ji la nan ji gan nabau ha jonkre than namhoi y man de. Nan ji la khuitan niwn ji gan yn niwn knau y man de.
61003018	Me ji iwn Kanma, txon niwn Kanma Jeishu Khristu gan amlunqkvaq he niwn alan he ashau xinq voivoi u shi. Ama gan ma amdaw mny voivoi man de. Kanma ama la ave kon tshautkhon man mimoen shan niwn on ja jo shan. Amen.
62001001	Kausy niq kon on niwn ashau poe niwn piemkun kthanq gan ke ji la nan ji me natri jo de. Tne la ke ji the niwn, ke ji ami he nu ha niwn he tkhoen khi ha akoe he lau niwn jo de.
62001002	Ashau xinq niwn tneq la napaw dy de. Ke ji la nu khiwn ha nan ji gan nathuiq by niwn de. Tshautkhon xinq niwn tneq la Pe-e he vaan de on ha me ji me napaw ha ke ji la kthanq tneq nathuiq by niwn jo de.
62001003	Ke ji nu niwn, the niwn gan nan ji me ma by nathuiq by niwn jo de. Tynygy degan nienq me ji la aphau sha de dan man de. Me ji la Pe-e Kniqkhoeqmaq he aspa Jeishu Khristu he aphau sha niwn jo de.
62001004	Me ji hoelihoelanq niwn mlunq koipy than ke ji la neq gan natri niwn jo de.
62001005	Ke ji la kthanq tneq gan aspa Jeishu Khristu iwn the ha nan ji me nathuiq by niwn jo de. Kniqkhoeqmaq la kvan niwn jo de. Ama me vinqroe niwn tne ma on y de.
62001006	Me ji la ama he vaan de aphau sha ha on de natatlaan vinqroe niwn me on ha yn y niwn khimi ji he ashau xinq de nala khuitan niwn he on y, bau niwn ga de.
62001007	Gadema Kniqkhoeqmaq la kvanrauq niwn me on he me ji ma kvanrauq niwn me on de nala me ji la lonq de gan lonq de aphau sha ha aspa Jeishu iwn athi la me ji ajie axylypi gan namserauq man de.
62001008	Me ji la me ji me ajie on y de naha haw la me gan me bau niwn ga de. Kniqkhoeqmaq iwn khuitan niwn la me ji amlunq thunq me on y de.
62001009	Me ji ajie gan Kniqkhoeqmaq me kamthon ha thuiq de nala ama la kau'iwn than dan ha mdimkhiw de tkhoen me ji ajie gan namxoe de. Me ji hoi y sha niwn axylypi gan ma namserauq man de.
62001010	Me ji la ajie sha y de naha haw la Kniqkhoeqmaq gan a'bau naha kauq niwn de. Kniqkhoeqmaq iwn piemkun la me ji amlunq me khe y de naniwn gan mnui niwn jo de.
62002001	Ke khie niwn aqmon aqma ji jy, nan ji ajie sha y than sa neq gan ke natri jo de. Khimi lonq man ajie sha la ama avuiq Pe-e maq me haw than lonq de on de. Tneq la mdimkhiw niwn Jeishu Khristu jo de.
62002002	Me ji ajie ji gan Kniqkhoeqmaq namxoe ha than Khristu la luisui xaw kkrhau jo de. Me ji ajie than mkrhe sy y de. Khoeqra neq me on niwn ajie sha niwn khimi axylypi ji than luisui xaw kkrhau jo de.
62002003	Me ji la Kniqkhoeqmaq iwn t'ja gan kneq la me ji la ama gan mny de naniwn kadikhiw ha ja de.
62002004	Khimi lonq man la ama iwn t'ja gan kneq y klauq, “Ke la Kniqkhoeqmaq gan mny ja de,” naha haw la bau niwn ga de. Khuitan (Tkin) niwn la ama amlunq thunq me on y de.
62002005	Gadema me ji la ama iwn t'ja gan kneq de nala me ji la Kniqkhoeqmaq gan khie niwn khuitan koipy dy jo de. Me ji la Kniqkhoeqmaq he vaan de kamru niwn gan kadikhiw ha ja de.
62002006	Khimi lonq man la Kniqkhoeqmaq he vaan de kamru ha on niwn de naha haw la Jeishu Khristu ashau xinq niwn he on ha de.
62002007	Ke khie niwn aphau ji jy, ke nan ji me natri niwn la t'ja kautha sy y de. Kausy niq kon on niwn t'ja kauxiwn ga de. T'ja neq la nan ji the khiwn tauti niwn kthanq ga de.
62002008	Gadema ke la nan ji gan t'ja kautha natri de. T'ja tneq khuitan niwn la Khristu ashau xinq he nan ji ashau xinq niwn me ma khimi ji nu ha ja de. Nagy de mei nala vinqroe niwn lau la khuitan niwn kvan la kvanphra dy de.
62002009	Khimi lonq man kvanrauq niwn me ashau xinq ha on niwn de naha haw la me aphau gan mtiwliw la vinqroe niwn me on ja man de.
62002010	Khimi lonq man aphau gan khie niwn la kvanrauq niwn me ashau xinq niwn de. Dyde ama la mthuikhy ha ajie sha he than tne ma on y de.
62002011	Gadema khimi lonq man aphau gan mtiwliw la vinqroe niwn me on niwn de. Ama la vinqroe niwn me tkie ha ama name lyiw mei naniwn gan mny y de. Nagy de mei nala vinqroe niwn la ama gan amiju he by de.
62002012	Ke khie niwn aqmon aqma ji jy, nan ji ajie gan Khristu iwn amiq dhan he Kniqkhoeqmaq namxoe dy de tkhoen ke natri niwn de.
62002013	Pe-e ji jy, kausy niq kon on niwn Kanma gan mny de tkhoen nan ji gan ke natri niwn de. Shre ji jy, nan ji la Saten xuipui gan knaq de tkhoen nan ji gan ke natri niwn de. Ke khie niwn aqmon aqma ji jy, nan ji la Pe-e Kniqkhoeqmaq gan mny de tkhoen nan ji gan ke natri niwn de.
62002014	Pe-e ji jy, kausy niq kon on niwn Kanma gan mny de tkhoen nan ji gan ke natri khiwn dy de. Shre ji jy, nan ji la khushlu ha Kniqkhoeqmaq iwn piemkun la nan ji me on ha Saten xuipui gan knaq de tkhoen nan ji gan ke natri khiwn dy de.
62002015	Khoeqra neq he khoeqra neq me on niwn ji gan oeda nanq ja. Khimi lonq man khoeqra neq gan oeda la Pe-e Kniqkhoeqmaq gan khie ha y de.
62002016	Khoeqra neq me on niwn oeda niwn, ami he nu ha mdu niwn, me iwn inthunq ji gan kathoeq niwn, neq axylypi ji la Pe-e Kniqkhoeqmaq he klau niwn sy y de. Khoeqra neq he klau niwn ji ga de.
62002017	Khoeqra neq he khoeqra neq me on niwn ji gan oeda niwn la lau than ga de. Gadema Kniqkhoeqmaq aliw he sha niwn la tshautkhon ashau xinq ha on niwn de.
62002018	Ke khie niwn aqmon aqma ji jy, kaukiwn xiw ktiw la natiwn dy de. Khristu iwn txieq glein navy de naniwn gan nan ji the khiwn dy de. Ave mtien Khristu iwn txieq amdaw navy dy de. Dyde me ji la, kaukiwn xiw ktiw la natiwn dy de naniwn mny ha vi de.
62002019	Khimi tneq ji la me ji kon thaw ha lyiw vi de. Khuitan nala me ji he klau y dy de. Me ji tauphy me khuitan kauruiq de nala neq ji la me ji he vaan man on voivoi ha de. Gadema ama ji la thaw ha lyiw vi niwn la me ji he klau y de naniwn gan namnui niwn de.
62002020	Gadema Khristu la ama iwn Sepin Seryiw niwn Muiqxaq gan nan ji me napoe ha nan ji axylypi la khuitan niwn gan mny pi dy de.
62002021	Ke la nan ji gan natri niwn la nan ji la khuitan niwn gan mny y de tkhoen sy y, mny de tkhoen natri niwn ga de. Khuitan niwn kon bau niwn vy y naniwn gan nan ji ma mny u jo de.
62002022	Bau niwn khimi la ape mei. Jeishu la Khristu sy y naha haw niwn khimi ga de. Ama la Pe-e he aspa Jeishu Khristu gan kpha jo de. Khimi tneq la Khristu iwn txieq glein jo de.
62002023	Aspa gan kpha niwn khimi la Pe-e he aphau sha y de. Aspa gan kpha y niwn khimi la Pe-e he ma aphau sha ha ja de.
62002024	Kausy niq kon the niwn t'ja ji gan nanma ji amlunq thunq me khekie ja. Kausy niq kon the niwn t'ja gan amlunq thunq me khekie la nan ji la aspa he Pe-e he vaan de kamru man de.
62002025	Tne la Khristu me ji gan napoe than kaudi khe niwn tshautkhon ashau jo de.
62002026	Nan ji gan lan kman than nam'jon niwn khimi kthanq gan ke natri niwn de.
62002027	Nan ji gan Khristu la ama iwn Sepin Seryiw niwn Muiqxaq napoe dy de. Muiqxaq tneq la nan ji amlunq me on voivoi jo de. Dyde tkhoen nan ji gan axy niwn khimi ji namtu than ne y jo de. Sepin Seryiw niwn Muiqxaq la nan ji gan axylypi kthanq namtu de. Ama namtu niwn ji la khuitan ja de, bau niwn sy y de. Seryiw niwn Muiqxaq namtu niwn gan kneq ha Khristu he vaan man on u ja.
62002028	Ke khie niwn naqpi ji jy, Khristu he vaan man kamru voivoi ja. Tynygy nala Khristu navy beqtyn niwn mniq me me-e ji la ama maq me xiq de ne y de. K'ja de ma ne y de.
62002029	Khristu la mdimkhiw de naniwn gan nan ji mny ja de. Dyde Kniqkhoeqmaq iwn aliw he sha niwn khimi axylypi la Kniqkhoeqmaq iwn spi ji de naniwn gan nan ji mny ha niwn de.
62003001	Pe-e Kniqkhoeqmaq la me ji gan najie de nakhie thaan mei naniwn ta ja. Kniqkhoeqmaq la me ji gan ama iwn spi ji naha kauq jo de. Me ji la ama iwn khuitan spi ji jo de. Khoeqra neq he klau niwn khimi ji la me ji gan mny y niwn la Kniqkhoeqmaq gan mny y de tkhoen jo de.
62003002	Ke khie niwn aphau ji jy, ave me ji la Kniqkhoeqmaq iwn spi ji jo de. Gadema ave maq me me-e ji nagy kkrhau mei naniwn mny y man de. Gadema Khristu nathaw degan me ji la ama he kkrhau man de. Nagy de mei nala ama khuitan kkrhau niwn gan me ji nu ha man de.
62003003	Khristu gan kdon niwn khimi axylypi la Khristu sepin seryiw beshe he ama gan ama sepin seryiw than kamrie shan de.
62003004	Ajie ji gan sha niwn khimi la Kniqkhoeqmaq iwn pieriesa gan jiekre niwn de. Nagy de mei nala ajie la Kniqkhoeqmaq iwn pieriesa gan jiekre niwn de.
62003005	Khristu la me ji ajie gan la ha mhenq than navy niwn gan nan ji mny ja de. Ama me ajie tne ma on y de.
62003006	Khristu he vaan de kamru niwn khimi la ajie ji gan sha voivoi y dy de. Gadema ajie ji gan sha voivoi niwn khimi la Khristu gan nu kau ve y, mny y niwn de.
62003007	Aqmon aqma ji jy, nan ji gan ape ma nam'jon ha y than pysy u ja. Kniqkhoeqmaq haw niwn hoibaw hoitran niwn gan sha niwn khimi nien Kniqkhoeqmaq maq me mdimkhiw niwn ga de. Neq he niwn khimi ji la Kniqkhoeqmaq maq me Khristu he mdimkhiw niwn jo de.
62003008	Ajie ji gan sha voivoi niwn khimi la Saten xuipui he klau ga de. Nagy de mei nala Saten xuipui la kausy niq kon ajie ji gan sha de tkhoen de. Dyde Kniqkhoeqmaq iwn Spa la Saten xuipui sha niwn maqtanq shi ji gan phjau than vy niwn jo de.
62003009	Kniqkhoeqmaq iwn spi ji naniwn la ajie ji gan sha voivoi y de. Kniqkhoeqmaq iwn ashau la ama ji thunq me on niwn tkhoen de. Kniqkhoeqmaq la ama ji iwn Pe-e jo de tkhoen ajie ji gan sha voivoi y dy jo de.
62003010	Dyde Kniqkhoeqmaq iwn spi ji, Saten xuipui iwn spi ji naniwn gan tynygy namny ha jo de. Mdimkhiw niwn gan sha y niwn khimi, aphau ji gan khie y niwn khimi ji la Kniqkhoeqmaq iwn spi ji sy y de.
62003011	Nan ji kausy niq kon the niwn kthanq la lonq man gan lonq man kakhie shan de nade.
62003012	Anaqpi gan kamthi, Saten xuipui he klau niwn Kaina he kkrhau ha y de. Nagy de Kaina la anaqpi gan mthi by mei nala ama la a'shi sha ha, anaqpi la mdimkhiw de tkhoen de.
62003013	Aphau ji jy, khoeqra neq he klau niwn khimi ji la nan ji gan namtiwliw la m'an u nanq ja.
62003014	Me ji la lonq de gan lonq de kakhie de tkhoen diw niwn kon ashau xinq niwn me koen de naniwn mny ha vi de. Aphau ji gan khie y niwn khimi la diw niwn khimi he ga man de.
62003015	Aphau gan mtiwliw niwn khimi la khimi kamthi he ththein de. Diw niwn khimi thunq me tshautkhon ashau on y de.
62003016	Jeishu Khristu la ama ashau gan me ji than napoe de tkhoen khie niwn la tne mei mny ha ja de. Me ji ma aphau ji than ashau gan poe shan de.
62003017	Khimi lonq de ama kaurein thaan ha aphau nere niwn gan tkhoen xoexoe ha on ga de nala Kniqkhoeqmaq gan khie de naha haw ha y de.
62003018	Ke khie niwn aqmon aqma ji jy, me ji kakhie niwn la pie he haw niwn mkrhe sy y. Khuitan niwn he hoi niwn ji gan sha ha me ji khie niwn gan mnui u shi.
62003019	Tynygy he me ji la khuitan niwn he klau de naniwn gan mny hana Kniqkhoeqmaq maq me mduirui mduishaw man de.
62003020	Me ji ta niwn la me ji gan nabi nala Kniqkhoeqmaq la me ji ta niwn khaan y amdaw hoe jo de. Dyde axylypi gan mny pi jo de.
62003021	Ke khie niwn aphau ji jy, me ji ta niwn la me ji gan nabi y dy de nala Kniqkhoeqmaq maq me me-e ji xiq de ne y de.
62003022	Me ji la ama iwn t'ja ji gan kneq ha ama amlunqkvaq de nala me ji saxein mke niwn ashiqshiq gan Kniqkhoeqmaq napoe man de.
62003023	Kniqkhoeqmaq iwn t'ja la; Aspa Jeishu Khristu gan yn than de. Ama iwn t'ja he lonq man gan lonq man kakhie ha de.
62003024	Ama iwn t'ja gan kneq niwn khimi la Kniqkhoeqmaq he vaan de kamru niwn de. Kniqkhoeqmaq ma ama he vaan de kamru niwn de. Kniqkhoeqmaq la me ji thunq me on niwn gan mny ha jo de. Nagy mny ha mei nala ama la me ji gan napoe niwn Sepin Seryiw niwn Muiqxaq la me ji thunq me on de tkhoen jo de.
62004001	Ke khie niwn aphau ji jy, Kniqkhoeqmaq iwn Muiqxaq la ke me on de naniwn khimi ttyn gan yn u nanq ja. Khimi lonq de Kniqkhoeqmaq iwn Muiqxaq he haw mei, haw y mei naniwn msan u ja. Phoishma he ajiwn sha niwn amdaw ji la khoeqra mtynq ttyn me lyiw pi dy de.
62004002	Khimi lonq de Kniqkhoeqmaq iwn Muiqxaq he haw niwn gan nygy mny ha ja de. Jeishu Khristu la khoeqra neq me khimi kkrhau ha vy niwn de naha haw niwn khimi la Kniqkhoeqmaq iwn Muiqxaq he haw niwn de.
62004003	Gadema Jeishu Khristu la khoeqra neq me khimi kkrhau ha vy niwn sy y de naha haw niwn la ama me Kniqkhoeqmaq iwn Muiqxaq on y de. Muiqxaq neq la Khristu iwn txieq glein iwn muiqxaq ga de. Neq la vy dy de naha the jo de. Khoeqra neq me ave mtien la on tauti dy de.
62004004	Aqmon aqma ji jy, nan ji la Kniqkhoeqmaq he klau de tkhoen ajiwn sha niwn phoishma ji gan knaq dy de. Nagy de mei nala nan ji thunq me on niwn Sepin Seryiw niwn Muiqxaq la khoeqra neq me on niwn muiqxaq khaan y hoe xiw de tkhoen jo de.
62004005	Ajiwn sha niwn phoishma ji la khoeqra neq he klau niwn ga de. Dyde ama ji mtu niwn la Kniqkhoeqmaq gan mny y niwn khimi ji mtu he ga de. Kniqkhoeqmaq gan mny y niwn khimi ji la ama ji mtu niwn gan kneq u jo de.
62004006	Me ji la Kniqkhoeqmaq iwn khimi ji jo de. Kniqkhoeqmaq gan mny niwn khimi ji la me ji mtu niwn gan kneq ja de. Kniqkhoeqmaq gan mny y niwn khimi ji la me ji mtu niwn gan kneq y de. Tynygy de khimi lonq de me khuitan niwn Muiqxaq, sy y la bau niwn muiqxaq on de naniwn mny ha ja de.
62004007	Ke khie niwn aphau ji jy, kakhie niwn la Kniqkhoeqmaq iwn vy niwn de tkhoen me ji la lonq man gan lonq man kakhie u shi. Aphau ji gan khie niwn khimi la Kniqkhoeqmaq iwn spi jo de. Kniqkhoeqmaq gan mny ja de.
62004008	Aphau ji gan khie y niwn la Kniqkhoeqmaq gan mny y de. Nagy de mei nala Kniqkhoeqmaq la khie niwn jo de.
62004009	Kniqkhoeqmaq la ama me lonq de xdyn niwn Spa gan khoeqra neq me natoeq niwn he me ji gan ama nakhie niwn namnui jo de. Aspa tneq dhan he me ji la khuitan niwn ashau gan dan jo de.
62004010	Khuitan khie niwn la me ji la Kniqkhoeqmaq gan khie niwn sy y de. Ama la me ji gan nakhie niwn la Aspa gan me ji iwn ajie namxoe than natoeq niwn jo de.
62004011	Ke khie niwn aphau ji jy, Kniqkhoeqmaq la me ji gan tynygy nakhie thaan la me ji ma lonq man gan lonq man kakhie shan ja de.
62004012	Kniqkhoeqmaq gan ape ma nu kau ve y jo de. Gadema me ji lonq man gan lonq man kakhie la, Kniqkhoeqmaq la me ji he kamru ha on de. Ama iwn khie niwn la me ji thunq me koipy on de.
62004013	Ama la me ji gan ama iwn Muiqxaq gan napoe dy de tkhoen Kniqkhoeqmaq la me ji he vaan de kamru jo de. Me ji la Kniqkhoeqmaq he vaan de kamru niwn gan me ji mny ha jo de.
62004014	Pe-e Kniqkhoeqmaq la khimi axylypi ajie poe niwn kon txon than Aspa gan Khoeqra neq me natoeq niwn ke ji nu ha thuiq niwn jo de.
62004015	Jeishu la Kniqkhoeqmaq iwn Spa ja de naha sanrau haw niwn khimi he Kniqkhoeqmaq la vaan de kamru niwn jo de. Kniqkhoeqmaq la khimi tneq he vaan de kamru niwn jo de.
62004016	Dyde Kniqkhoeqmaq la me ji gan nakhie niwn gan mny ha kau'iwn u jo de. Kniqkhoeqmaq la khie niwn jo de. Khimi lonq de Kniqkhoeqmaq he axy niwn khimi gan khie voivoi niwn la ama la Kniqkhoeqmaq he vaan de kamru niwn jo de. Kniqkhoeqmaq ma ama he vaan de kamru niwn jo de.
62004017	Ama iwn khie niwn la me ji thunq me koipy dy de. Dyde Kniqkhoeqmaq la khoeqra neq me on niwn khimi axylypi gan tautun mkhoi niwn mniq me Kniqkhoeqmaq gan xiq de ne y de. Nagy de mei nala me ji la Khristu ashau xinq beshe he me-e ji la khoeqra neq me ashau xinq de tkhoen jo de.
62004018	Kniqkhoeqmaq gan khie niwn khimi la Kniqkhoeqmaq gan xiq y de. Koipy khie niwn la xiq niwn gan mkhanq rauq vi de. Kniqkhoeqmaq la ajie napoe man de naha ta niwn khimi la xiq jo de. Dyde xiq niwn khimi lonq de me Kniqkhoeqmaq iwn khie niwn koi y man de.
62004019	Kniqkhoeqmaq la me ji gan nakhie ma de tkhoen me ji la khie niwn ga de.
62004020	Khimi lonq de la, “Ke la Kniqkhoeqmaq gan khie ja de,” naha haw ha ama phau gan mtiwliw ja man la neq la a'bau ga de. Nu ha niwn aphau gan mtien khie y la, nu ha y niwn Kniqkhoeqmaq gan ma khie ha y de.
62004021	Ama la me ji than, “Kniqkhoeqmaq gan khie niwn khimi la aphau ji gan ma khie ha de,” naha t'ja neq nakhe by jo de.
62005001	Jeishu la Khristu de naniwn gan yn niwn khimi axylypi la Kniqkhoeqmaq iwn spi jo de. Ape-e gan khie niwn khimi axylypi la aspi ji gan ma khie u jo de.
62005002	Me ji la Kniqkhoeqmaq gan khie ha ama iwn t'ja gan kneq la Kniqkhoeqmaq iwn spi ji gan khie man de naniwn mny jo de.
62005003	Me ji la Kniqkhoeqmaq gan khie de naniwn la ama iwn t'ja ji gan kneq niwn jo de. Ama iwn t'ja la kneq than ielaukhauqkhauq y de.
62005004	Nagy de mei nala Kniqkhoeqmaq iwn spi axylypi la khoeqra neq gan knaq ha ja de. Khoeqra neq gan knaq niwn la Jeishu Khristu gan yn de tkhoen jo de.
62005005	Jeishu la Kniqkhoeqmaq iwn Spa de naha yn niwn khimi nienq khoeqra neq gan knaq ga de.
62005006	Jeishu Khristu la Khoeqra neq me vy ha Jawhen la ama gan tui he batizen poe by de. Kaukiwn me ama diw degan athi thaw jo de. Ama la tui he mkrhe vy niwn sy y de. Tui he athi he pauky vy jo de. Sepin Seryiw niwn Muiqxaq la tneq ji khuitan de naniwn me ji gan mnui jo de. Nagy de mei nala Sepin Seryiw niwn Muiqxaq la khimi ji gan khuitan niwn mnui ja voivoi jo de.
62005007	Shaushi lonq thunq de on jo de.
