word	count
hlimnaa	1
Ruamte	1
Hlimin	1
hriattîrang	1
hlawhchhamtîr	1
Fakin	1
Khawihnûn	1
Tawlailîra	1
thlalêrte	1
JAA	1
malte	1
vânneihnaah	1
Sipaiho	1
nghâktunu	1
îtsîka	1
phurhsaktu	1
khuangte	1
bêngho	1
tuihnaa	1
Lalhovin	1
Kûna	1
rahchhan	1
pilnaahte	1
nghahnaah	1
rulhtîr	1
Zahnain	1
chhetute	1
piltîr	1
hliamate	1
lungngaihzia	1
tilawm	1
Tuifinriatte	1
dawhin	1
kaihin	1
chawimawinain	1
Chhanhimtu	1
tara	1
Perhkhuangin	1
Pachhe	1
Pachhiain	1
vânneihzia	1
tihfaia	1
bonaa	1
Chhiatnaahte	1
taktea	1
remruatnain	1
uiresantu	1
inhumhimnaah	1
khûk	1
hmasanga	1
Dotuten	1
bing	1
hreipuia	1
hreitê	1
titlusawpin	1
Phawrh	1
huk	1
awmnain	1
Uangthuang	1
khawng	1
Tihsânna	1
chawhpawlhin	1
Inbeih	1
hmuhtîrte	1
hnâwm	1
Mihringten	1
Puarna	1
atlehtîr	1
zingin	1
Hawikîr	1
Chungûte	1
Thinrimna	1
Him	1
sângtein	1
siamtein	1
Berâmpui	1
inhnialnaah	1
chawrnote	1
palte	1
sanghal	1
tihchaka	1
ngaihnawm	1
kho	1
Manganin	1
thuaiin	1
buhchangrumin	1
khawizûin	1
Pathianhote	1
sisawp	1
tihzaha	1
chawngzawngin	1
lehzualnaah	1
hnaihah	1
lâmate	1
mangannatein	1
Kârkhipin	1
Hmunah	1
theihnghilhna	1
Jaa	1
nghahtîr	1
luipuiahte	1
ṭhatsak	1
thlauthlain	1
tihtawisak	1
rinawmnaa	1
chenah	1
nimin	1
duahin	1
tihmanganin	1
hialna	1
reinain	1
hnathawhin	1
lantîrna	1
vuahtu	1
thununtu	1
rehah	1
Khawmual	1
ngaihsual	1
Thliarkâr	1
kâwlphete	1
Tawtawrâwtte	1
famkimah	1
ngainain	1
Siama	1
tleirâwlna	1
tuchhuan	1
khang	1
po	1
rahtein	1
hmanah	1
tihlâwmna	1
tihmawmna	1
tihchakna	1
phunate	1
Vacha	1
ṭheuhvahte	1
hausaknain	1
Sawmi	1
lawngpuite	1
inkhêl	1
kawlin	1
chungûin	1
Hrik	1
Pangangte	1
rovahte	1
peksak	1
nihlawhna	1
chanho	1
tihalhin	1
tihtlûkna	1
tihtlûka	1
fanutein	1
hnathawhtea	1
tihbawrhbânin	1
titlaiin	1
intihrehawm	1
chungtea	1
ûpah	1
Upaho	1
Tuihnate	1
alah	1
Lote	1
pulh	1
dawtheiin	1
huatnain	1
Rorêlsaka	1
Kawrfuala	1
inhrên	1
Khaukhuap	1
Kawra	1
Hmunte	1
zahawmin	1
rengtîr	1
thupêkahte	1
Intihnuai	1
Pachhia	1
Fanau	1
tihkîrin	1
Hnârte	1
Kutte	1
Kete	1
hrawkin	1
Tihhniamin	1
q	1
Khuaite	1
Hêngah	1
Tleirâwlin	1
ruatsaktute	1
thuhriattîrahte	1
Duhâmna	1
dîpdâl	1
beiseitîr	1
khualzinna	1
suaksualho	1
hruaihrualte	1
thuruatahte	1
khuarkhurumte	1
Tarte	1
rochunah	1
tihlimtu	1
bosantu	1
Chapoten	1
vênte	1
ûmho	1
Hmasângah	1
sawipuiin	1
ngainatzia	1
lingte	1
muthluin	1
Chhiahhlawhnu	1
Hmuhsitnain	1
hmuhsitnain	1
kamtute	1
kuttea	1
kawitea	1
pêngho	1
Mumanga	1
mangtute	1
nuihin	1
tuhte	1
Vânglai	1
thawvengin	1
ṭiakte	1
Leilettuten	1
Vuai	1
pêltuten	1
Ṭiha	1
Vêngtuten	1
lutukahte	1
tleiin	1
tikhui	1
chhama	1
tiamzia	1
Mutmu	1
Jaar	1
nngeih	1
diala	1
Lua	1
lalpate	1
Finnaa	1
duaitu	1
tihhlumsaka	1
phawka	1
kaitîra	1
tuipuisuthlahahte	1
tiretheituten	1
Pathianho	1
zârin	1
ruhrel	1
dotuahte	1
Do	1
puitlintîr	1
Meilingte	1
Mi'n	1
lênahte	1
tikûnin	1
buhzêmte	1
Sîng	1
phûlahte	1
bâwngpaten	1
tîtîah	1
ṭanpuitua	1
rilṭamte	1
Lungchhiate	1
tawpintai	1
hliahtîr	1
hrâmte	1
vawhna	1
thlipuite	1
Rannungte	1
khaidiata	1
phênglâwngin	1
fiak	1
pârṭhi	1
hlâwknaa	1
mâwlna	1
hmuhsitnaah	1
âten	1
suangtuahnain	1
hlawhtlinnain	1
dawna	1
chhita	1
auhva	1
Hleih	1
Remhriatnain	1
sâwrkhur	1
hmangaihte	1
Hriatnain	1
thutte	1
phute	1
Ngaihngam	1
Kawhmawh	1
kaisânna	1
duata	1
Theihnghilh	1
pansan	1
zahawmah	1
Mawina	1
pheichheh	1
Vawng	1
Pumpelh	1
tir	1
tirualrem	1
pênin	1
rualrem	1
thahruiin	1
tuichhunchhuaha	1
Zukpui	1
tihrualremsak	1
thlunin	1
Ramdangmi	1
mutthlûktîr	1
vehtu	1
fanghmîr	1
ngal	1
tuhtute	1
zirtîrnain	1
Nawhchizuarnu	1
themah	1
Uirenu	1
Thîkthuchhiatna	1
zungṭangah	1
zâwngdaikalh	1
ṭhuam	1
Tlângnêl	1
Ngun	1
lazaia	1
thakthîngtein	1
tirimtui	1
mawinain	1
tihfin	1
Savain	1
zirtîrnate	1
Hotuten	1
tlo	1
siamsaka	1
Chên	1
tihtauh	1
thiamnaah	1
tihpun	1
ṭhuphahah	1
rila	1
inchhêk	1
siaitu	1
Huatnain	1
zêptu	1
hû	1
nuamsip	1
Ṭhâwngaleivir	1
virin	1
tihsawnin	1
paiin	1
Inhruaina	1
Mawhphurtua	1
Pâwng	1
Sem	1
Mamawh	1
kawmpui	1
kawmpuitu	1
dinhmun	1
Zahpuiawm	1
timawihtu	1
Lungkham	1
ramvâka	1
Hausaa	1
Retheia	1
intlanna	1
khawnvâr	1
tihrîral	1
tihkhawtlai	1
inthlen	1
ngaisângtu	1
Nuihnaah	1
intilungawi	1
Thinram	1
tlêmnaah	1
Felnain	1
Chhânna	1
Luhlulna	1
lungchhiatna	1
pênsantu	1
tilungchhe	1
inhrai	1
anhnah	1
chawa	1
thluak	1
ruahmante	1
ṭihnain	1
Ip	1
Kâ	1
chîk	1
Hnathawk	1
nunrâwngin	1
pettu	1
bura	1
diriamtu	1
Savawm	1
Inhnial	1
hnâm	1
phurtuah	1
khawihnaah	1
tikikawi	1
kâwlkilah	1
remhriaa	1
Ngaihthlâk	1
ahmaa	1
Ṭhumvâwrin	1
intihchhiatna	1
Ke	1
Sumin	1
Nunkhaw	1
Chhiahhlawhin	1
tihnelsak	1
Dâwngdahnain	1
Beiseiawm	1
mâwlin	1
tiretheia	1
nuihzatbûra	1
Zupui	1
Intihbuaina	1
Mut	1
lungtêin	1
Thimtham	1
tihmihsak	1
zahngaihnaa	1
tundinin	1
Pem	1
pawmawm	1
hrema	1
Nawmsakna	1
phunchiar	1
Hmusittua	1
tiruh	1
Hnehna	1
ngainatawm	1
hmanghria	1
inrunluihna	1
paihthlâksak	1
tualthi	1
tlawntu	1
lêtpui	1
Intiamkamte	1
Leiba	1
intiamkamtute	1
hmakhawsânga	1
dunin	1
Intihausa	1
tuihnaite	1
ngaimawhna	1
thufingte	1
Hmakhawsânga	1
Nguinain	1
chungpik	1
Âwmkhauh	1
Beih	1
Thah	1
Khawithlâr	1
zilhhautute	1
ṭaiṭênin	1
lungpalte	1
chhertuin	1
tihhnuai	1
Ṭhutphah	1
Inbei	1
tihngaihna	1
Zilhtu	1
insawia	1
Dawhtheihnain	1
Tuboh	1
bal	1
sihfên	1
hlih	1
pema	1
chingal	1
chhek	1
kiantu	1
Nipuia	1
Vâng	1
Thîrbarh	1
chahtu	1
Kawpzaa	1
Meiling	1
tivâmtu	1
Ân	1
tuiêka	1
tihbuaina	1
fawhna	1
rimtuiin	1
remruatpuina	1
Lamhla	1
ânchhiaa	1
Khawchêng	1
Angkhat	1
zâwngah	1
sukin	1
Kêlte	1
Ramin	1
renchham	1
tipungtu	1
khâwlsak	1
hnuchhawntu	1
botîrtu	1
hlawhtlinnaah	1
zêptute	1
Zêp	1
inpuanga	1
tikhauhtu	1
Hausak	1
Tiboraltu	1
Maimitchhînsantu	1
dinchanin	1
Zilhhau	1
tirîral	1
ngaihthiamna	1
punin	1
tladah	1
luat	1
Jakeha	1
Agura	1
Ukala	1
ahluanah	1
fûntu	1
Dawthei	1
dâwtte	1
tihsawnsak	1
Pachhiatna	1
tlaipuar	1
êmte	1
tehrêng	1
saihlît	1
choâkin	1
Mupuinoten	1
nulain	1
reuh	1
Fanghmîr	1
ṭhâlah	1
Sazupui	1
chhiaṭha	1
lungpuiahte	1
Khaute	1
Daidêpte	1
inham	1
âthlâk	1
chawhin	1
hnutekhal	1
Hnâr	1
Tihthinur	1
luihnain	1
Lemuela	1
Lemuel	1
Rorêltuten	1
rakzû	1
rakzu	1
Ṭawngtheilote	1
Hnuchhawnho	1
Chhawrna	1
Khawvâr	1
Chaknain	1
hmuithal	1
Chhuatphah	1
Lazai	1
Sumdâwngte	1
Dâwngdahna	1
Engthâwli	1
thawhah	1
siak	1
Nuih	1
âtthâkzia	1
intihhlima	1
tâwl	1
Ngawa	1
Chhiahhlawhpate	1
chhiahhlawhnute	1
hlah	1
tlawktlaw	1
tidawng	1
thiamnate	1
rimtu	1
hahna	1
thawhnaah	1
intinuam	1
Ṭhiat	1
Sûn	1
Vawn	1
Tihthlêr	1
Ngawih	1
Hnathawktuin	1
thuhmunin	1
inhnehchhiahna	1
awhawm	1
inṭâm	1
hahdama	1
phîlîa	1
nawmsakna	1
Pahnih	1
khaidingtu	1
innghêng	1
hrual	1
retheia	1
mangphan	1
Tiam	1
diknate	1
lehzualte	1
kulmût	1
Châkna	1
Hmêla	1
ṭânglaiah	1
ṭangkaizia	1
tihkawih	1
Chhiat	1
phian	1
Kherkhiap	1
Suaksual	1
bâwrâwna	1
tikhirhkhân	1
thutâwp	1
tihsei	1
hram	1
intlânsiaknaah	1
themthiamin	1
hlauhawma	1
zâwldawhnain	1
Rorêltua	1
hniama	1
laitu	1
Hungna	1
ektu	1
hlauhthâwn	1
bila	1
Zawmthâwt	1
Tangkain	1
neiten	1
Chan	1
intiruak	1
pawisatuin	1
enthlatuin	1
Ṭhalaite	1
kaikûna	1
Tukverha	1
Râwt	1
chuaia	1
Zai	1
chaha	1
khaikhâwmna	1
fawhnate	1
tâwnah	1
iai	1
sâin	1
vêngah	1
hniakhnungah	1
kêltête	1
sakawrlâ	1
Ṭhutna	1
ṭânglaia	1
henna	1
lungtiawi	1
inchhunte	1
rose	1
Hling	1
Lanute	1
tungnungin	1
ṭumin	1
Leian	1
pangpârte	1
Sîrva	1
kûngin	1
rimtuinate	1
chhawrdawha	1
sihalnotête	1
Bether	1
Zânan	1
laikhum	1
daikâwm	1
paudar	1
tawlai	1
Râlhrât	1
sawmrukin	1
Zântianga	1
nghenchhan	1
Bual	1
hmuiten	1
Râlthuam	1
Râlhrâtte	1
Beraw	1
Amana	1
Keitête	1
khuaipui	1
ṭawngkamah	1
duhawmzia	1
Henna	1
safron	1
tlângan	1
thlâr	1
chhâwllêng	1
farte	1
lungrilah	1
zungṭangahte	1
hûmna	1
thlâin	1
silhpuan	1
siar	1
Sângsâwm	1
lianâk	1
inbuala	1
kutzungte	1
sakruang	1
châwn	1
zawnpui	1
Huanah	1
lakan	1
bahsamin	1
Sawisêlbovi	1
Chhawrthlapui	1
tûrni	1
chianga	1
Ammi	1
nadib	1
tawlailîrahte	1
Pheikhawk	1
mûmin	1
Thawktu	1
laibu	1
Lili	1
rabbim	1
hnârin	1
thlungluin	1
ziar	1
tihawizia	1
lâwmnate	1
hnutêten	1
Tûm	1
Thingtlâng	1
Zâwlaidi	1
hlovin	1
Pâwna	1
rinchhani	1
Apple	1
veinaah	1
ṭângah	1
valṭhi	1
Thîkna	1
Tuilianin	1
Hmuhsitin	1
Farnu	1
biahthu	1
hamon	1
ṭhînnu	1
Bâwngpain	1
nikhualo	1
chur	1
vênbûk	1
thlâm	1
Insil	1
khatnu	1
êkchhiaah	1
tifikiang	1
Tak	1
meisî	1
kawmahte	1
dawite	1
milemin	1
zungṭangtea	1
kuaahte	1
buikelek	1
liantea	1
nausênten	1
siamṭhatuah	1
inthungrûl	1
zotute	1
hrawa	1
zahmawhte	1
cherna	1
mawsawla	1
hniar	1
hmêlṭhat	1
linga	1
inchûmin	1
chhilhsak	1
kanna	1
inkhâwmpuite	1
ephah	1
tihruih	1
ruaiṭhehnaahte	1
dangro	1
tihkûnin	1
vâkvaihoten	1
hruihruala	1
hnûka	1
khâa	1
alha	1
dulin	1
chhûmahte	1
meikhuin	1
chaicheha	1
tithau	1
tingawng	1
urtu	1
sawna	1
Sear	1
jasuba	1
Immanuela	1
huatate	1
rêttea	1
rukah	1
bakmehchem	1
bâwngtuthlawha	1
kawlawmin	1
Jeberekia	1
dêlte	1
dûlin	1
Immanuel	1
Inrâlthuam	1
Inrâwn	1
chhuihin	1
tihkehin	1
nuahte	1
thlaphânga	1
tawhi	1
hmuhsitawmin	1
sema	1
ritphurhna	1
fung	1
hniang	1
hnuangte	1
Remruattu	1
Maka	1
Leirawhchante	1
thingtein	1
ângin	1
hruaiate	1
tî	1
chimawm	1
khawngaihthlâkte	1
Salho	1
Kalno	1
milemho	1
ramrîte	1
Hreipui	1
Thingzaina	1
hrûttu	1
Talhtumin	1
lektute	1
tikângin	1
tihboralnain	1
ritphurh	1
Aiath	1
Kâwnah	1
Madmena	1
Gebim	1
zilhhausak	1
tawmkûk	1
intihnat	1
darhhote	1
tibuaitute	1
tengsâwl	1
ruatho	1
hrithlatu	1
intitawnin	1
chhohreivûngte	1
dâwrh	1
hmanin	1
rangkachakah	1
tihseiin	1
thlangin	1
bâwihpaahte	1
bâwihnuahte	1
thawhtîrna	1
râwngrâ	1
inleka	1
fârte	1
thlutu	1
burte	1
titlâwmtu	1
rêta	1
zâwkahte	1
tikhûra	1
tinghînga	1
chhukho	1
Sakuh	1
dîlahte	1
hmunphiahin	1
kokî	1
ruatahte	1
Bajith	1
mehin	1
selisija	1
Eglaim	1
elim	1
rau	1
chhûnlaiah	1
bihrûktîr	1
Hlêprutu	1
nghâlin	1
thinurzia	1
rêp	1
khurahte	1
rîlte	1
intihaha	1
tihchêrin	1
thauna	1
sengtupan	1
ngawbing	1
danglamte	1
fur	1
tipâr	1
lâksaktute	1
rûksaktute	1
palaiho	1
rêma	1
puama	1
inkâp	1
nunchhe	1
phairuangte	1
hnimte	1
phûlte	1
ngo	1
tihsawmin	1
kawitîr	1
kauvin	1
phûngladinin	1
ramrîah	1
pathumtu	1
lailîah	1
Sargona	1
Tartana	1
kêa	1
nghahhlelh	1
khurhnaah	1
râlvengtu	1
kiau	1
inkahnaa	1
tawlailîrtein	1
kuaka	1
fûnin	1
hlûm	1
tivir	1
timualphotupa	1
hlunzia	1
murakeka	1
khumtîrtu	1
tiruakin	1
khaikhup	1
tihdanglama	1
Khuangtête	1
khârin	1
chhiatin	1
lailîa	1
sakte	1
tlâna	1
chungnungho	1
hliahna	1
hliaha	1
tihreha	1
thlînga	1
thlit	1
thlia	1
hleuhtun	1
kulhpuite	1
Kê	1
nâa	1
tikaw	1
chhawknghawlh	1
nghut	1
Buar	1
bopuina	1
tlak	1
thliahin	1
mala	1
lekhote	1
entuin	1
beiho	1
kîrtute	1
Thuchah	1
hahte	1
intihharhna	1
tihngîlna	1
khaiah	1
thluan	1
Perazim	1
Leilettu	1
tikehin	1
Zîra	1
zîrtîr	1
Mohuri	1
lirhtîr	1
sawmtîr	1
inrâwnna	1
Kumah	1
Thilte	1
Thianghlimaah	1
nghâkhleltute	1
phunnawite	1
Hanes	1
sakeibakneinu	1
sakebakneipa	1
zângpâwngah	1
vawilehkhata	1
thâlna	1
châwla	1
pholêng	1
biruin	1
cheina	1
lettute	1
sisêpa	1
Inthahna	1
ralvên	1
hluahin	1
thlangraa	1
sualtîrna	1
inbeihnaahte	1
Râwn	1
hlênin	1
dangâwkte	1
kamchhuakte	1
elsên	1
tihbuaksak	1
tâwlte	1
saruakah	1
tithlu	1
châwisanin	1
Lamliante	1
hnehchhiahnate	1
hlâwkpuina	1
lungtena	1
thinsana	1
hupa	1
Ralvên	1
kaihna	1
thluahna	1
karfung	1
tihdulin	1
thahah	1
thahate	1
tihtuiin	1
zialin	1
Selepate	1
thûkin	1
hluahah	1
sakuhin	1
sahal	1
ṭaiṭên	1
savanghâwngseite	1
tuallai	1
rûlthal	1
dawihte	1
tihmenin	1
Rabsakean	1
hriatahte	1
asar	1
rilahte	1
Kulhpui	1
thinurziate	1
awngkâahte	1
chhuhin	1
tahtun	1
thembu	1
Ṭhûro	1
bela	1
khawihlîah	1
Nichina	1
kalpuiin	1
tilrehah	1
Autu	1
tihrual	1
mualpâwngte	1
remruatsaktu	1
râwna	1
hriatthiamna	1
bâlṭîna	1
chhûnsak	1
kualkhungna	1
khîngte	1
thiamzia	1
Tleirâwlte	1
inhnaih	1
Thliarkârte	1
kâwlkilte	1
tubohva	1
dolung	1
kilhnatein	1
chîlin	1
thingrî	1
bêlvawtuin	1
kawtthlerah	1
kengkawh	1
kirtîrin	1
Bengngawngte	1
dela	1
tihzahawm	1
humah	1
bengchhi	1
Hrêng	1
lawngpuiahte	1
sialtu	1
rumtu	1
phita	1
Thilhlanin	1
berawin	1
khawlohnatein	1
bûrah	1
tuipuisuthlahte	1
Thîrdêngin	1
meilingah	1
Thingrem	1
pensilin	1
nawhmâmnatein	1
siamnain	1
tuahah	1
intilum	1
Chhei	1
vâmah	1
Thingtum	1
âtthlâka	1
hlensaktu	1
Kang	1
chelha	1
rimho	1
taah	1
zahnaah	1
Inkhâwm	1
pumpelhhote	1
inberâwn	1
vêlpui	1
phurah	1
phurritah	1
puaka	1
tarkûn	1
Thuhmuna	1
tlukah	1
Iptêa	1
ṭhînate	1
tarho	1
hmeithaiah	1
dinpui	1
phawta	1
hnehpui	1
semtute	1
intihlumna	1
ṭâwma	1
Thlalêrahte	1
tlêt	1
varah	1
humhimate	1
riauva	1
Kawngahte	1
tihrehawmin	1
Sinim	1
kutphahahte	1
lemtute	1
chhuanga	1
pawmtupa	1
lalnute	1
pawmtunu	1
Râllâkte	1
Dâwn	1
leibatnate	1
tihhahdam	1
pawttute	1
chilah	1
thîmin	1
lênga	1
chhêma	1
thingthûtea	1
Thîmin	1
tikangtu	1
siamsaktu	1
duhtute	1
berhbua	1
Ṭiauna	1
inthing	1
ṭê	1
tlangaupuia	1
tlânchhiain	1
dâltu	1
Pianhmang	1
huhsana	1
tlâkbuakah	1
vuakah	1
tihretheihah	1
thitlinin	1
vualtea	1
tlâkbuakin	1
hlawhtlingin	1
phurhsak	1
buaka	1
khente	1
Mitkhapkâr	1
lungmawitein	1
thupawia	1
khingtute	1
Puar	1
fânna	1
thuhretuah	1
ṭotîrin	1
tirhnaah	1
Hnimhlîngnei	1
zawmtu	1
chhiahhlawhahte	1
lawmin	1
bauh	1
zuin	1
inthun	1
intizauthauva	1
Luikawr	1
tihlungawiin	1
phênahte	1
hmuhnaah	1
duhâma	1
sûnpuitute	1
inren	1
intihretheiha	1
kuttuma	1
intihretheihna	1
Phûngladin	1
hnehchhiahho	1
hnudâltu	1
inphala	1
tihretheihte	1
mupna	1
lungphûmahte	1
hliahsak	1
Rûlmuk	1
pawisawi	1
kalnaahte	1
thimhlim	1
Savawmte	1
ṭhurote	1
dinsan	1
bânsantu	1
dîlsaktu	1
inchelh	1
âwmphawah	1
inthuamnaah	1
kawrfualah	1
thawa	1
mupin	1
tihzauvin	1
tuaite	1
Nebaioth	1
rahna	1
tiretheituteho	1
phûttuah	1
êntuah	1
hawnna	1
ṭiaunate	1
leilettuahte	1
inchhuan	1
chanvovah	1
incheinatea	1
kawrfualin	1
Leilungin	1
huanin	1
Mâk	1
Tihṭiau	1
Duhlai	1
Pawmlai	1
Tlangvâlin	1
fakawma	1
hriatpuitua	1
hletîr	1
Lungte	1
Kalsan	1
tihsen	1
chhandamtuah	1
puain	1
dotua	1
tihlamlêtin	1
tiṭhentu	1
kawngtea	1
tihṭiauvah	1
zawnin	1
bêltea	1
tuihâng	1
bâwrah	1
saron	1
Vânneihna	1
Siamtua	1
Chantâwka	1
Khawrêlsaktui	1
khawrel	1
thahnaah	1
chawptu	1
mangannate	1
talhtu	1
berâmnova	1
titliaktu	1
tenawmahte	1
tihropuiin	1
Chutiangte	1
hrinin	1
sûntu	1
hnêka	1
hnutêahte	1
dâka	1
hmathlâk	1
ṭumtîr	1
alhtea	1
Huanahte	1
chaichîmsa	1
Pul	1
kuaiho	1
Pawt	1
Paih	1
Inhual	1
hmangaihziate	1
Tuk	1
zuizia	1
uanthuan	1
hmangtuten	1
Zâwlneiten	1
Râp	1
Vânlunga	1
Hmân	1
titliakin	1
Kûnin	1
inleta	1
Chingalin	1
insilin	1
Sanghâwngseilâ	1
kêah	1
Beisei	1
phâwka	1
Anmahnite	1
Hmachhawn	1
thlaler	1
Ngaizâwngtu	1
uluk	1
pawnfênahte	1
zungin	1
rinnate	1
suahsualnatein	1
putin	1
inphalraina	1
lohnatea	1
Kîlkawitu	1
Chhûngkuaa	1
lungdum	1
thiamnatein	1
duhzia	1
sênna	1
Zakin	1
chhûmpui	1
Chhandama	1
Ngawah	1
lâra	1
Incheina	1
intimawi	1
Tualthattute	1
mualzâwlte	1
tichang	1
chinghniain	1
hnungtawlhnate	1
îtin	1
inlâksak	1
palahte	1
dawtheia	1
puarpawlêng	1
kuam	1
sûrtîrtu	1
vehtuin	1
savaa	1
hnûm	1
Tihchhiatna	1
hmelṭha	1
Tuichhunchhuahin	1
inrawkna	1
inhliamnate	1
Khawlaia	1
tarchhiate	1
thlawhhmate	1
duhâmnain	1
Kalkawngahte	1
Ṭhenawm	1
thangva	1
chhintuah	1
fiahtuah	1
Sawichhiat	1
Pûmin	1
rêlsaka	1
tualthatin	1
chêntîrna	1
Naupangten	1
chhêtin	1
kawlhahte	1
chhuanhote	1
châmbângte	1
tawlhthlûk	1
lîm	1
Manin	1
intîrin	1
Boralnaah	1
dâwtah	1
luana	1
mitahte	1
ṭhenawmnu	1
Khawlai	1
baksam	1
Hreipuia	1
tubohvin	1
Leipuia	1
Mahniin	1
silhfênan	1
tiṭiauva	1
Tungchhova	1
huauvin	1
Chhûngril	1
chêngate	1
Kea	1
tlânsiakpuia	1
tihchauh	1
sakawrt	1
tlânsiakpui	1
taki	1
vaten	1
Tichhetute	1
thuhrûktîr	1
ruihnain	1
insuttîr	1
phêt	1
khawnge	1
fênfual	1
Keitêin	1
fenfual	1
Tâmlaka	1
Khawkhêng	1
Leilettute	1
phulah	1
hlawiin	1
Peh	1
Nghahfâk	1
riaka	1
Vah	1
sûmkâr	1
dawhâna	1
dawngsawngtu	1
Hul	1
hliampui	1
Daia	1
ṭampuiah	1
lânah	1
dimdawi	1
thennain	1
zal	1
nghirnghotu	1
hnialkalhtua	1
pûksak	1
tihtakmeuhvah	1
dawhtîr	1
dimdawina	1
bâwltuteho	1
fâlin	1
Hripuiin	1
inziah	1
hnemna	1
hleihluakin	1
tenawmnaa	1
insiamsak	1
kerin	1
pâwngahte	1
re	1
Khawkhen	1
lûn	1
fîmkhurpui	1
Pawisa	1
sakawrahte	1
Sefela	1
khâwlah	1
Kâwlvalênchham	1
ṭumkawng	1
Veivâk	1
tawntîr	1
Rûntute	1
hmuhan	1
Harsith	1
tikhawrh	1
thiltumte	1
tilothlâwn	1
khuman	1
tumtuten	1
chhaktaa	1
kawlah	1
Pasuran	1
Magor	1
Misabiba	1
Pasur	1
nuihzabûr	1
ngang	1
Hêk	1
ṭhenrual	1
rengtute	1
ngaite	1
Malkiza	1
mialin	1
tikir	1
ṭâma	1
hrîin	1
Tiduhdahtu	1
chhawra	1
Hlawh	1
Tukverhte	1
Rawng	1
Hnehchhiah	1
phûmi	1
hmangaitu	1
hlawhtlinin	1
Thlîin	1
khuartu	1
hlawhtlinga	1
tidarhtuho	1
berâmpuho	1
Lungrilah	1
Zuin	1
uirehovin	1
tawlhthlu	1
suangtuahte	1
tlattute	1
dawnga	1
ngaihvena	1
buhfang	1
inanna	1
inrûksak	1
tinâla	1
tihnemhnâng	1
dâwk	1
thîrdêngte	1
ânchhiaah	1
pawlhtu	1
inchawhpawlhho	1
sâwrtute	1
thangkhâwk	1
Thaha	1
pumpelhna	1
muanawmte	1
ṭhiapin	1
tawmna	1
ṭhalo	1
Nghâwngkawlte	1
chhamphual	1
bâta	1
hripuitea	1
Hanani	1
thîrdêngten	1
tâkteho	1
tântîrna	1
hût	1
huaiah	1
tlawka	1
fungah	1
uirea	1
Zâwt	1
Mipate	1
dawm	1
Dîm	1
eiraltu	1
Râllâka	1
tihrisêl	1
tumnate	1
hahdamtîr	1
lainatnain	1
Khuangte	1
lâmna	1
Vêngtute	1
tluangah	1
ranrual	1
zûrte	1
nghahfâkawm	1
tuai	1
Sâwi	1
ngaihnat	1
kawhhmuhnate	1
lepchiah	1
rawlaih	1
ruatsaka	1
Gareb	1
Goah	1
tâmlak	1
inleina	1
leinaa	1
chiangtu	1
rûltu	1
tithinurtu	1
tithinrimtu	1
Thiltitu	1
bawhtîrtute	1
bâwlsaktute	1
lamlêtsakin	1
bawhchhiate	1
Habazinia	1
Igdalia	1
paho	1
Jonadaban	1
awkaa	1
Abdeela	1
Jehukala	1
tawngṭaisak	1
Jukala	1
zakhnuaiah	1
inpek	1
Inpêk	1
chirhdiaka	1
Samgar	1
neboa	1
Sarsekima	1
Nebusazbana	1
Ephaia	1
Baalisa	1
khâwnbâwlte	1
mêta	1
buhban	1
khawizûte	1
Geruth	1
Chimham	1
awka	1
siamnaa	1
diaknaah	1
berâmpuin	1
hripuitein	1
tuna	1
hophra	1
Baruk	1
chauhpui	1
sâwl	1
lêngin	1
Damdawi	1
Chêng	1
Tukkhum	1
khâwng	1
inkhungin	1
Misgap	1
Madmen	1
Rawkrâl	1
chhukah	1
Phaizâwl	1
Thlahdah	1
Ngâ	1
bûrte	1
Pasalṭha	1
chêngnu	1
Tlânchhepa	1
relhrunu	1
sawprawp	1
vakin	1
gamul	1
hnaiahte	1
nuihzatbûrin	1
kotlânga	1
nangei	1
indahsânzia	1
induhzia	1
uanthuannate	1
tichhetuin	1
selis	1
chungtlâk	1
tlânsantu	1
Sihon	1
bek	1
murho	1
Israelan	1
Rokhâwmtu	1
Milkoman	1
Inpun	1
puahchah	1
intihrâpthlâkna	1
Tlânchhiat	1
khurhin	1
Mahnia	1
Kalhna	1
nâwlpui	1
Baksam	1
tiralin	1
Merodaka	1
limte	1
dungahte	1
khurpui	1
kêlchalte	1
insingsa	1
Sakawrpa	1
intlar	1
chawitu	1
sakeibakneiten	1
tlatnaah	1
Merathaim	1
kuangbâng	1
Theh	1
bâwngpatuaite	1
âtchilh	1
Sisêp	1
zâptute	1
zâpin	1
hmangtuin	1
tihruihna	1
Thinghnai	1
phâwte	1
Vênna	1
Lambunnate	1
tiparh	1
lungphum	1
Minni	1
Askenaz	1
ralbâng	1
pachanna	1
tinan	1
kainate	1
Phairuangte	1
tirochâr	1
Sakeibakneino	1
lungpuam	1
ṭhehsak	1
Berâmpate	1
tuipuiin	1
inbeiin	1
rûntute	1
pumpelhtute	1
hmuihmai	1
rûntu	1
tihmihna	1
Note	1
thîrfiante	1
chawikânsak	1
hûnsak	1
Mipuia	1
khawhara	1
bialte	1
ânpai	1
Ûmtu	1
maan	1
hmasang	1
Hnehchhiahtuten	1
khapteho	1
chhîngmit	1
tiharhtu	1
awmkhua	1
Hmêlmain	1
faitu	1
kûtpuite	1
hlamchhiahtîr	1
